animal_ID,A_median_conc,A_discovery_time,A_c_speed,treatment_odor,sex,species,dead,E_median_conc,E_discovery_time,E_c_speed,median_conc_diff,discovery_time_diff,c_speed_diff
190628-04-top,20.697333333333333,0.016666666666666666,0.011624951868946645,100ul_milliQ_water,m,Aedes albopictus,no,12.06325,1.8583333333333334,-0.027767677657632994,-8.634083333333333,1.8416666666666668,-0.03939262952657964
190628-04-bottom,2.2668333333333335,12.125,0.014296696669700043,100ul_milliQ_water,m,Aedes albopictus,no,8.504041666666666,2.158333333333333,-0.019547477179413353,6.237208333333332,-9.966666666666667,-0.033844173849113396
190701-01-top,26.038916666666665,0.03333333333333333,-0.06271350249775957,100ul_milliQ_water,f,Aedes albopictus,no,30.71641666666667,3.683333333333333,-0.0393122844691708,4.6775000000000055,3.65,0.02340121802858877
190701-01-bottom,2.358,0.016666666666666666,-0.05119857621191849,100ul_milliQ_water,m,Aedes albopictus,no,64.28591666666667,3.091666666666667,-0.021333584642367065,61.92791666666667,3.075,0.029864991569551427
190701-02-top,6.548916666666667,3.425,0.002805240335731346,100ul_milliQ_water,f,Aedes albopictus,no,4.070416666666667,2.0166666666666666,-0.013128108139373679,-2.4785000000000004,-1.4083333333333332,-0.015933348475105025
190701-02-bottom,3.9725,0.19166666666666668,-0.02802572599459413,100ul_milliQ_water,f,Aedes albopictus,no,2.2263333333333337,0.25833333333333336,-0.033513667744438425,-1.7461666666666664,0.06666666666666668,-0.005487941749844294
190701-03-top,2.408625,8.458333333333334,0.0187622222474029,100ul_milliQ_water,f,Aedes albopictus,no,12.776541666666667,0.2,-0.009763110591308855,10.367916666666666,-8.258333333333335,-0.028525332838711753
190701-03-bottom,14.93625,7.383333333333334,-0.01935556404521112,100ul_milliQ_water,f,Aedes albopictus,no,2.049333333333333,1.8,0.0066453828706149465,-12.886916666666666,-5.583333333333334,0.026000946915826065
190701-04-top,22.90225,6.966666666666667,-0.009769740193877163,100ul_milliQ_water,f,Aedes albopictus,no,21.12625,0.125,-0.006529452429539825,-1.7759999999999998,-6.841666666666667,0.003240287764337338
190701-04-bottom,15.282125,7.35,-0.00817588470472419,100ul_milliQ_water,m,Aedes albopictus,no,51.87366666666667,4.466666666666667,0.014934044485843331,36.59154166666667,-2.883333333333333,0.02310992919056752
190701-05-top,22.384083333333336,1.4333333333333333,-0.040995451135376046,100ul_milliQ_water,f,Aedes albopictus,no,12.142166666666666,7.775,-0.022273449352018013,-10.24191666666667,6.341666666666667,0.018722001783358033
190701-06-top,1.2605833333333334,15.0,-0.18750086464105495,100ul_milliQ_water,m,Aedes albopictus,no,1.3022916666666668,11.6,0.057807011804299174,0.04170833333333346,-3.4000000000000004,0.24530787644535412
190701-06-bottom,3.538875,0.016666666666666666,-0.024964709668985674,100ul_milliQ_water,m,Aedes albopictus,no,17.84625,6.716666666666667,-0.0012192019573777912,14.307375,6.7,0.023745507711607883
190701-07-top,19.406791666666667,15.0,-0.07516798638623565,100ul_milliQ_water,m,Aedes albopictus,no,18.570999999999998,15.0,-0.05892848268571406,-0.8357916666666689,0.0,0.016239503700521588
190701-07-bottom,1.711125,14.075,0.022234234109952164,100ul_milliQ_water,m,Aedes albopictus,no,1.358,15.0,-0.07840808195288301,-0.3531249999999999,0.9250000000000007,-0.10064231606283518
190701-08-top,20.760125000000002,2.65,0.005009535697145212,100ul_milliQ_water,m,Aedes albopictus,no,7.98075,1.525,-0.00882862628102618,-12.779375000000002,-1.125,-0.013838161978171393
190701-08-bottom,21.154625000000003,4.408333333333333,-0.028441535426456818,100ul_milliQ_water,m,Aedes albopictus,no,10.795375,11.7,0.011476891509867596,-10.359250000000003,7.291666666666666,0.039918426936324414
190702-01-top,30.795791666666666,6.95,-0.0010440551674600618,100ul_quinine,f,Aedes albopictus,no,1.4604166666666667,10.133333333333333,0.26001281516071506,-29.335375,3.1833333333333327,0.26105687032817515
190702-01-bottom,11.39,7.966666666666667,0.022179935473698162,100ul_quinine,m,Aedes albopictus,no,1.4161666666666666,2.6666666666666665,0.11534790060024319,-9.973833333333333,-5.300000000000001,0.09316796512654503
190702-02-top,25.08333333333333,0.058333333333333334,-0.05882962341039913,100ul_quinine,m,Aedes albopictus,no,2.213125,3.7583333333333333,0.1439928800930121,-22.87020833333333,3.7,0.20282250350341122
190702-02-bottom,19.927083333333332,0.5583333333333333,-0.020064036450415726,100ul_quinine,m,Aedes albopictus,no,1.87,1.0166666666666666,0.12477585596544112,-18.05708333333333,0.45833333333333326,0.14483989241585685
190702-03-top,4.538333333333334,0.025,-0.011249188319467612,100ul_quinine,m,Aedes albopictus,no,1.320125,15.0,-0.09203306641289384,-3.218208333333334,14.975,-0.08078387809342623
190702-03-bottom,16.599875,3.941666666666667,-0.002292756760329015,100ul_quinine,m,Aedes albopictus,no,1.5861666666666667,6.841666666666667,0.14618512703004077,-15.013708333333334,2.9,0.1484778837903698
190702-04-bottom,19.71825,0.016666666666666666,-0.015932789854617366,100ul_quinine,f,Aedes albopictus,no,1.6775,0.35,0.08967379147271343,-18.040750000000003,0.3333333333333333,0.10560658132733079
190702-05-top,15.069166666666668,2.425,-0.02432743310796559,100ul_quinine,f,Aedes albopictus,no,6.3217500000000015,0.425,0.05271474505282747,-8.747416666666666,-1.9999999999999998,0.07704217816079306
190702-05-bottom,3.3237500000000004,7.341666666666667,0.04884893308252136,100ul_quinine,f,Aedes albopictus,no,5.506,3.225,0.14023787682780892,2.18225,-4.116666666666667,0.09138894374528755
190702-07-top,1.77675,15.0,-0.12376088807855164,100ul_quinine,m,Aedes albopictus,no,1.2546666666666666,4.333333333333333,-0.042020698380253296,-0.5220833333333335,-10.666666666666668,0.08174018969829834
190702-07-bottom,16.74875,0.075,0.00399653979300868,100ul_quinine,m,Aedes albopictus,no,1.568,2.2583333333333333,0.08984978509758856,-15.180750000000002,2.183333333333333,0.08585324530457988
190702-08-top,11.18,7.825,-0.00616608969683935,100ul_quinine,f,Aedes albopictus,no,5.413958333333333,7.116666666666666,-0.0011316722919551547,-5.766041666666666,-0.7083333333333339,0.005034417404884195
190702-08-bottom,1.4208333333333332,10.158333333333333,0.05723786712829411,100ul_quinine,f,Aedes albopictus,no,1.7358333333333333,0.49166666666666664,0.07633476972831607,0.31500000000000017,-9.666666666666666,0.01909690260002196
190703-01-bottom,9.312249999999999,1.2833333333333334,-0.012300264574505934,100ul_quinine,m,Aedes albopictus,no,1.81,1.425,0.061095385884709724,-7.502249999999998,0.1416666666666666,0.07339565045921566
190703-02-top,22.181250000000002,0.016666666666666666,-0.07306461064829164,100ul_quinine,f,Aedes albopictus,no,3.2145,7.266666666666667,-0.004498944788692227,-18.96675,7.25,0.06856566585959942
190703-02-bottom,5.248749999999999,0.08333333333333333,0.017412565568452443,100ul_quinine,m,Aedes albopictus,no,1.670375,2.175,0.04866292597041366,-3.5783749999999994,2.0916666666666663,0.03125036040196122
190703-03-top,16.115333333333332,0.041666666666666664,-0.047388961731199525,100ul_quinine,m,Aedes albopictus,no,1.97175,2.808333333333333,0.28101353459828526,-14.143583333333332,2.7666666666666666,0.3284024963294848
190703-03-bottom,17.319875,3.716666666666667,-0.0013520657085671628,100ul_quinine,f,Aedes albopictus,no,1.3651666666666666,15.0,-0.14774308513654658,-15.954708333333333,11.283333333333333,-0.1463910194279794
190708-01-top,2.173833333333333,12.066666666666666,0.010149581082370449,100ul_quinine,f,Aedes albopictus,no,1.7825,4.008333333333334,0.15405095994054843,-0.3913333333333331,-8.058333333333334,0.143901378858178
190708-01-bottom,8.8605,8.358333333333333,-0.003722409780247238,100ul_quinine,f,Aedes albopictus,no,1.36525,5.983333333333333,0.21026444451973658,-7.49525,-2.374999999999999,0.21398685429998382
190708-02-top,21.92608333333333,1.8083333333333333,-0.018435141782693898,100ul_quinine,m,Aedes albopictus,no,2.2743333333333333,0.925,0.06223210619700406,-19.651749999999996,-0.8833333333333333,0.08066724797969796
190708-02-bottom,22.441166666666668,1.7916666666666667,-0.018309678048672826,100ul_quinine,m,Aedes albopictus,no,1.94325,1.8583333333333334,0.0647873934627545,-20.49791666666667,0.06666666666666665,0.08309707151142733
190708-03-top,7.629375,3.325,0.014820977767904225,05_percent_food,f,Aedes albopictus,no,32.853875,1.525,-0.08202450734966128,25.224500000000003,-1.8000000000000003,-0.09684548511756551
190708-03-bottom,6.539541666666667,5.566666666666666,-0.03566855757269924,05_percent_food,m,Aedes albopictus,no,49.738625,1.5666666666666667,-0.02511031707919334,43.199083333333334,-4.0,0.0105582404935059
190708-04-top,4.4870833333333335,2.691666666666667,0.00021353079303285116,05_percent_food,f,Aedes albopictus,no,66.91454166666666,1.9166666666666667,-0.010773157677490985,62.427458333333334,-0.7750000000000001,-0.010986688470523837
190708-04-bottom,29.242375,0.15833333333333333,0.0037412557310066846,05_percent_food,m,Aedes albopictus,no,43.06879166666667,2.125,-0.015950475031602032,13.82641666666667,1.9666666666666668,-0.019691730762608717
190708-05-top,21.726875000000003,0.31666666666666665,-0.019748513637984785,05_percent_food,m,Aedes albopictus,no,38.8245,0.016666666666666666,-0.016913828672928385,17.097624999999997,-0.3,0.0028346849650564
190708-06-top,13.013958333333333,14.183333333333334,-0.021550191225368172,05_percent_food,f,Aedes albopictus,no,17.5265,9.15,-0.02554137298655306,4.512541666666666,-5.033333333333333,-0.003991181761184889
190708-06-bottom,27.072666666666663,0.016666666666666666,0.0043832341627234594,05_percent_food,f,Aedes albopictus,no,56.842041666666674,6.675,-0.08021160336215064,29.76937500000001,6.658333333333333,-0.0845948375248741
190708-07-top,2.101916666666667,9.625,-0.007982844731795308,05_percent_food,m,Aedes albopictus,no,71.68,4.066666666666666,-0.030879727330088376,69.57808333333334,-5.558333333333334,-0.022896882598293068
190708-07-bottom,6.6150416666666665,0.25833333333333336,0.011533035595993363,05_percent_food,m,Aedes albopictus,no,28.190583333333336,5.516666666666667,-0.0018074833953414249,21.57554166666667,5.258333333333333,-0.013340518991334788
190708-08-top,11.252666666666665,4.483333333333333,-0.01446788223231002,05_percent_food,m,Aedes albopictus,no,38.74625,3.341666666666667,-0.03129780122538331,27.49358333333334,-1.1416666666666666,-0.01682991899307329
190708-08-bottom,20.843583333333335,4.491666666666666,-0.0070782279733780235,05_percent_food,f,Aedes albopictus,no,41.260333333333335,5.708333333333333,0.004080646934498826,20.41675,1.2166666666666668,0.01115887490787685
190708-09-top,5.736249999999999,0.016666666666666666,-0.024651908801050865,05_percent_food,f,Aedes albopictus,no,5.688666666666667,11.758333333333333,-0.002811706933755098,-0.04758333333333198,11.741666666666665,0.021840201867295767
190708-09-bottom,3.8305416666666665,11.883333333333333,-0.05944055905360414,05_percent_food,m,Aedes albopictus,no,18.986833333333333,8.608333333333333,-0.04171774533059607,15.156291666666666,-3.2750000000000004,0.017722813723008067
190709-01-top,14.894375,0.8416666666666667,-0.03027801479502254,05_percent_food,m,Aedes albopictus,no,18.122166666666665,10.475,-0.015164159862561782,3.227791666666665,9.633333333333333,0.015113854932460757
190709-01-bottom,5.43375,4.1,0.01815995049010416,05_percent_food,f,Aedes albopictus,no,48.496875,1.8083333333333333,-0.03953166287731204,43.063125,-2.291666666666666,-0.0576916133674162
190709-02-top,1.7510000000000001,9.558333333333334,-0.007380565998045291,05_percent_food,m,Aedes albopictus,no,61.95616666666667,1.0,-0.11833510197573742,60.20516666666667,-8.558333333333334,-0.11095453597769213
190709-02-bottom,1.9363333333333332,7.225,-0.002092795172807721,05_percent_food,f,Aedes albopictus,no,60.2355,3.05,-0.03033390069920236,58.29916666666667,-4.175,-0.02824110552639464
190709-03-top,2.4230416666666668,7.45,-0.004180524939535413,05_percent_food,f,Aedes albopictus,no,55.05683333333333,1.65,-0.05378341969253794,52.63379166666666,-5.800000000000001,-0.04960289475300253
190709-03-bottom,7.965083333333334,5.166666666666667,-0.0035692066220913005,05_percent_food,f,Aedes albopictus,no,21.582583333333332,1.2166666666666666,-0.03215978419760478,13.617499999999998,-3.95,-0.028590577575513476
190709-04-top,11.559583333333332,0.016666666666666666,-0.0141475797683773,05_percent_food,f,Aedes albopictus,no,15.046625,10.966666666666667,-0.06411102106935151,3.487041666666668,10.95,-0.049963441300974215
190709-04-bottom,8.94575,3.841666666666667,-0.031032455958905872,05_percent_food,m,Aedes albopictus,no,67.26962499999999,0.44166666666666665,-0.06977231413071167,58.32387499999999,-3.4000000000000004,-0.038739858171805794
190709-05-top,3.280666666666667,15.0,-0.0820950764145709,100ul_quinine,f,Aedes albopictus,no,5.512666666666666,13.116666666666667,0.10829389673311145,2.2319999999999993,-1.8833333333333329,0.19038897314768233
190709-05-bottom,17.4855,0.3333333333333333,0.01818986701157646,100ul_quinine,m,Aedes albopictus,no,1.986125,12.816666666666666,0.23017474654773395,-15.499374999999999,12.483333333333333,0.2119848795361575
190709-06-top,4.704666666666666,5.866666666666666,0.024882048559012132,100ul_quinine,f,Aedes albopictus,no,1.5769166666666665,2.0,0.15134059961067087,-3.12775,-3.8666666666666663,0.12645855105165874
190709-06-bottom,17.417416666666668,7.875,0.012470121566500722,100ul_quinine,m,Aedes albopictus,no,1.4936666666666665,5.283333333333333,0.07357454635839752,-15.923750000000002,-2.591666666666667,0.0611044247918968
190709-07-top,17.41829166666667,1.9666666666666666,-0.02024007289373579,05_percent_food,m,Aedes albopictus,no,70.19645833333334,1.45,-0.0477359737478294,52.77816666666667,-0.5166666666666666,-0.027495900854093605
190710-01-top,23.256,1.3166666666666667,-0.018541666743540214,100ul_milliQ_water,m,Aedes aegypti,no,8.046375000000001,2.033333333333333,0.010685735271745267,-15.209624999999999,0.7166666666666666,0.02922740201528548
190710-01-bottom,10.758375,0.3416666666666667,-0.0027774391900155376,100ul_milliQ_water,f,Aedes aegypti,no,19.487000000000002,1.4833333333333334,0.0167592578665946,8.728625000000003,1.1416666666666666,0.01953669705661014
190710-02-top,17.352416666666667,0.15833333333333333,-0.0435451259686839,100ul_milliQ_water,f,Aedes aegypti,no,2.2815416666666666,6.841666666666667,-0.003187014520602466,-15.070875000000001,6.683333333333334,0.040358111448081435
190710-02-bottom,1.99675,4.45,-0.0077935644824551065,100ul_milliQ_water,f,Aedes aegypti,no,11.149249999999999,1.5916666666666666,-0.009586418215404166,9.152499999999998,-2.8583333333333334,-0.0017928537329490596
190710-03-top,10.219750000000001,2.15,-0.0245124912179083,100ul_milliQ_water,m,Aedes aegypti,no,3.3661666666666665,0.23333333333333334,-0.03168008214299042,-6.853583333333335,-1.9166666666666665,-0.0071675909250821235
190710-03-bottom,19.6675,1.5666666666666667,-0.03331665019010768,100ul_milliQ_water,m,Aedes aegypti,no,13.090375,1.3083333333333333,-0.00987083867738249,-6.5771250000000006,-0.2583333333333333,0.023445811512725193
190711-01-top,17.545333333333332,0.6833333333333333,-0.008427975038742042,100ul_quinine,m,Aedes aegypti,no,1.66575,4.416666666666667,0.15246515448942985,-15.879583333333333,3.7333333333333334,0.1608931295281719
190711-01-bottom,7.34,0.016666666666666666,-0.005519548606809477,100ul_quinine,m,Aedes aegypti,no,2.086,0.675,0.0066588760924530255,-5.254,0.6583333333333333,0.012178424699262502
190711-02-top,6.176666666666668,0.06666666666666667,0.008706373299550374,100ul_quinine,f,Aedes aegypti,no,5.84575,0.575,0.09085402763852529,-0.33091666666666786,0.5083333333333333,0.08214765433897492
190711-02-bottom,1.9379583333333332,0.016666666666666666,-0.025938897792261634,100ul_quinine,f,Aedes aegypti,no,1.5894583333333334,0.325,0.12079576842668052,-0.3484999999999998,0.30833333333333335,0.14673466621894216
190711-03-top,20.359375,0.9583333333333334,-0.009991591086858972,100ul_quinine,m,Aedes aegypti,no,3.071041666666667,5.075,0.07632082511515044,-17.288333333333334,4.116666666666667,0.08631241620200941
190711-03-bottom,17.0225,0.31666666666666665,0.015243373722814368,100ul_quinine,f,Aedes aegypti,no,1.79,0.016666666666666666,0.10358175103166552,-15.232500000000002,-0.3,0.08833837730885115
190711-04-top,6.1739999999999995,0.7333333333333333,-0.0019856758402934382,100ul_quinine,m,Aedes aegypti,no,1.462875,15.0,-0.09280081166673426,-4.711124999999999,14.266666666666667,-0.09081513582644082
190711-04-bottom,15.428125,0.375,0.00921782459739015,100ul_quinine,m,Aedes aegypti,no,1.49075,4.358333333333333,0.11689777898920918,-13.937375,3.9833333333333334,0.10767995439181903
190711-05-top,21.397999999999996,1.8333333333333333,-0.021673921739177912,100ul_quinine,f,Aedes aegypti,no,2.577916666666667,1.1,0.009162356086126588,-18.82008333333333,-0.7333333333333332,0.0308362778253045
190711-05-bottom,19.075249999999997,0.45,-0.025979881002635846,100ul_quinine,f,Aedes aegypti,no,17.118000000000002,0.10833333333333334,0.10351410713690286,-1.9572499999999948,-0.3416666666666667,0.12949398813953872
190711-06-top,7.21225,0.6583333333333333,-0.07075933188895715,100ul_quinine,m,Aedes aegypti,no,2.787875,15.0,-0.1654941658871343,-4.4243749999999995,14.341666666666667,-0.09473483399817716
190711-06-bottom,7.902083333333334,0.4166666666666667,-0.022627122650333065,100ul_quinine,f,Aedes aegypti,no,1.6619583333333332,0.5666666666666667,0.11555802915832636,-6.240125000000001,0.14999999999999997,0.13818515180865942
190711-07-top,14.988083333333334,0.5333333333333333,-0.022294362904896947,100ul_quinine,m,Aedes aegypti,no,6.6118749999999995,2.725,-0.01842505865135169,-8.376208333333334,2.191666666666667,0.003869304253545258
190711-07-bottom,23.535125,1.7,-0.003639037542272558,100ul_quinine,m,Aedes aegypti,no,5.9428333333333345,9.45,0.029777123767043195,-17.592291666666668,7.749999999999999,0.03341616130931575
190712-01-top,20.991541666666663,1.5666666666666667,-0.157785235150385,100ul_milliQ_water,m,Anopheles arabiensis,no,3.59775,0.175,-0.0235176499684375,-17.39379166666666,-1.3916666666666666,0.1342675851819475
190712-01-bottom,22.21875,0.14166666666666666,-0.07991147804631202,100ul_milliQ_water,m,Anopheles arabiensis,no,4.861625,9.341666666666667,-0.0435687753171112,-17.357125,9.2,0.036342702729200815
190712-02-top,69.476,0.016666666666666666,0.0,100ul_milliQ_water,m,Anopheles arabiensis,no,67.403375,0.008333333333333333,0.0,-2.072625000000002,-0.008333333333333333,0.0
190712-02-bottom,34.747125000000004,4.866666666666666,-0.0024574460216066907,100ul_milliQ_water,m,Anopheles arabiensis,no,34.79041666666667,4.916666666666667,-0.0023679470135578307,0.043291666666668505,0.05000000000000071,8.949900804886002e-05
190712-03-top,22.36983333333334,0.025,0.4435154461973786,100ul_milliQ_water,m,Anopheles arabiensis,no,38.933125000000004,10.166666666666666,0.12657319235978107,16.563291666666665,10.141666666666666,-0.31694225383759755
190712-03-bottom,26.36895833333333,0.175,-0.0031848475244344865,100ul_milliQ_water,f,Anopheles arabiensis,no,34.16866666666667,0.058333333333333334,0.0,7.799708333333335,-0.11666666666666665,0.0031848475244344865
190712-04-top,26.940125000000002,3.066666666666667,-0.08148806230391045,100ul_milliQ_water,m,Anopheles arabiensis,no,22.741999999999997,13.9,-0.07852571686421364,-4.1981250000000045,10.833333333333334,0.002962345439696812
190712-04-bottom,21.012666666666664,15.0,-0.18456001283024445,100ul_milliQ_water,m,Anopheles arabiensis,no,20.85725,14.541666666666666,0.1282659664490295,-0.15541666666666387,-0.4583333333333339,0.3128259792792739
190712-05-bottom,1.35025,15.0,-0.29434473987367343,100ul_milliQ_water,m,Anopheles arabiensis,no,4.477250000000001,13.225,-0.013942299457886304,3.1270000000000007,-1.7750000000000004,0.2804024404157871
190712-06-top,21.103875000000002,1.0,0.1337437720762706,100ul_milliQ_water,f,Anopheles arabiensis,no,2.268375,9.966666666666667,-0.008811842006957143,-18.835500000000003,8.966666666666667,-0.14255561408322776
190712-06-bottom,3.3463333333333334,1.8333333333333333,0.05826801331951556,100ul_milliQ_water,f,Anopheles arabiensis,no,13.422916666666667,0.5833333333333334,0.14093755132143315,10.076583333333334,-1.25,0.08266953800191759
190712-08-bottom,17.5425,0.5416666666666666,0.04785977798026772,100ul_milliQ_water,m,Anopheles arabiensis,no,18.100416666666664,11.125,0.10008010836451803,0.5579166666666637,10.583333333333334,0.05222033038425031
190715-01-top,33.440625000000004,0.016666666666666666,0.08049144075849388,100ul_milliQ_water,f,Anopheles arabiensis,no,12.130999999999998,2.808333333333333,0.10034419946342099,-21.309625000000004,2.7916666666666665,0.019852758704927115
190715-01-bottom,44.98941666666667,3.533333333333333,0.15874738922911003,100ul_milliQ_water,m,Anopheles arabiensis,no,57.54708333333333,0.016666666666666666,-0.12255308371815885,12.557666666666663,-3.5166666666666666,-0.2813004729472689
190715-02-top,27.159916666666668,0.175,0.007152140500490775,100ul_milliQ_water,f,Anopheles arabiensis,no,1.872,15.0,-0.08497081397644506,-25.287916666666668,14.825,-0.09212295447693583
190715-02-bottom,3.572583333333333,15.0,-0.0811462212925886,100ul_milliQ_water,f,Anopheles arabiensis,no,11.195083333333333,10.383333333333333,-0.02795867506155049,7.6225,-4.616666666666667,0.05318754623103811
190715-03-top,32.286500000000004,15.0,-0.0888988797889756,100ul_milliQ_water,m,Anopheles arabiensis,no,26.399625,15.0,0.0,-5.886875000000003,0.0,0.0888988797889756
190715-04-top,1.37,15.0,-0.15889477565257829,100ul_milliQ_water,m,Anopheles arabiensis,no,2.1315,15.0,-0.07917223123912029,0.7614999999999998,0.0,0.079722544413458
190715-04-bottom,17.99225,3.908333333333333,0.022156788790243465,100ul_milliQ_water,m,Anopheles arabiensis,no,16.311833333333333,4.658333333333333,-0.08487712435218736,-1.680416666666666,0.75,-0.10703391314243083
190715-05-top,12.926666666666668,15.0,-0.10339884173753401,100ul_quinine,f,Anopheles arabiensis,no,11.890999999999998,15.0,0.0,-1.0356666666666694,0.0,0.10339884173753401
190715-06-top,20.994125,4.875,-0.08083532824036357,100ul_quinine,f,Anopheles arabiensis,no,17.18975,3.275,-0.19385692271078903,-3.8043750000000003,-1.6,-0.11302159447042545
190715-06-bottom,5.8213333333333335,15.0,0.0,100ul_quinine,m,Anopheles arabiensis,no,5.3472083333333345,15.0,0.0,-0.474124999999999,0.0,0.0
190715-08-top,64.451625,2.3583333333333334,-0.16803066504226266,100ul_quinine,m,Anopheles arabiensis,no,2.0375,1.6333333333333333,-0.1510777078256866,-62.414125000000006,-0.7250000000000001,0.016952957216576053
190715-09-top,17.28,15.0,-0.2600963564255234,100ul_quinine,f,Anopheles arabiensis,no,17.834249999999997,2.15,0.05597701696292831,0.5542499999999961,-12.85,0.31607337338845176
