frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,52.0,211.0,0,52.0,211.0,569,230,False
3,37.0,201.0,0,39.5,202.666666667,569,230,False
4,39.0,188.0,0,39.0186335404,188.546583851,569,230,False
5,34.0,160.0,0,34.1061437559,160.556284299,569,230,False
6,35.0,139.0,0,34.9345486568,139.097967929,569,230,False
7,31.0,120.0,0,31.0601068222,119.995451671,569,230,False
8,30.0,88.0,0,29.9729094755,88.2283474998,569,230,False
9,37.0,58.0,0,36.8448318706,58.0604431886,569,230,False
10,42.0,28.0,0,41.9708970008,28.0213477431,569,230,False
11,38.0,35.0,0,38.1510549718,34.3479549811,569,230,False
12,31.0,30.0,0,31.1175573423,29.9394243476,569,230,False
13,41.0,23.0,0,40.7435292979,23.0218264169,569,230,False
14,36.0,26.0,0,36.1575841302,25.831896716,569,230,False
15,50.0,32.0,0,49.7319594963,31.8754024435,569,230,False
16,57.0,46.0,0,57.009313661,45.8079056765,569,230,False
17,70.0,46.0,0,69.9016799431,46.1711417569,569,230,False
18,96.0,57.0,0,95.7266111111,56.8792038161,569,230,False
19,114.0,73.0,0,114.029465007,72.8569625185,569,230,False
20,134.0,103.0,0,133.981595709,102.692288639,569,230,False
21,168.0,126.0,0,167.742025566,125.997991257,569,230,False
22,207.0,137.0,0,206.802650208,137.218679554,569,230,False
23,261.0,146.0,0,260.654056916,146.127678638,569,230,False
24,299.0,151.0,0,299.143407805,151.12114273,569,230,False
25,333.0,147.0,0,333.137828747,147.20919868,569,230,False
26,353.0,147.0,0,353.305117413,147.014476727,569,230,False
27,403.0,153.0,0,402.590775175,152.895339182,569,230,False
28,446.0,164.0,0,445.947304258,163.866542905,569,230,False
29,482.0,170.0,0,482.10999109,170.034920295,569,230,False
30,510.0,176.0,0,510.18988952,176.017066828,569,230,False
31,529.0,173.0,0,529.238427028,173.167081902,569,230,False
32,537.0,171.0,0,537.29308803,171.05212897,569,230,False
33,545.0,154.0,0,545.119011496,154.28648869,569,230,False
34,547.0,155.0,0,547.151843068,154.798504985,569,230,False
35,547.0,161.0,0,547.097410631,160.820965611,569,230,False
36,547.0,170.0,0,547.038259709,169.874788378,569,230,False
37,546.0,181.0,0,546.032189782,180.914860355,569,230,False
38,543.0,191.0,0,543.048528313,190.984262426,569,230,False
39,538.0,202.0,0,538.055508081,201.977063493,569,230,False
40,535.0,208.0,0,534.986806835,208.079815922,569,230,False
41,527.0,199.0,0,527.082642923,199.301522234,569,230,False
42,532.0,199.0,0,531.803120228,198.964860764,569,230,False
43,535.0,200.0,0,534.951396799,199.9620071,569,230,False
44,539.0,183.0,0,538.965234215,183.305701961,569,230,False
45,545.0,178.0,0,544.950572786,177.915210928,569,230,False
46,534.0,159.0,0,534.283050039,159.20859621,569,230,False
47,534.0,139.0,0,533.923724473,139.107078051,569,230,False
48,540.0,108.0,0,539.85585423,108.237512875,569,230,False
49,538.0,88.0,0,538.083427648,87.9017814094,569,230,False
50,536.0,75.0,0,536.037658233,74.8296015144,569,230,False
51,537.0,48.0,0,536.960840914,48.1797958809,569,230,False
52,541.0,28.0,0,540.929350179,27.953801821,569,230,False
53,530.0,23.0,0,530.238530143,22.7098185998,569,230,False
54,533.0,26.0,0,532.851870272,25.7360916687,569,230,False
55,541.0,23.0,0,540.844264877,23.0012016956,569,230,False
56,539.0,23.0,0,539.115507778,22.9517035703,569,230,False
57,533.0,22.0,0,533.122702209,21.9975028435,569,230,False
58,540.0,29.0,0,539.817672428,28.85712058,569,230,False
59,544.0,36.0,0,543.97463884,35.9399536809,569,230,False
60,533.0,57.0,0,533.260130814,56.7275861515,569,230,False
61,527.0,77.0,0,527.020674041,76.9043381239,569,230,False
62,520.0,114.0,0,520.021891439,113.661408737,569,230,False
63,510.0,140.0,0,510.062347126,140.055504387,569,230,False
64,507.0,160.0,0,506.900976601,160.136400694,569,230,False
65,491.0,192.0,0,491.189113902,191.842340173,569,230,False
66,487.0,210.0,0,486.867265998,210.180968638,569,230,False
67,471.0,216.0,0,471.154838837,216.292958061,569,230,False
68,461.0,217.0,0,460.960470158,217.20916332,569,230,False
69,445.0,212.0,0,445.087631127,212.189760577,569,230,False
70,445.0,216.0,0,444.752178886,215.915550034,569,230,False
71,447.0,216.0,0,446.858538095,216.03244352,569,230,False
72,448.0,217.0,0,447.962761852,216.997314735,569,230,False
73,448.0,217.0,0,448.004698224,217.016128311,569,230,False
74,448.0,218.0,0,448.002640126,217.988994658,569,230,False
75,448.0,219.0,0,448.00102656,218.995083809,569,230,False
76,449.0,219.0,0,448.982548323,219.015965018,569,230,False
77,449.0,219.0,0,449.010478358,219.006802101,569,230,False
78,449.0,219.0,0,449.004718161,219.002576005,569,230,False
79,450.0,219.0,0,449.983961096,219.000962067,569,230,False
80,450.0,219.0,0,450.011006684,219.000358671,569,230,False
81,450.0,219.0,0,450.004915161,219.000133686,569,230,False
82,450.0,219.0,0,450.001870853,219.000049827,569,230,False
83,450.0,219.0,0,450.000699157,219.000018571,569,230,False
84,450.0,220.0,0,450.000260676,219.982170594,569,230,False
85,432.0,190.0,0,432.321151059,190.545427303,569,230,False
86,426.0,174.0,0,425.921026058,173.980000021,569,230,False
87,448.0,172.0,0,447.461640567,171.732151594,569,230,False
88,482.0,192.0,0,481.560954616,191.495308399,569,230,False
89,513.0,205.0,0,512.878461832,204.917373361,569,230,False
90,537.0,209.0,0,537.081569891,209.134778472,569,230,False
91,540.0,209.0,0,540.411036558,209.129502906,569,230,False
92,537.0,200.0,0,537.27843288,200.212588088,569,230,False
93,542.0,185.0,0,541.967078633,185.194116373,569,230,False
94,535.0,187.0,0,535.195223958,186.774630247,569,230,False
95,528.0,194.0,0,528.08269262,193.812572185,569,230,False
96,520.0,201.0,0,520.04913232,200.925193172,569,230,False
97,514.0,207.0,0,513.983516013,206.989717812,569,230,False
98,503.0,194.0,0,503.08137262,194.335900119,569,230,False
99,503.0,177.0,0,502.838317328,177.212798365,569,230,False
100,476.0,162.0,0,476.412130506,162.04783282,569,230,False
101,455.0,163.0,0,455.069195764,162.730940287,569,230,False
102,429.0,154.0,0,429.110932435,154.064351555,569,230,False
103,426.0,131.0,0,425.635185169,131.281571985,569,230,False
104,408.0,126.0,0,408.112135956,125.796219159,569,230,False
105,404.0,123.0,0,403.803959438,122.873600938,569,230,False
106,410.0,113.0,0,409.737187767,113.075329287,569,230,False
107,416.0,105.0,0,415.89296559,104.998263111,569,230,False
108,419.0,97.0,0,419.01318108,96.9979259179,569,230,False
109,390.0,105.0,0,390.578215156,104.713777441,569,230,False
110,365.0,125.0,0,365.171599785,124.665624318,569,230,False
111,347.0,129.0,0,346.937002267,129.149857876,569,230,False
112,319.0,146.0,0,319.148807582,145.837117567,569,230,False
113,310.0,161.0,0,309.724817493,160.964496206,569,230,False
114,290.0,170.0,0,290.077811797,170.094991344,569,230,False
115,268.0,208.0,0,268.073306242,207.523330307,569,230,False
116,245.0,214.0,0,245.047278888,214.368595009,569,230,False
117,241.0,217.0,0,240.679686364,217.217031181,569,230,False
118,211.0,210.0,0,211.328186792,210.263065792,569,230,False
119,208.0,213.0,0,207.662158034,212.928403378,569,230,False
120,208.0,220.0,0,207.798551029,219.89385114,569,230,False
121,206.0,219.0,0,205.956975035,219.09932457,569,230,False
122,205.0,219.0,0,204.967661754,219.025829955,569,230,False
123,204.0,218.0,0,203.987166897,218.026928057,569,230,False
124,204.0,218.0,0,203.977343244,217.993028106,569,230,False
125,204.0,218.0,0,203.990700134,217.99658753,569,230,False
126,203.0,218.0,0,203.014329192,217.998689169,569,230,False
127,204.0,218.0,0,203.970519655,217.999509569,569,230,False
128,203.0,218.0,0,203.023018514,217.99981712,569,230,False
129,203.0,218.0,0,202.9923704,217.999931833,569,230,False
130,204.0,218.0,0,203.978544322,217.999974593,569,230,False
131,204.0,217.0,0,204.008948788,217.017826858,569,230,False
132,204.0,217.0,0,204.004146286,216.989661575,569,230,False
133,204.0,216.0,0,204.001584192,216.013170326,569,230,False
134,205.0,217.0,0,204.982755982,216.970050794,569,230,False
135,172.0,200.0,0,172.599154558,200.308223236,569,230,False
136,137.0,170.0,0,137.287966916,170.362036022,569,230,False
137,126.0,149.0,0,125.68235179,148.986237126,569,230,False
138,106.0,123.0,0,106.021797232,123.076935987,569,230,False
139,105.0,117.0,0,104.675942724,116.675875928,569,230,False
140,78.0,99.0,0,78.3270668271,99.0763466754,569,230,False
141,58.0,94.0,0,58.0184803348,93.8060180785,569,230,False
142,30.0,79.0,0,30.1446292321,79.0954184715,569,230,False
143,38.0,71.0,0,37.4183893635,70.9187358195,569,230,False
144,37.0,53.0,0,36.9133390583,53.1424840495,569,230,False
145,35.0,33.0,0,34.9917630959,33.0970466878,569,230,False
146,34.0,25.0,0,33.980245187,24.8242376439,569,230,False
147,47.0,29.0,0,46.7421300396,28.7103126625,569,230,False
148,66.0,36.0,0,65.7848819075,35.827792044,569,230,False
149,72.0,42.0,0,72.1459994031,41.9505777117,569,230,False
150,99.0,69.0,0,98.690677069,68.6077231249,569,230,False
151,127.0,89.0,0,126.849467501,88.9607557511,569,230,False
152,136.0,96.0,0,136.281097892,96.222364067,569,230,False
153,154.0,105.0,0,153.96037946,105.058547069,569,230,False
154,173.0,116.0,0,172.960486691,115.984984353,569,230,False
155,181.0,130.0,0,181.180288159,129.939131615,569,230,False
156,199.0,142.0,0,198.898165365,142.010341036,569,230,False
157,216.0,146.0,0,215.971792013,146.148125423,569,230,False
158,240.0,158.0,0,239.865098617,157.919422106,569,230,False
159,253.0,175.0,0,253.139967198,174.874287669,569,230,False
160,275.0,190.0,0,274.900745262,189.98423898,569,230,False
161,303.0,202.0,0,302.848741926,202.04912261,569,230,False
162,304.0,200.0,0,304.419736512,200.270649222,569,230,False
163,326.0,203.0,0,325.804663774,203.023769255,569,230,False
164,336.0,205.0,0,336.124396733,205.023005585,569,230,False
165,356.0,202.0,0,355.877438392,202.098433151,569,230,False
166,374.0,205.0,0,373.981908086,204.933969772,569,230,False
167,410.0,207.0,0,409.673523228,206.98831028,569,230,False
168,417.0,204.0,0,417.380269717,204.085443024,569,230,False
169,410.0,214.0,0,410.415461932,213.804271052,569,230,False
170,410.0,215.0,0,410.043094095,215.076685151,569,230,False
171,407.0,215.0,0,407.06422277,215.05357892,569,230,False
172,406.0,213.0,0,405.990568902,213.056838583,569,230,False
173,417.0,216.0,0,416.78085213,215.933767338,569,230,False
174,412.0,214.0,0,412.193382344,214.060312347,569,230,False
175,412.0,218.0,0,411.996058051,217.919528972,569,230,False
176,432.0,211.0,0,431.63816635,211.161280118,569,230,False
177,427.0,216.0,0,427.293801966,215.855229025,569,230,False
178,422.0,219.0,0,422.130018203,218.971909619,569,230,False
179,421.0,219.0,0,420.978096153,219.044277182,569,230,False
180,421.0,219.0,0,420.970632515,219.019122703,569,230,False
181,451.0,191.0,0,450.45294976,191.506669874,569,230,False
182,466.0,170.0,0,466.037995567,170.087894995,569,230,False
183,473.0,148.0,0,473.1684278,148.045765234,569,230,False
184,486.0,115.0,0,485.963140085,115.213879384,569,230,False
185,501.0,94.0,0,500.945821021,93.8750991295,569,230,False
186,516.0,64.0,0,515.977871369,64.1041825128,569,230,False
187,530.0,37.0,0,530.009496034,36.9925348743,569,230,False
188,534.0,30.0,0,534.182751721,29.6382756035,569,230,False
189,542.0,29.0,0,542.005345285,28.7409845997,569,230,False
190,547.0,38.0,0,547.052497432,37.7191543405,569,230,False
191,544.0,55.0,0,544.164674148,54.7438138828,569,230,False
192,546.0,88.0,0,545.979139078,87.6118837081,569,230,False
193,535.0,101.0,0,535.22016159,101.198065736,569,230,False
194,516.0,110.0,0,516.235656158,110.161568471,569,230,False
195,494.0,112.0,0,494.14869212,112.189272449,569,230,False
196,473.0,127.0,0,473.040495941,126.844848349,569,230,False
197,455.0,146.0,0,454.960870291,145.860026567,569,230,False
198,443.0,161.0,0,442.875802937,161.015243959,569,230,False
199,447.0,178.0,0,446.663083077,177.973235115,569,230,False
200,443.0,207.0,0,443.003208545,206.774435653,569,230,False
201,440.0,202.0,0,439.989522452,202.512046831,569,230,False
202,424.0,201.0,0,424.227408483,201.148029685,569,230,False
203,407.0,213.0,0,407.113664492,212.821251615,569,230,False
204,393.0,205.0,0,392.990238809,205.278909961,569,230,False
205,378.0,203.0,0,378.011703702,203.013471531,569,230,False
206,361.0,209.0,0,361.04076899,208.858000378,569,230,False
207,332.0,205.0,0,332.230973412,205.118402151,569,230,False
208,300.0,203.0,0,300.149922401,203.01665654,569,230,False
209,281.0,204.0,0,280.827060952,203.951384406,569,230,False
210,264.0,209.0,0,263.88892023,208.907911317,569,230,False
211,238.0,207.0,0,238.116894679,207.08699164,569,230,False
212,216.0,210.0,0,215.97979839,209.949046997,569,230,False
213,188.0,211.0,0,188.096436794,211.012691718,569,230,False
214,188.0,201.0,0,187.541501614,201.202446179,569,230,False
215,171.0,194.0,0,171.108666627,194.03140752,569,230,False
216,173.0,201.0,0,172.714989673,200.759889592,569,230,False
217,176.0,206.0,0,175.860358543,205.934129123,569,230,False
218,184.0,194.0,0,183.857172832,194.279796914,569,230,False
219,174.0,179.0,0,174.263475704,179.172358186,569,230,False
220,167.0,164.0,0,167.05984862,164.067498207,569,230,False
221,148.0,152.0,0,148.234507052,151.97180453,569,230,False
222,126.0,137.0,0,126.151068235,137.040446882,569,230,False
223,113.0,120.0,0,112.89882514,120.053186321,569,230,False
224,93.0,116.0,0,93.0796086361,115.789774911,569,230,False
225,69.0,106.0,0,69.1066309367,106.017654861,569,230,False
226,61.0,87.0,0,60.7580446516,87.1717017044,569,230,False
227,47.0,82.0,0,47.0033567963,81.8221891755,569,230,False
228,36.0,70.0,0,35.9522183813,70.0470097903,569,230,False
229,38.0,44.0,0,37.7479723324,44.2726510062,569,230,False
230,36.0,36.0,0,35.9662021744,35.7927765723,569,230,False
231,53.0,30.0,0,52.6513906576,29.8723122059,569,230,False
232,68.0,40.0,0,67.8896607031,39.6646131529,569,230,False
233,72.0,41.0,0,72.1560120684,41.0217506391,569,230,False
234,89.0,44.0,0,88.8357098518,43.9794570901,569,230,False
235,93.0,48.0,0,93.1599939981,47.9731359804,569,230,False
236,95.0,47.0,0,95.1058917327,47.0782498358,569,230,False
237,94.0,46.0,0,94.095190209,46.0333887226,569,230,False
238,95.0,45.0,0,95.0024728124,45.0126466197,569,230,False
239,95.0,45.0,0,95.0171784756,44.9868869345,569,230,False
240,95.0,44.0,0,95.007180653,44.0120957907,569,230,False
241,95.0,43.0,0,95.0027135694,43.0053210209,569,230,False
242,95.0,42.0,0,95.0010131706,42.0020221195,569,230,False
243,95.0,40.0,0,95.0003777095,40.0185918638,569,230,False
244,95.0,39.0,0,95.0001407822,38.9899467934,569,230,False
245,95.0,37.0,0,95.0000524719,37.0132766356,569,230,False
246,95.0,35.0,0,95.0000195571,35.0057630726,569,230,False
247,94.0,33.0,0,94.0178436168,33.0021869715,569,230,False
248,94.0,31.0,0,93.9896678212,31.0008169835,569,230,False
249,94.0,30.0,0,93.9953363265,29.982468264,569,230,False
250,94.0,27.0,0,93.998222885,27.0282847534,569,230,False
251,94.0,25.0,0,93.9993357808,24.9943721051,569,230,False
252,94.0,24.0,0,93.9997523462,23.9792922501,569,230,False
