frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,512.0,128.0,162,497.333333333,126.666666667,540,214,False
3,,518.0,135.0,162,517.229813665,134.689440994,540,214,False
4,,519.0,135.0,162,519.044840048,135.026770178,540,214,False
5,,518.0,134.0,162,518.069984823,134.03547331,540,214,False
6,,519.0,134.0,162,518.992833107,133.996541068,540,214,False
7,,504.0,55.0,162,504.281286042,56.4078130011,540,214,False
8,,494.0,12.0,162,494.029241247,11.9499946164,540,214,False
9,,413.0,14.0,162,414.273674538,13.1512147923,540,214,False
10,,320.0,60.0,162,320.749184714,58.8591181962,540,214,False
11,,321.0,102.0,162,319.615752106,101.60666337,540,214,False
12,,327.0,125.0,162,326.315281919,125.19381362,540,214,False
13,,368.0,188.0,162,367.112446252,187.375074852,540,214,False
14,,372.0,187.0,162,372.298878116,187.875243005,540,214,False
15,,372.0,186.0,162,372.212875308,186.379247697,540,214,False
16,,372.0,187.0,162,372.084198172,187.108216591,540,214,False
17,,372.0,187.0,162,372.031614348,187.05658464,540,214,False
18,,423.0,186.0,162,422.102141566,186.039703967,540,214,False
19,,470.0,179.0,162,469.693168719,179.122707018,540,214,False
20,,525.0,124.0,162,524.744279712,124.907042495,540,214,False
21,,523.0,107.0,162,523.914595025,106.701506161,540,214,False
22,,498.0,82.0,162,498.799448269,82.0009746315,540,214,False
23,,497.0,45.0,162,496.891839424,45.2197698663,540,214,False
24,,518.0,12.0,162,517.547852431,12.021066013,540,214,False
25,,519.0,13.0,162,519.168495842,12.3985047165,540,214,False
26,,519.0,14.0,162,519.096765349,13.7466531294,540,214,False
27,,519.0,14.0,162,519.037691297,13.9220145921,540,214,False
28,,519.0,33.0,162,519.014125907,32.6328301969,540,214,False
29,,491.0,103.0,162,491.504685837,101.937317504,540,214,False
30,,492.0,128.0,162,491.694750485,128.362250868,540,214,False
31,,479.0,184.0,162,479.112327925,183.618380201,540,214,False
32,,472.0,187.0,162,471.945668368,187.778366134,540,214,False
33,,468.0,186.0,162,467.921637222,186.405509786,540,214,False
34,,468.0,186.0,162,467.896666699,186.138825904,540,214,False
35,,468.0,185.0,162,467.957938773,185.068989593,540,214,False
36,,468.0,186.0,162,467.984153378,185.990866183,540,214,False
37,,468.0,186.0,162,467.994085597,186.012764393,540,214,False
38,,468.0,186.0,162,467.997795223,186.00553124,540,214,False
39,,468.0,185.0,162,467.999178227,185.019934934,540,214,False
40,,468.0,186.0,162,467.999693712,185.972612731,540,214,False
41,,468.0,186.0,162,467.999885842,186.005962486,540,214,False
42,,468.0,186.0,162,467.999957451,186.002996134,540,214,False
43,,468.0,186.0,162,467.999984141,186.001153736,540,214,False
44,,468.0,186.0,162,467.999994089,186.000431787,540,214,False
45,,468.0,186.0,162,467.999997797,186.000161019,540,214,False
46,,468.0,186.0,162,467.999999179,186.000060018,540,214,False
47,,468.0,186.0,162,467.999999694,186.00002237,540,214,False
48,,468.0,186.0,162,467.999999886,186.000008338,540,214,False
49,,468.0,187.0,162,467.999999957,186.98216678,540,214,False
50,,443.0,181.0,162,443.445908174,181.117354019,540,214,False
51,,380.0,148.0,162,380.865316242,148.531254555,540,214,False
52,,348.0,118.0,162,347.803046905,118.167827809,540,214,False
53,,295.0,79.0,162,295.276296167,79.2216347321,540,214,False
54,,208.0,47.0,162,208.726150056,46.9653652897,540,214,False
55,,188.0,38.0,162,187.105435184,37.5712449805,540,214,False
56,,174.0,6.0,162,173.503802674,6.23053160773,540,214,False
57,,174.0,7.0,162,173.557561242,6.51600338172,540,214,False
58,,175.0,7.0,162,174.804937352,6.81016982426,540,214,False
59,,175.0,8.0,162,174.943690228,7.91095943593,540,214,False
60,,175.0,7.0,162,174.979796976,7.00161070005,540,214,False
61,,175.0,8.0,162,174.992507565,7.96659291429,540,214,False
62,,175.0,7.0,162,174.997209251,7.02159389381,540,214,False
63,,175.0,7.0,162,174.998959931,6.99184128534,540,214,False
64,,175.0,7.0,162,174.999612354,6.9961835301,540,214,False
65,,175.0,7.0,162,174.999855519,6.99854042712,540,214,False
66,,175.0,7.0,162,174.99994615,6.99945421861,540,214,False
67,,175.0,8.0,162,174.999979929,7.98196016631,540,214,False
68,,176.0,7.0,162,175.982156192,7.02809536931,540,214,False
69,,175.0,8.0,162,175.028168435,7.97646519075,540,214,False
70,,175.0,7.0,162,174.994328751,7.02527349213,540,214,False
71,,175.0,8.0,162,174.997112419,7.97537640283,540,214,False
72,1.0,240.5,57.0,162,240.087309459,56.3857143495,540,214,False
73,,306.0,106.0,162,305.177506499,104.796052296,540,214,False
74,,327.0,187.0,162,326.691827346,185.589796911,540,214,False
75,,326.0,187.0,162,326.277680132,187.873902245,540,214,False
