frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,346.0,165.0,33,346.0,165.0,540,213,False
3,,346.0,164.0,33,346.0,164.166666667,540,213,False
4,,346.0,164.0,33,346.0,164.166666667,540,213,False
5,1.0,346.058441558,163.954545455,33,346.058441558,164.12012987,540,213,False
6,1.0,346.116883117,163.909090909,33,346.116883117,164.073593074,540,213,False
7,1.0,346.175324675,163.863636364,33,346.175324675,164.027056277,540,213,False
8,1.0,346.233766234,163.818181818,33,346.233766234,163.980519481,540,213,False
9,1.0,346.292207792,163.772727273,33,346.292207792,163.933982684,540,213,False
10,1.0,346.350649351,163.727272727,33,346.350649351,163.887445887,540,213,False
11,1.0,346.409090909,163.681818182,33,346.409090909,163.840909091,540,213,False
12,1.0,346.467532468,163.636363636,33,346.467532468,163.794372294,540,213,False
13,1.0,346.525974026,163.590909091,33,346.525974026,163.747835498,540,213,False
14,1.0,346.584415584,163.545454545,33,346.584415584,163.701298701,540,213,False
15,1.0,346.642857143,163.5,33,346.642857143,163.654761905,540,213,False
16,1.0,346.701298701,163.454545455,33,346.701298701,163.608225108,540,213,False
17,1.0,346.75974026,163.409090909,33,346.75974026,163.561688312,540,213,False
18,1.0,346.818181818,163.363636364,33,346.818181818,163.515151515,540,213,False
19,1.0,346.876623377,163.318181818,33,346.876623377,163.468614719,540,213,False
20,1.0,346.935064935,163.272727273,33,346.935064935,163.422077922,540,213,False
21,1.0,346.993506494,163.227272727,33,346.993506494,163.375541126,540,213,False
22,1.0,347.051948052,163.181818182,33,347.051948052,163.329004329,540,213,False
23,1.0,347.11038961,163.136363636,33,347.11038961,163.282467532,540,213,False
24,1.0,347.168831169,163.090909091,33,347.168831169,163.235930736,540,213,False
25,1.0,347.227272727,163.045454545,33,347.227272727,163.189393939,540,213,False
26,1.0,347.285714286,163.0,33,347.285714286,163.142857143,540,213,False
27,1.0,347.344155844,162.954545455,33,347.344155844,163.096320346,540,213,False
28,1.0,347.402597403,162.909090909,33,347.402597403,163.04978355,540,213,False
