frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,276.0,15.0,manual,276.0,15.0,543,217,False
3,276.0,15.0,manual,276.0,15.0,543,217,False
4,276.0,15.0,manual,276.0,15.0,543,217,False
5,276.0,15.0,manual,276.0,15.0,543,217,False
6,276.0,15.0,manual,276.0,15.0,543,217,False
7,276.0,15.0,manual,276.0,15.0,543,217,False
8,276.0,15.0,manual,276.0,15.0,543,217,False
9,276.0,15.0,manual,276.0,15.0,543,217,False
10,276.0,15.0,manual,276.0,15.0,543,217,False
11,276.0,15.0,manual,276.0,15.0,543,217,False
12,276.0,15.0,manual,276.0,15.0,543,217,False
13,276.0,15.0,manual,276.0,15.0,543,217,False
14,276.0,15.0,manual,276.0,15.0,543,217,False
15,276.0,15.0,manual,276.0,15.0,543,217,False
16,276.0,15.0,manual,276.0,15.0,543,217,False
17,276.0,15.0,manual,276.0,15.0,543,217,False
18,276.0,15.0,manual,276.0,15.0,543,217,False
19,276.0,15.0,manual,276.0,15.0,543,217,False
20,276.0,15.0,manual,276.0,15.0,543,217,False
21,276.0,15.0,manual,276.0,15.0,543,217,False
22,276.0,15.0,manual,276.0,15.0,543,217,False
23,276.0,15.0,manual,276.0,15.0,543,217,False
24,276.0,15.0,manual,276.0,15.0,543,217,False
25,276.0,15.0,manual,276.0,15.0,543,217,False
26,276.0,15.0,manual,276.0,15.0,543,217,False
27,276.0,15.0,manual,276.0,15.0,543,217,False
28,276.0,15.0,manual,276.0,15.0,543,217,False
29,276.0,15.0,manual,276.0,15.0,543,217,False
30,276.0,15.0,manual,276.0,15.0,543,217,False
31,276.0,15.0,manual,276.0,15.0,543,217,False
32,276.0,15.0,manual,276.0,15.0,543,217,False
33,276.0,15.0,manual,276.0,15.0,543,217,False
34,276.0,15.0,manual,276.0,15.0,543,217,False
35,276.0,15.0,manual,276.0,15.0,543,217,False
36,276.0,15.0,manual,276.0,15.0,543,217,False
37,276.0,15.0,manual,276.0,15.0,543,217,False
38,276.0,15.0,manual,276.0,15.0,543,217,False
39,276.0,15.0,manual,276.0,15.0,543,217,False
40,276.0,15.0,manual,276.0,15.0,543,217,False
41,276.0,15.0,manual,276.0,15.0,543,217,False
42,276.0,15.0,manual,276.0,15.0,543,217,False
43,276.0,15.0,manual,276.0,15.0,543,217,False
44,276.0,15.0,manual,276.0,15.0,543,217,False
45,276.0,15.0,manual,276.0,15.0,543,217,False
46,276.0,15.0,manual,276.0,15.0,543,217,False
47,276.0,15.0,manual,276.0,15.0,543,217,False
48,276.0,15.0,manual,276.0,15.0,543,217,False
49,276.0,15.0,manual,276.0,15.0,543,217,False
50,276.0,15.0,manual,276.0,15.0,543,217,False
51,276.0,15.0,manual,276.0,15.0,543,217,False
52,276.0,15.0,manual,276.0,15.0,543,217,False
53,276.0,15.0,manual,276.0,15.0,543,217,False
54,276.0,15.0,manual,276.0,15.0,543,217,False
55,276.0,15.0,manual,276.0,15.0,543,217,False
56,276.0,15.0,manual,276.0,15.0,543,217,False
57,276.0,15.0,manual,276.0,15.0,543,217,False
58,276.0,15.0,manual,276.0,15.0,543,217,False
59,276.0,15.0,manual,276.0,15.0,543,217,False
60,276.0,15.0,manual,276.0,15.0,543,217,False
61,276.0,15.0,manual,276.0,15.0,543,217,False
62,276.0,15.0,manual,276.0,15.0,543,217,False
63,276.0,15.0,manual,276.0,15.0,543,217,False
64,276.0,15.0,manual,276.0,15.0,543,217,False
65,276.0,15.0,manual,276.0,15.0,543,217,False
66,276.0,15.0,manual,276.0,15.0,543,217,False
67,276.0,15.0,manual,276.0,15.0,543,217,False
68,276.0,15.0,manual,276.0,15.0,543,217,False
69,276.0,15.0,manual,276.0,15.0,543,217,False
70,276.0,15.0,manual,276.0,15.0,543,217,False
71,276.0,15.0,manual,276.0,15.0,543,217,False
72,276.0,15.0,manual,276.0,15.0,543,217,False
73,276.0,15.0,manual,276.0,15.0,543,217,False
74,276.0,15.0,manual,276.0,15.0,543,217,False
75,276.0,15.0,manual,276.0,15.0,543,217,False
76,276.0,15.0,manual,276.0,15.0,543,217,False
77,276.0,15.0,manual,276.0,15.0,543,217,False
78,276.0,15.0,manual,276.0,15.0,543,217,False
79,276.0,15.0,manual,276.0,15.0,543,217,False
80,276.0,15.0,manual,276.0,15.0,543,217,False
81,276.0,15.0,manual,276.0,15.0,543,217,False
82,276.0,15.0,manual,276.0,15.0,543,217,False
83,276.0,15.0,manual,276.0,15.0,543,217,False
84,276.0,15.0,manual,276.0,15.0,543,217,False
85,276.0,15.0,manual,276.0,15.0,543,217,False
86,276.0,15.0,manual,276.0,15.0,543,217,False
87,276.0,15.0,manual,276.0,15.0,543,217,False
88,276.0,15.0,manual,276.0,15.0,543,217,False
89,276.0,15.0,manual,276.0,15.0,543,217,False
90,276.0,15.0,manual,276.0,15.0,543,217,False
91,276.0,15.0,manual,276.0,15.0,543,217,False
92,276.0,15.0,manual,276.0,15.0,543,217,False
93,276.0,15.0,manual,276.0,15.0,543,217,False
94,276.0,15.0,manual,276.0,15.0,543,217,False
95,276.0,15.0,manual,276.0,15.0,543,217,False
96,276.0,15.0,manual,276.0,15.0,543,217,False
97,276.0,15.0,manual,276.0,15.0,543,217,False
