frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,522.0,16.0,manual,522.0,16.0,541,212,False
3,,522.0,16.0,manual,522.0,16.0,541,212,False
4,,522.0,16.0,manual,522.0,16.0,541,212,False
5,,522.0,16.0,manual,522.0,16.0,541,212,False
6,,522.0,16.0,manual,522.0,16.0,541,212,False
7,,522.0,16.0,manual,522.0,16.0,541,212,False
8,,522.0,16.0,manual,522.0,16.0,541,212,False
9,,522.0,16.0,manual,522.0,16.0,541,212,False
10,,522.0,16.0,manual,522.0,16.0,541,212,False
11,,522.0,16.0,manual,522.0,16.0,541,212,False
12,,522.0,16.0,manual,522.0,16.0,541,212,False
13,,522.0,16.0,manual,522.0,16.0,541,212,False
14,,522.0,16.0,manual,522.0,16.0,541,212,False
15,,522.0,16.0,manual,522.0,16.0,541,212,False
16,,522.0,16.0,manual,522.0,16.0,541,212,False
17,,522.0,16.0,manual,522.0,16.0,541,212,False
18,,522.0,16.0,manual,522.0,16.0,541,212,False
19,,522.0,16.0,manual,522.0,16.0,541,212,False
20,,522.0,16.0,manual,522.0,16.0,541,212,False
21,,522.0,16.0,manual,522.0,16.0,541,212,False
22,,522.0,16.0,manual,522.0,16.0,541,212,False
23,,522.0,16.0,manual,522.0,16.0,541,212,False
24,,522.0,16.0,manual,522.0,16.0,541,212,False
25,,522.0,16.0,manual,522.0,16.0,541,212,False
26,,522.0,16.0,manual,522.0,16.0,541,212,False
27,,522.0,16.0,manual,522.0,16.0,541,212,False
28,,522.0,16.0,manual,522.0,16.0,541,212,False
29,,522.0,16.0,manual,522.0,16.0,541,212,False
30,,522.0,16.0,manual,522.0,16.0,541,212,False
31,,522.0,16.0,manual,522.0,16.0,541,212,False
32,,522.0,16.0,manual,522.0,16.0,541,212,False
33,,522.0,16.0,manual,522.0,16.0,541,212,False
34,,522.0,16.0,manual,522.0,16.0,541,212,False
35,,522.0,16.0,manual,522.0,16.0,541,212,False
36,,522.0,16.0,manual,522.0,16.0,541,212,False
37,,522.0,16.0,manual,522.0,16.0,541,212,False
38,,522.0,16.0,manual,522.0,16.0,541,212,False
39,,522.0,16.0,manual,522.0,16.0,541,212,False
40,,522.0,16.0,manual,522.0,16.0,541,212,False
41,,522.0,16.0,manual,522.0,16.0,541,212,False
42,,522.0,16.0,manual,522.0,16.0,541,212,False
43,,522.0,16.0,manual,522.0,16.0,541,212,False
44,,522.0,16.0,manual,522.0,16.0,541,212,False
45,,522.0,16.0,manual,522.0,16.0,541,212,False
46,,522.0,16.0,manual,522.0,16.0,541,212,False
47,,522.0,16.0,manual,522.0,16.0,541,212,False
48,,522.0,16.0,manual,522.0,16.0,541,212,False
49,,522.0,16.0,manual,522.0,16.0,541,212,False
50,,522.0,16.0,manual,522.0,16.0,541,212,False
51,,522.0,16.0,manual,522.0,16.0,541,212,False
52,,522.0,16.0,manual,522.0,16.0,541,212,False
53,,522.0,16.0,manual,522.0,16.0,541,212,False
54,,522.0,16.0,manual,522.0,16.0,541,212,False
55,,522.0,16.0,manual,522.0,16.0,541,212,False
56,,522.0,16.0,manual,522.0,16.0,541,212,False
57,,522.0,16.0,manual,522.0,16.0,541,212,False
58,,522.0,16.0,manual,522.0,16.0,541,212,False
59,,522.0,16.0,manual,522.0,16.0,541,212,False
60,,522.0,16.0,manual,522.0,16.0,541,212,False
61,,522.0,16.0,manual,522.0,16.0,541,212,False
62,,522.0,16.0,manual,522.0,16.0,541,212,False
63,,522.0,16.0,manual,522.0,16.0,541,212,False
64,,522.0,16.0,manual,522.0,16.0,541,212,False
65,,522.0,16.0,manual,522.0,16.0,541,212,False
66,,522.0,16.0,manual,522.0,16.0,541,212,False
67,,522.0,16.0,manual,522.0,16.0,541,212,False
68,,522.0,16.0,manual,522.0,16.0,541,212,False
69,,522.0,16.0,manual,522.0,16.0,541,212,False
70,,522.0,16.0,manual,522.0,16.0,541,212,False
71,,522.0,16.0,manual,522.0,16.0,541,212,False
72,,522.0,16.0,manual,522.0,16.0,541,212,False
73,,522.0,16.0,manual,522.0,16.0,541,212,False
74,,522.0,16.0,manual,522.0,16.0,541,212,False
75,,522.0,16.0,manual,522.0,16.0,541,212,False
76,,522.0,16.0,manual,522.0,16.0,541,212,False
77,,522.0,16.0,manual,522.0,16.0,541,212,False
78,,522.0,16.0,manual,522.0,16.0,541,212,False
79,,522.0,16.0,manual,522.0,16.0,541,212,False
80,,522.0,16.0,manual,522.0,16.0,541,212,False
81,,522.0,16.0,manual,522.0,16.0,541,212,False
82,,522.0,16.0,manual,522.0,16.0,541,212,False
83,,522.0,16.0,manual,522.0,16.0,541,212,False
84,,522.0,16.0,manual,522.0,16.0,541,212,False
85,,522.0,16.0,manual,522.0,16.0,541,212,False
