frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,509.0,25.0,320,504.666666667,24.6666666667,557,219,False
3,,536.0,32.0,320,534.832298137,31.7267080745,557,219,False
4,,522.0,51.0,320,522.402355776,50.6141078838,557,219,False
5,,526.0,85.0,320,525.861835875,84.5651942902,557,219,False
6,,522.0,99.0,320,522.077928444,99.1821195041,557,219,False
7,,519.0,104.0,320,519.017396932,104.244984001,557,219,False
8,,517.0,105.0,320,516.988088884,105.171137107,557,219,False
9,,515.0,106.0,320,514.994680226,106.06760569,557,219,False
10,,513.0,109.0,320,512.99797511,108.989707789,557,219,False
11,,512.0,109.0,320,511.981406945,109.047974557,557,219,False
12,,511.0,110.0,320,510.992216427,110.002523927,557,219,False
13,,510.0,110.0,320,509.997058091,110.018042127,557,219,False
14,,509.0,110.0,320,508.998901551,110.007542968,557,219,False
15,,508.0,110.0,320,507.999590497,110.002850544,557,219,False
16,,507.0,111.0,320,506.999847368,110.983227988,557,219,False
17,,506.0,111.0,320,505.999943111,111.010731672,557,219,False
18,,506.0,112.0,320,505.982142469,111.986976247,557,219,False
19,,505.0,111.0,320,505.010326993,111.030003836,557,219,False
20,,504.0,112.0,320,504.004661741,111.977178367,557,219,False
21,,504.0,112.0,320,503.983940067,112.007703065,557,219,False
22,,504.0,112.0,320,503.993162519,112.003646736,557,219,False
23,,503.0,113.0,320,503.015247135,112.983559987,557,219,False
24,,504.0,113.0,320,503.970861795,113.0108571,557,219,False
25,,504.0,114.0,320,504.005309707,113.987023077,557,219,False
26,,504.0,114.0,320,504.002752824,114.012184967,557,219,False
27,,504.0,114.0,320,504.001063051,114.005356097,557,219,False
28,,504.0,114.0,320,504.000397987,114.002035281,557,219,False
29,,505.0,114.0,320,504.982312093,114.000760446,557,219,False
30,,506.0,114.0,320,505.992553891,114.000283519,557,219,False
31,,507.0,115.0,320,506.997183874,114.982269349,557,219,False
32,,507.0,115.0,320,507.016784759,115.010374283,557,219,False
33,,508.0,115.0,320,507.989273075,115.004679366,557,219,False
34,,509.0,115.0,320,508.995189194,115.001782964,557,219,False
35,,510.0,115.0,320,509.998168046,115.000666399,557,219,False
36,,511.0,115.0,320,510.999315342,115.000248466,557,219,False
37,,511.0,115.0,320,511.017581056,115.000092611,557,219,False
38,,512.0,115.0,320,511.989569956,115.000034518,557,219,False
39,,514.0,115.0,320,513.977463523,115.000012865,557,219,False
40,,514.0,115.0,320,514.026380513,115.000004795,557,219,False
41,,515.0,115.0,320,514.993660504,115.000001787,557,219,False
42,,517.0,115.0,320,516.979026936,115.000000666,557,219,False
43,,518.0,115.0,320,518.009128751,115.000000248,557,219,False
44,,518.0,115.0,320,518.022049693,115.000000093,557,219,False
45,,520.0,115.0,320,519.97343797,115.000000034,557,219,False
46,,521.0,115.0,320,521.006271838,115.000000013,557,219,False
47,,522.0,115.0,320,522.003111519,115.000000005,557,219,False
48,,522.0,115.0,320,522.019033074,115.000000002,557,219,False
49,,524.0,115.0,320,523.972276595,115.000000001,557,219,False
50,,525.0,115.0,320,525.005837203,115.0,557,219,False
51,,526.0,115.0,320,526.002949439,115.0,557,219,False
