frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,47.0,147.0,84,51.5,147.333333333,542,221,False
3,16.0,150.0,84,17.3229813665,149.900621118,542,221,False
4,16.0,151.0,84,15.8859590416,150.987016464,542,221,False
5,16.0,151.0,84,15.9271716056,151.014680307,542,221,False
6,16.0,151.0,84,15.9713854311,151.006412268,542,221,False
7,16.0,151.0,84,15.9892639987,151.002435108,542,221,False
8,16.0,151.0,84,15.9959951088,151.000909769,542,221,False
9,122.0,111.0,84,122.0,111.0,542,221,False
10,139.0,112.0,84,136.166666667,111.833333333,542,221,False
11,226.0,98.0,84,226.0,98.0,542,221,False
12,239.0,105.0,84,236.833333333,103.833333333,542,221,False
13,354.0,97.0,84,354.0,97.0,542,221,False
14,373.0,94.0,84,369.833333333,94.5,542,221,False
15,402.0,70.0,84,400.801242236,70.9130434783,542,221,False
16,492.0,18.0,84,492.0,18.0,542,221,False
17,503.0,21.0,84,501.166666667,20.5,542,221,False
18,505.0,27.0,84,504.857142857,26.7577639752,542,221,False
19,507.0,31.0,84,506.969214295,30.9346807656,542,221,False
20,509.0,35.0,84,508.989528474,34.9766635263,542,221,False
21,514.0,39.0,84,513.942407451,38.9913464586,542,221,False
22,518.0,42.0,84,517.993809357,42.0146235083,542,221,False
23,525.0,45.0,84,524.944910316,45.0063046667,542,221,False
24,526.0,46.0,84,526.083960464,46.0380637905,542,221,False
25,525.0,48.0,84,525.071966609,47.9980597012,542,221,False
26,526.0,47.0,84,525.993096819,47.0520140438,542,221,False
27,526.0,47.0,84,526.013649434,47.0040738486,542,221,False
28,526.0,47.0,84,526.005863676,47.0007856007,542,221,False
29,526.0,47.0,84,526.002222633,47.0002577379,542,221,False
30,526.0,47.0,84,526.000830187,47.0000943847,542,221,False
31,526.0,47.0,84,526.000309509,47.0000350983,542,221,False
32,526.0,47.0,84,526.000115363,47.0000130778,542,221,False
33,525.0,47.0,84,525.017879325,47.0000048741,542,221,False
34,526.0,47.0,84,525.971844803,47.0000018167,542,221,False
35,526.0,48.0,84,526.005676183,47.9821643495,542,221,False
36,526.0,47.0,84,526.00288942,47.0281714756,542,221,False
37,526.0,48.0,84,526.001113962,47.9764935569,542,221,False
38,526.0,47.0,84,526.000416963,47.0252840646,542,221,False
39,526.0,48.0,84,526.000155493,47.9753803434,542,221,False
40,526.0,48.0,84,526.000057959,48.0070310532,542,221,False
41,526.0,48.0,84,526.000021602,48.0033961773,542,221,False
42,526.0,48.0,84,526.000008052,48.0013029236,542,221,False
43,525.0,48.0,84,525.017839329,48.0004873958,542,221,False
44,526.0,47.0,84,525.971829895,47.0180180725,542,221,False
45,526.0,48.0,84,526.005670626,47.97189652,542,221,False
46,526.0,48.0,84,526.002887349,48.0056954587,542,221,False
47,527.0,48.0,84,526.983276863,48.0028966044,542,221,False
48,526.0,48.0,84,526.028587899,48.0011166401,542,221,False
49,526.0,48.0,84,525.994485177,48.000417961,542,221,False
50,527.0,48.0,84,526.979334398,48.0001558653,542,221,False
51,526.0,48.0,84,526.027079678,48.0000580974,542,221,False
52,526.0,48.0,84,525.993921183,48.000021654,542,221,False
53,527.0,48.0,84,526.9791241,48.0000080708,542,221,False
54,526.0,48.0,84,526.027001293,48.0000030081,542,221,False
55,527.0,48.0,84,526.976055639,48.0000011212,542,221,False
56,526.0,48.0,84,526.025120761,48.0000004179,542,221,False
57,526.0,48.0,84,525.993155801,48.0000001557,542,221,False
58,526.0,48.0,84,525.99667347,48.0000000581,542,221,False
59,526.0,48.0,84,525.998723035,48.0000000216,542,221,False
60,527.0,48.0,84,526.981685952,48.0000000081,542,221,False
61,527.0,48.0,84,527.010156757,48.000000003,542,221,False
62,526.0,48.0,84,526.022434615,48.0000000011,542,221,False
63,526.0,48.0,84,525.991417849,48.0000000004,542,221,False
64,526.0,48.0,84,525.99599045,48.0000000002,542,221,False
65,526.0,48.0,84,525.998466776,48.0000000001,542,221,False
66,525.0,48.0,84,525.017263014,48.0,542,221,False
67,526.0,48.0,84,525.971615005,48.0,542,221,False
68,526.0,48.0,84,526.005590529,48.0,542,221,False
69,526.0,48.0,84,526.002857495,48.0,542,221,False
70,526.0,48.0,84,526.001102064,48.0,542,221,False
71,525.0,48.0,84,525.018248856,48.0,542,221,False
72,526.0,48.0,84,525.971982617,48.0,542,221,False
73,526.0,48.0,84,526.005727552,48.0,542,221,False
74,525.0,48.0,84,525.020744894,48.0,542,221,False
75,525.0,48.0,84,524.990786203,48.0,542,221,False
76,526.0,48.0,84,525.977918609,48.0,542,221,False
77,526.0,48.0,84,526.008713888,48.0,542,221,False
78,525.0,48.0,84,525.021894982,48.0,542,221,False
79,525.0,48.0,84,524.991216631,48.0,542,221,False
80,526.0,48.0,84,525.978079121,48.0,542,221,False
81,526.0,48.0,84,526.008773717,48.0,542,221,False
82,526.0,48.0,84,526.004080954,48.0,542,221,False
83,526.0,48.0,84,526.001559838,48.0,542,221,False
84,526.0,48.0,84,526.000583232,48.0,542,221,False
85,526.0,48.0,84,526.000217469,48.0,542,221,False
86,526.0,48.0,84,526.000081058,48.0,542,221,False
87,526.0,48.0,84,526.000030212,48.0,542,221,False
88,526.0,48.0,84,526.00001126,48.0,542,221,False
89,526.0,48.0,84,526.000004197,48.0,542,221,False
90,525.0,48.0,84,525.017837892,48.0,542,221,False
91,526.0,48.0,84,525.97182936,48.0,542,221,False
92,526.0,48.0,84,526.005670427,48.0,542,221,False
93,525.0,48.0,84,525.020723602,48.0,542,221,False
94,526.0,48.0,84,525.97294194,48.0,542,221,False
95,526.0,48.0,84,526.006086874,48.0,542,221,False
96,526.0,48.0,84,526.003042576,48.0,542,221,False
97,525.0,48.0,84,525.019007378,48.0,542,221,False
98,525.0,48.0,84,524.990103345,48.0,542,221,False
99,526.0,46.0,84,525.97766241,46.0356726552,542,221,False
100,530.0,45.0,84,529.937273007,44.9971665364,542,221,False
101,528.0,51.0,84,528.081035268,50.8733177666,542,221,False
102,528.0,52.0,84,527.999527201,52.0359533752,542,221,False
103,528.0,51.0,84,527.998355783,51.0530531275,542,221,False
104,527.0,50.0,84,527.017153252,50.0216713005,542,221,False
105,527.0,49.0,84,526.98940715,49.0081680352,542,221,False
106,526.0,48.0,84,526.013075337,48.0030486977,542,221,False
107,526.0,48.0,84,525.98785171,47.9833001767,542,221,False
108,526.0,48.0,84,525.994657572,47.9929221706,542,221,False
109,526.0,48.0,84,525.997969814,47.9973211378,542,221,False
110,526.0,48.0,84,525.999241453,47.9989995922,542,221,False
111,526.0,48.0,84,525.999717189,47.9996270391,542,221,False
112,526.0,48.0,84,525.999894588,47.9998609873,542,221,False
113,526.0,48.0,84,525.999960711,47.9999481876,542,221,False
114,526.0,48.0,84,525.999985356,47.9999806887,542,221,False
115,526.0,48.0,84,525.999994542,47.9999928024,542,221,False
116,526.0,48.0,84,525.999997966,47.9999973173,542,221,False
117,526.0,48.0,84,525.999999242,47.9999990001,542,221,False
118,526.0,48.0,84,525.999999717,47.9999996273,542,221,False
119,526.0,48.0,84,525.999999895,47.9999998611,542,221,False
120,526.0,48.0,84,525.999999961,47.9999999482,542,221,False
121,526.0,48.0,84,525.999999985,47.9999999807,542,221,False
122,526.0,48.0,84,525.999999995,47.9999999928,542,221,False
123,525.0,48.0,84,525.017836326,47.9999999973,542,221,False
124,526.0,48.0,84,525.971828776,47.999999999,542,221,False
125,526.0,48.0,84,526.005670209,47.9999999996,542,221,False
126,526.0,48.0,84,526.002887194,47.9999999999,542,221,False
127,526.0,48.0,84,526.001113133,47.9999999999,542,221,False
128,527.0,48.0,84,526.982580326,48.0,542,221,False
129,525.0,49.0,84,525.046162929,48.9821636724,542,221,False
130,526.0,49.0,84,525.966216483,49.0103348956,542,221,False
131,526.0,48.0,84,526.002804602,48.0225010137,542,221,False
132,526.0,48.0,84,526.001782107,47.9914425968,542,221,False
133,526.0,49.0,84,526.000699478,48.9781633462,542,221,False
134,526.0,48.0,84,526.000262393,48.026641437,542,221,False
135,527.0,48.0,84,526.982261551,47.9937577587,542,221,False
136,530.0,49.0,84,529.956862398,48.9790631849,542,221,False
137,527.0,47.0,84,527.089191954,47.0448149161,542,221,False
138,527.0,45.0,84,526.984771932,45.0192212645,542,221,False
139,526.0,45.0,84,526.009840996,44.9716119067,542,221,False
140,526.0,46.0,84,525.986574117,45.969881643,542,221,False
141,526.0,46.0,84,525.994177943,46.0056757766,542,221,False
142,526.0,47.0,84,525.997790884,46.9850879371,542,221,False
143,525.0,47.0,84,525.017011083,47.0114635199,542,221,False
144,525.0,47.0,84,524.989357433,47.0050871939,542,221,False
145,525.0,47.0,84,524.995220636,47.0019350562,542,221,False
146,525.0,47.0,84,524.998179765,47.0007230906,542,221,False
147,525.0,47.0,84,524.999319709,47.0002695962,542,221,False
148,526.0,47.0,84,525.981910029,47.0001004869,542,221,False
149,526.0,47.0,84,526.010240354,47.0000374532,542,221,False
150,526.0,48.0,84,526.004629449,47.9821776318,542,221,False
151,525.0,48.0,84,525.019600687,48.0103400985,542,221,False
152,526.0,47.0,84,525.972488242,47.0225029529,542,221,False
153,526.0,48.0,84,526.005916091,47.973606992,542,221,False
154,526.0,48.0,84,526.002978842,48.0063348388,542,221,False
155,526.0,48.0,84,526.001147291,48.0031350002,542,221,False
156,526.0,48.0,84,526.000429385,48.0012054981,542,221,False
157,526.0,48.0,84,526.000160123,48.00045108,542,221,False
158,526.0,48.0,84,526.000059684,48.0001682092,542,221,False
159,526.0,48.0,84,526.000022246,48.0000626982,542,221,False
160,525.0,48.0,84,525.017844619,48.0000233688,542,221,False
161,525.0,48.0,84,524.989668195,48.0000087099,542,221,False
162,525.0,47.0,84,524.995336466,47.0178395739,542,221,False
163,525.0,47.0,84,524.998222937,46.9896663143,542,221,False
164,525.0,48.0,84,524.9993358,47.9774994373,542,221,False
165,526.0,47.0,84,525.981916026,47.0263938989,542,221,False
166,525.0,48.0,84,525.028078917,47.9758291656,542,221,False
167,525.0,48.0,84,524.994295386,48.0072000192,542,221,False
168,526.0,48.0,84,525.979263656,48.0034592341,542,221,False
169,526.0,48.0,84,526.009216984,48.0013264297,542,221,False
170,526.0,48.0,84,526.004246251,48.0004961571,542,221,False
171,525.0,47.0,84,525.019457778,47.018021338,542,221,False
172,526.0,48.0,84,525.972434973,47.971897737,542,221,False
173,526.0,47.0,84,526.005896237,47.0235322399,542,221,False
174,526.0,47.0,84,526.002971442,46.9925618778,542,221,False
175,526.0,48.0,84,526.001144533,47.9786156894,542,221,False
176,526.0,48.0,84,526.000428357,48.0089753877,542,221,False
177,525.0,48.0,84,525.017996068,48.0041562002,542,221,False
178,526.0,48.0,84,525.971888318,48.001587887,542,221,False
179,526.0,48.0,84,526.005692402,48.000593687,542,221,False
180,527.0,48.0,84,526.985059137,48.0002213651,542,221,False
181,526.0,48.0,84,526.029287439,48.0000825104,542,221,False
182,526.0,48.0,84,525.994747593,48.0000307531,542,221,False
183,526.0,48.0,84,525.997268613,48.0000114622,542,221,False
184,526.0,48.0,84,525.998944943,48.0000042721,542,221,False
185,526.0,48.0,84,525.999604992,48.0000015923,542,221,False
186,526.0,48.0,84,525.99985269,48.0000005935,542,221,False
187,526.0,48.0,84,525.999945091,48.0000002212,542,221,False
188,526.0,48.0,84,525.999979534,48.0000000824,542,221,False
189,526.0,47.0,84,525.999992372,47.0178363583,542,221,False
190,526.0,47.0,84,525.999997157,46.9896651158,542,221,False
191,525.0,47.0,84,525.017835268,46.9953353182,542,221,False
192,525.0,48.0,84,524.989664709,47.9803861815,542,221,False
193,526.0,48.0,84,525.977498839,48.0096705363,542,221,False
194,526.0,48.0,84,526.008557348,48.0044169801,542,221,False
195,526.0,47.0,84,526.004000306,47.019521492,542,221,False
196,526.0,48.0,84,526.001529779,47.9724587244,542,221,False
197,525.0,48.0,84,525.018408356,48.0059050897,542,221,False
198,526.0,48.0,84,525.97204207,48.0029747413,542,221,False
199,525.0,48.0,84,525.023586039,48.0011457631,542,221,False
200,526.0,48.0,84,525.974745602,48.0004288156,542,221,False
201,526.0,48.0,84,526.006794386,48.000159911,542,221,False
202,526.0,48.0,84,526.003307964,48.0000596053,542,221,False
203,526.0,48.0,84,526.001270045,48.000022216,542,221,False
204,526.0,48.0,84,526.000475141,48.0000082803,542,221,False
205,525.0,48.0,84,525.018013505,48.0000030862,542,221,False
