frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,464.0,84.0,manual,464.0,84.0,554,217,False
3,464.0,84.0,manual,464.0,84.0,554,217,False
4,464.0,84.0,manual,464.0,84.0,554,217,False
5,464.0,84.0,manual,464.0,84.0,554,217,False
6,464.0,84.0,manual,464.0,84.0,554,217,False
7,464.0,84.0,manual,464.0,84.0,554,217,False
8,464.0,84.0,manual,464.0,84.0,554,217,False
9,464.0,84.0,manual,464.0,84.0,554,217,False
10,464.0,84.0,manual,464.0,84.0,554,217,False
11,464.0,84.0,0,464.0,84.0,554,217,False
12,464.0,84.0,0,464.0,84.0,554,217,False
13,465.0,83.0,0,464.967741935,83.0322580645,554,217,False
14,464.0,84.0,0,464.024288688,83.9757113116,554,217,False
15,464.0,84.0,0,463.992545492,84.0074545084,554,217,False
16,464.0,84.0,0,463.996427244,84.0035727563,554,217,False
17,465.0,84.0,0,464.980783765,84.0013697166,554,217,False
18,464.0,84.0,0,464.02765732,84.0005123407,554,217,False
19,466.0,81.0,0,465.958465052,81.0537006176,554,217,False
20,466.0,81.0,0,466.017711028,80.9690666951,554,217,False
21,466.0,81.0,0,466.008189566,80.9860325441,554,217,False
22,466.0,82.0,0,466.00312839,81.9768411095,554,217,False
23,466.0,82.0,0,466.001169636,82.0083455112,554,217,False
24,466.0,82.0,0,466.000436116,82.0039229448,554,217,False
25,466.0,82.0,0,466.000162555,82.0015010213,554,217,False
26,466.0,82.0,0,466.000060587,82.0005613143,554,217,False
27,466.0,82.0,0,466.000022582,82.0002092995,554,217,False
28,466.0,82.0,0,466.000008417,82.0000780134,554,217,False
29,466.0,82.0,0,466.000003137,82.000029077,554,217,False
30,466.0,82.0,0,466.000001169,82.0000108374,554,217,False
31,466.0,82.0,0,466.000000436,82.0000040393,554,217,False
32,466.0,83.0,0,466.000000162,82.9821651779,554,217,False
33,465.0,83.0,0,465.017836388,83.0103354567,554,217,False
34,466.0,82.0,0,465.971828799,82.0225012228,554,217,False
35,466.0,83.0,0,466.005670218,82.9736063472,554,217,False
36,466.0,83.0,0,466.002887197,83.0063345985,554,217,False
37,465.0,84.0,0,465.018949461,83.9852985831,554,217,False
38,465.0,84.0,0,464.990081759,84.0115403604,554,217,False
39,466.0,83.0,0,465.977654365,83.0229520812,554,217,False
40,465.0,84.0,0,465.026451647,83.9737744738,554,217,False
41,466.0,84.0,0,465.975850689,84.0063972659,554,217,False
42,466.0,84.0,0,466.007208041,84.003158268,554,217,False
43,466.0,84.0,0,466.003462224,84.0012141704,554,217,False
44,466.0,84.0,0,466.001327544,84.0004543123,554,217,False
45,465.0,85.0,0,465.0183329,84.9823330864,554,217,False
46,465.0,85.0,0,464.98985027,85.0103980429,554,217,False
47,465.0,85.0,0,464.995404332,85.0046882222,554,217,False
48,465.0,85.0,0,464.998248232,85.0017862647,554,217,False
49,465.0,85.0,0,464.999345228,85.0006676295,554,217,False
50,465.0,85.0,0,464.999755867,85.0002489248,554,217,False
51,465.0,85.0,0,464.999909004,85.0000927824,554,217,False
52,465.0,85.0,0,464.999966084,85.0000345816,554,217,False
53,465.0,85.0,0,464.999987359,85.0000128891,554,217,False
54,465.0,86.0,0,464.999995289,85.9821684764,554,217,False
55,465.0,86.0,0,464.999998244,86.0103366861,554,217,False
56,465.0,86.0,0,464.999999345,86.0046653534,554,217,False
57,466.0,85.0,0,465.982163428,85.0196140688,554,217,False
58,465.0,85.0,0,465.028171132,84.990329557,554,217,False
59,465.0,86.0,0,464.994329757,85.9777467271,554,217,False
60,465.0,86.0,0,464.997112794,86.0086497442,554,217,False
61,465.0,86.0,0,464.998886863,86.0040347433,554,217,False
62,465.0,86.0,0,464.999583345,86.0015426141,554,217,False
63,465.0,86.0,0,464.999844621,86.0005768129,554,217,False
64,465.0,86.0,0,464.999942084,86.0002150759,554,217,False
65,465.0,86.0,0,464.999978414,86.0000801663,554,217,False
66,465.0,86.0,0,464.999991954,86.0000298794,554,217,False
67,465.0,86.0,0,464.999997001,86.0000111365,554,217,False
68,465.0,86.0,0,464.999998882,86.0000041508,554,217,False
69,465.0,86.0,0,464.999999583,86.0000015471,554,217,False
70,464.0,87.0,0,464.017836172,86.982164249,554,217,False
71,465.0,87.0,0,464.971828719,87.0103351105,554,217,False
72,465.0,87.0,0,465.005670188,87.0046647662,554,217,False
73,465.0,87.0,0,465.002887186,87.0017775223,554,217,False
74,465.0,87.0,0,465.00111313,87.000664371,554,217,False
75,465.0,87.0,0,465.000416653,87.0002477103,554,217,False
76,464.0,88.0,0,464.017991705,87.9822560021,554,217,False
77,465.0,87.0,0,464.971886692,87.0282056361,554,217,False
78,465.0,88.0,0,465.005691796,87.9765062891,554,217,False
79,465.0,88.0,0,465.002895239,88.0074524825,554,217,False
80,464.0,88.0,0,464.018952459,88.0035533353,554,217,False
81,465.0,88.0,0,464.972246548,88.0013615028,554,217,False
82,465.0,88.0,0,465.005826004,88.0005092294,554,217,False
83,465.0,88.0,0,465.002945265,88.0001898826,554,217,False
84,465.0,88.0,0,465.001134777,88.0000707762,554,217,False
85,465.0,88.0,0,465.000424721,88.0000263796,554,217,False
86,465.0,88.0,0,465.000158385,88.0000098321,554,217,False
87,465.0,88.0,0,465.000059036,88.0000036646,554,217,False
88,464.0,88.0,0,464.017858332,88.0000013658,554,217,False
89,465.0,88.0,0,464.971836978,88.0000005091,554,217,False
90,465.0,88.0,0,465.005673266,88.0000001897,554,217,False
91,465.0,89.0,0,465.002888333,88.9821637431,554,217,False
92,464.0,89.0,0,464.018949885,89.010334922,554,217,False
93,465.0,89.0,0,464.972245589,89.0046646959,554,217,False
