frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,275.0,28.0,manual,275.0,28.0,564,239,False
3,,275.0,28.0,manual,275.0,28.0,564,239,False
4,,275.0,28.0,manual,275.0,28.0,564,239,False
5,,275.0,28.0,manual,275.0,28.0,564,239,False
6,,275.0,28.0,manual,275.0,28.0,564,239,False
7,,275.0,28.0,manual,275.0,28.0,564,239,False
8,,275.0,28.0,manual,275.0,28.0,564,239,False
9,,275.0,28.0,89,275.0,28.0,564,239,False
10,,275.0,28.0,89,275.0,28.0,564,239,False
11,,273.0,26.0,89,273.074534161,26.0745341615,564,239,False
12,,277.0,28.0,89,276.907375184,27.9504751707,564,239,False
13,,277.0,30.0,89,277.032735511,29.9775613668,564,239,False
14,,287.0,36.0,89,286.836319275,35.9197935357,564,239,False
15,,290.0,31.0,89,290.055496902,31.1629796252,564,239,False
16,,298.0,30.0,89,297.937071459,29.99862498,564,239,False
17,,292.0,31.0,89,292.222255619,30.9608416537,564,239,False
18,,303.0,33.0,89,302.791378535,32.9657193223,564,239,False
19,,297.0,35.0,89,297.211513388,34.9862810013,564,239,False
20,,280.0,34.0,89,280.288876928,34.0483506206,564,239,False
21,,263.0,41.0,89,263.117720472,40.8778889165,564,239,False
22,,256.0,50.0,89,255.86599397,49.9121086363,564,239,False
23,,253.0,57.0,89,252.870196015,57.0008861598,564,239,False
24,,252.0,76.0,89,251.912125802,75.7879044206,564,239,False
25,,253.0,97.0,89,252.929685282,96.8751104099,564,239,False
26,,259.0,118.0,89,258.882813424,117.951258138,564,239,False
27,,268.0,141.0,89,267.898459965,140.94605553,564,239,False
28,,282.0,160.0,89,281.870203804,160.049527237,564,239,False
29,,301.0,175.0,89,300.858041021,175.093137173,564,239,False
30,,320.0,187.0,89,319.942611339,187.09179634,564,239,False
31,,342.0,196.0,89,341.92488707,196.090454584,564,239,False
32,,365.0,202.0,89,364.951596998,202.089914196,564,239,False
33,,388.0,201.0,89,387.980982867,201.161056168,564,239,False
34,,410.0,195.0,89,410.010701616,195.155313361,564,239,False
35,,424.0,183.0,89,424.1475306,183.169465522,564,239,False
36,,423.0,169.0,89,423.329401044,169.104174623,564,239,False
37,,413.0,152.0,89,413.296431883,152.094299106,564,239,False
38,,394.0,137.0,89,394.279322128,137.002128668,564,239,False
39,,371.0,128.0,89,371.183532682,127.892195339,564,239,False
40,,348.0,125.0,89,348.072206338,124.847604614,564,239,False
41,,324.0,127.0,89,324.044930629,126.848648208,564,239,False
42,,302.0,133.0,89,301.981935943,132.867718775,564,239,False
43,,280.0,145.0,89,279.991601394,144.840048023,564,239,False
44,,261.0,158.0,89,260.943281008,157.917252012,564,239,False
45,,244.0,174.0,89,243.940622814,173.914542616,564,239,False
46,,234.0,186.0,89,233.851185077,186.036880382,564,239,False
47,,227.0,197.0,89,226.884962932,197.034871372,564,239,False
48,,223.0,207.0,89,222.90076414,207.031844385,564,239,False
49,,218.0,211.0,89,217.978152498,211.119788795,564,239,False
50,,199.0,217.0,89,199.242290176,217.014138983,564,239,False
51,,179.0,219.0,89,179.120126091,219.075155156,564,239,False
52,,164.0,219.0,89,163.957018277,219.067028504,564,239,False
53,,152.0,219.0,89,151.926271567,219.026849715,564,239,False
54,,142.0,218.0,89,141.934085982,218.027932981,564,239,False
55,,138.0,218.0,89,137.866575592,217.993432558,564,239,False
56,,138.0,217.0,89,137.873715993,217.014576034,564,239,False
57,,137.0,216.0,89,136.96710481,216.006247388,564,239,False
58,,137.0,216.0,89,136.970581371,215.984531156,564,239,False
59,,136.0,215.0,89,136.006050452,215.011219159,564,239,False
60,,161.0,209.0,89,160.539324844,209.094175992,564,239,False
61,,183.0,190.0,89,182.859654716,190.271279788,564,239,False
62,,193.0,169.0,89,193.163227608,169.148085158,564,239,False
63,,206.0,174.0,89,206.017642967,173.593697086,564,239,False
64,,226.0,182.0,89,225.879654436,181.77297073,564,239,False
65,,247.0,180.0,89,246.931235201,180.09012843,564,239,False
66,,269.0,171.0,89,268.955389754,171.166809014,564,239,False
67,,286.0,157.0,89,286.071646399,157.157729017,564,239,False
68,,299.0,136.0,89,299.10227335,136.188215193,564,239,False
69,,304.0,121.0,89,304.184425859,120.969326473,564,239,False
70,,308.0,97.0,89,308.09357621,97.144269502,564,239,False
71,,310.0,78.0,89,310.071738562,77.9720409517,564,239,False
72,,308.0,73.0,89,308.099847372,72.7359594265,564,239,False
73,,310.0,68.0,89,309.969367989,67.8894510291,564,239,False
74,,319.0,58.0,89,318.860481879,58.0473975239,564,239,False
75,,337.0,46.0,89,336.781342218,46.0575784399,564,239,False
76,,359.0,38.0,89,358.839182183,37.9520250811,564,239,False
77,,383.0,34.0,89,382.900592178,33.9074508694,564,239,False
78,,404.0,36.0,89,404.014569392,35.8549143031,564,239,False
79,,427.0,42.0,89,426.972227871,41.8692866722,564,239,False
80,,449.0,51.0,89,449.005896327,50.8941046527,564,239,False
81,,469.0,59.0,89,469.038647829,58.9756313215,564,239,False
82,,489.0,69.0,89,489.016148965,68.9559673833,564,239,False
83,,512.0,79.0,89,511.952593459,78.9819158312,564,239,False
84,,531.0,84.0,89,531.051119483,84.0823613515,564,239,False
85,,538.0,86.0,89,538.236380833,86.088470287,564,239,False
86,,543.0,84.0,89,543.13417566,84.107084273,564,239,False
87,,547.0,86.0,89,547.070050477,85.9721131834,564,239,False
88,,547.0,81.0,89,547.098413268,81.1112159325,564,239,False
89,,547.0,68.0,89,547.040140267,68.1899621518,564,239,False
90,1.0,543.5,50.5,89,543.520070134,50.5949810759,564,239,False
91,,540.0,33.0,89,540.0,33.0,564,239,False
92,,529.0,28.0,89,530.833333333,28.8333333333,564,239,False
93,,509.0,25.0,89,509.813664596,25.1428571429,564,239,False
94,,490.0,25.0,89,490.339312006,24.9876857181,564,239,False
95,,470.0,25.0,89,470.147774708,24.9921359011,564,239,False
96,,450.0,25.0,89,450.056128328,24.9969101639,564,239,False
97,,429.0,24.0,89,429.038818034,24.0166875612,564,239,False
98,,408.0,24.0,89,408.015324755,23.9892357259,564,239,False
99,,389.0,23.0,89,388.970079712,23.0130117377,564,239,False
100,,368.0,22.0,89,368.022815782,22.0056643491,564,239,False
101,,347.0,20.0,89,347.010129312,20.0199865077,564,239,False
102,,327.0,18.0,89,326.986016811,18.008304703,564,239,False
103,,306.0,17.0,89,306.011774742,16.9852998989,564,239,False
104,,290.0,16.0,89,289.916019879,15.9936694468,564,239,False
105,,277.0,18.0,89,276.910961443,17.9440907695,564,239,False
106,,259.0,20.0,89,259.053232551,19.9765991447,564,239,False
107,,248.0,21.0,89,247.899121865,21.0089918352,564,239,False
108,,233.0,20.0,89,233.027969476,20.0398717405,564,239,False
109,,219.0,20.0,89,218.995726103,19.9987721661,564,239,False
110,,200.0,20.0,89,200.08688529,19.998772444,564,239,False
111,,183.0,20.0,89,183.000944959,19.9995056263,564,239,False
112,,168.0,20.0,89,167.963175052,19.9998139761,564,239,False
113,,158.0,20.0,89,157.895314023,19.9999305817,564,239,False
114,,151.0,19.0,89,150.903120013,19.0178104503,564,239,False
115,,168.0,38.0,89,167.533050493,37.6507652349,564,239,False
116,,191.0,58.0,89,190.698324863,57.8349681839,564,239,False
117,,212.0,84.0,89,211.917125677,83.8298035982,564,239,False
118,,235.0,107.0,89,234.934853632,106.98487297,564,239,False
119,,260.0,123.0,89,259.938406882,123.121527991,564,239,False
120,,281.0,136.0,89,281.046603038,136.104889873,564,239,False
121,,304.0,156.0,89,303.9850258,155.917091673,564,239,False
122,,331.0,179.0,89,330.921525757,178.909751376,564,239,False
123,,347.0,193.0,89,347.163462742,193.124049826,564,239,False
124,,371.0,203.0,89,370.927456667,203.125126703,564,239,False
125,,392.0,203.0,89,392.020083827,203.228775274,564,239,False
126,,413.0,208.0,89,413.00974057,208.004802677,564,239,False
127,,433.0,201.0,89,433.021574702,201.211975284,564,239,False
128,,445.0,178.0,89,445.151590566,178.374446116,564,239,False
129,,454.0,170.0,89,454.116878679,169.88615519,564,239,False
130,,436.0,165.0,89,436.528032743,164.891932513,564,239,False
