frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
5,66.0,20.0,0,66.0,20.0,551,224,False
6,30.0,34.0,0,36.0,31.6666666667,551,224,False
7,8.0,33.0,0,9.04347826087,32.950310559,551,224,False
8,4.0,27.0,0,3.99625217508,27.1335831883,551,224,False
9,21.0,15.0,0,20.5933028478,15.1680068679,551,224,False
10,24.0,15.0,0,24.0796349546,14.8533862272,551,224,False
11,24.0,14.0,0,24.0942945778,13.9531802892,551,224,False
12,24.0,14.0,0,24.0382375896,13.9650861975,551,224,False
13,25.0,15.0,0,24.9965632139,14.9683148274,551,224,False
14,24.0,15.0,0,24.0335452813,15.0051332403,551,224,False
15,24.0,15.0,0,23.9963331221,15.0027240364,551,224,False
16,24.0,15.0,0,23.9978594949,15.001054091,551,224,False
17,25.0,15.0,0,24.9813288428,15.0003947327,551,224,False
18,24.0,14.0,0,24.0278582974,14.0179835394,551,224,False
19,24.0,15.0,0,23.9942130734,14.9718836491,551,224,False
20,25.0,15.0,0,24.9792329725,15.0056906615,551,224,False
21,25.0,15.0,0,25.0092055474,15.0028948164,551,224,False
22,25.0,15.0,0,25.0042419885,15.0011159737,551,224,False
23,24.0,14.0,0,24.0194561894,14.0182540402,551,224,False
24,24.0,14.0,0,23.9902707088,13.9898208771,551,224,False
25,24.0,14.0,0,23.9955611209,13.9953933769,551,224,False
26,24.0,15.0,0,23.9983066735,14.9804078211,551,224,False
27,24.0,15.0,0,23.9993670103,15.0096786017,551,224,False
28,24.0,14.0,0,23.999763986,14.0222563138,551,224,False
29,24.0,14.0,0,23.9999120297,13.9913513892,551,224,False
30,24.0,14.0,0,23.9999672119,13.9959656791,551,224,False
31,24.0,14.0,0,23.9999877794,13.9984575434,551,224,False
32,25.0,15.0,0,24.9821591176,14.9815869182,551,224,False
33,24.0,14.0,0,24.0281695256,14.0279561692,551,224,False
34,25.0,15.0,0,24.9764928301,14.9764133047,551,224,False
35,24.0,14.0,0,24.0252837938,14.0252541532,551,224,False
36,24.0,14.0,0,23.99321657,13.9932055225,551,224,False
37,24.0,14.0,0,23.9966961199,13.9966920023,551,224,False
38,24.0,15.0,0,23.9987314772,14.9808936149,551,224,False
39,24.0,14.0,0,23.9995254259,14.0276960771,551,224,False
40,24.0,15.0,0,23.999823034,14.9763162836,551,224,False
41,24.0,14.0,0,23.999934038,14.0252179881,551,224,False
42,24.0,15.0,0,23.9999754147,14.9753557154,551,224,False
43,24.0,14.0,0,23.9999908367,14.0248582015,551,224,False
44,24.0,15.0,0,23.9999965847,14.9752215329,551,224,False
45,24.0,15.0,0,23.9999987271,15.006971858,551,224,False
46,24.0,15.0,0,23.9999995256,15.0033741142,551,224,False
47,24.0,14.0,0,23.9999998232,14.0191310279,551,224,False
48,24.0,14.0,0,23.9999999341,13.9901494352,551,224,False
49,24.0,15.0,0,23.9999999754,14.9776795889,551,224,False
50,24.0,14.0,0,23.9999999908,14.0264610482,551,224,False
51,24.0,14.0,0,23.9999999966,13.993690521,551,224,False
52,24.0,15.0,0,23.9999999987,14.9790381242,551,224,False
53,24.0,15.0,0,23.9999999995,15.0091329204,551,224,False
54,24.0,15.0,0,23.9999999998,15.0042149191,551,224,False
55,24.0,15.0,0,23.9999999999,15.0016097726,551,224,False
56,24.0,14.0,0,24.0,14.0184381717,551,224,False
57,25.0,15.0,0,24.9821636724,14.9720531822,551,224,False
58,25.0,14.0,0,25.0103348956,14.0235901807,551,224,False
59,24.0,14.0,0,24.0225010137,13.9925834735,551,224,False
60,25.0,15.0,0,24.9736062692,14.9786237385,551,224,False
61,24.0,14.0,0,24.024170897,14.0268147153,551,224,False
62,24.0,14.0,0,23.9928000042,13.9938224227,551,224,False
63,24.0,15.0,0,23.9965407746,14.97908729,551,224,False
64,24.0,15.0,0,23.9986735736,15.0091512455,551,224,False
65,24.0,15.0,0,23.9995038441,15.0042217492,551,224,False
66,24.0,15.0,0,23.9998149901,15.0016123183,551,224,False
67,25.0,15.0,0,24.9820947123,15.0006027929,551,224,False
68,24.0,15.0,0,24.0281455205,15.000224759,551,224,False
69,24.0,14.0,0,23.9943202107,14.017920103,551,224,False
70,24.0,15.0,0,23.9971092358,14.9718600014,551,224,False
71,24.0,15.0,0,23.9988855367,15.0056818474,551,224,False
72,24.0,14.0,0,23.9995828503,14.0207278589,551,224,False
73,25.0,15.0,0,24.9820081095,14.972943526,551,224,False
74,24.0,14.0,0,24.0281132385,14.0239237934,551,224,False
75,24.0,14.0,0,23.9943081785,13.9927079006,551,224,False
76,25.0,15.0,0,24.9792684236,14.9786701184,551,224,False
77,25.0,15.0,0,25.0092187608,15.0089956744,551,224,False
78,24.0,13.0,0,24.022083241,13.0398364166,551,224,False
79,24.0,15.0,0,23.9912868017,14.9452482587,551,224,False
80,25.0,15.0,0,24.9781052749,15.0119351564,551,224,False
81,25.0,15.0,0,25.0087834651,15.0059961439,551,224,False
82,24.0,14.0,0,24.0219209148,14.020145249,551,224,False
83,25.0,15.0,0,24.9733899686,14.9726928917,551,224,False
84,24.0,15.0,0,24.0240902742,15.005992448,551,224,False
85,24.0,14.0,0,23.9927699546,14.0208436326,551,224,False
86,24.0,15.0,0,23.9965295747,14.9729866771,551,224,False
87,25.0,15.0,0,24.9808330716,15.0061035489,551,224,False
88,25.0,15.0,0,25.0098371839,15.0030487907,551,224,False
89,25.0,15.0,0,25.0044790963,15.0011733663,551,224,False
90,25.0,14.0,0,25.0017083162,14.0182754315,551,224,False
91,25.0,15.0,0,25.0006385767,14.9719925224,551,224,False
92,25.0,15.0,0,25.0002380964,15.0057312441,551,224,False
93,25.0,14.0,0,25.0000887464,14.0207462699,551,224,False
94,25.0,14.0,0,25.0000330774,13.9907867157,551,224,False
95,25.0,15.0,0,25.0000123284,14.9779188002,551,224,False
96,24.0,15.0,0,24.0178409226,15.0087139591,551,224,False
97,25.0,15.0,0,24.9718304894,15.004058681,551,224,False
98,25.0,14.0,0,25.0056708479,14.0193878638,551,224,False
99,24.0,15.0,0,24.0207237591,14.9724089151,551,224,False
100,25.0,15.0,0,24.972941998,15.0058865248,551,224,False
101,24.0,14.0,0,24.0239232239,14.0208041495,551,224,False
102,25.0,15.0,0,24.9748713608,14.9729719609,551,224,False
103,25.0,14.0,0,25.0068412625,14.0239343915,551,224,False
104,25.0,13.0,0,25.0033254354,13.0105481783,551,224,False
105,25.0,14.0,0,25.0012765568,13.968336695,551,224,False
106,24.0,15.0,0,24.0183138961,14.9864952094,551,224,False
107,25.0,15.0,0,24.9720068589,15.0127213691,551,224,False
108,24.0,14.0,0,24.0235729151,14.0234274351,551,224,False
109,24.0,14.0,0,23.9925770383,13.9917896564,551,224,False
110,25.0,15.0,0,24.97862134,14.9782927852,551,224,False
111,25.0,14.0,0,25.0089774937,14.0266896849,551,224,False
112,25.0,15.0,0,25.0041569852,14.9759394141,551,224,False
113,25.0,14.0,0,25.0015881795,14.0250774383,551,224,False
114,25.0,15.0,0,25.000593796,14.9753033263,551,224,False
115,25.0,15.0,0,25.0002214057,15.0070023475,551,224,False
116,25.0,14.0,0,25.0000825256,14.0212218059,551,224,False
117,25.0,15.0,0,25.0000307587,14.9731277127,551,224,False
118,25.0,15.0,0,25.0000114643,15.0061561191,551,224,False
119,25.0,14.0,0,25.0000042729,14.0209047122,551,224,False
120,25.0,15.0,0,25.0000015926,14.973009446,551,224,False
121,25.0,15.0,0,25.0000005936,15.0061120354,551,224,False
122,25.0,14.0,0,25.0000002212,14.0208882813,551,224,False
123,24.0,15.0,0,24.0178364101,14.973003322,551,224,False
124,25.0,14.0,0,24.9718288075,14.0239460805,551,224,False
125,25.0,14.0,0,25.005670221,13.9927162074,551,224,False
126,25.0,15.0,0,25.0028871979,14.9786732145,551,224,False
127,50.0,43.0,0,49.5552049442,42.5095796556,551,224,False
128,54.0,50.0,0,54.1874437345,50.1686869758,551,224,False
129,56.0,54.0,0,56.1224394576,54.1332010347,551,224,False
130,57.0,56.0,0,57.0659874351,56.0886843155,551,224,False
131,59.0,58.0,0,59.0077321661,58.0349221835,551,224,False
132,60.0,60.0,0,60.0199112745,60.0131054352,551,224,False
133,60.0,61.0,0,60.0260725074,61.0227252026,551,224,False
134,61.0,62.0,0,60.9927738541,62.0093237954,551,224,False
135,62.0,64.0,0,61.9964958589,63.9856796509,551,224,False
136,62.0,65.0,0,62.0164914774,65.0116473099,551,224,False
137,64.0,66.0,0,63.9713256736,66.0051539366,551,224,False
138,64.0,67.0,0,64.023318934,67.0019598481,551,224,False
139,65.0,67.0,0,64.9924823712,67.0185686545,551,224,False
140,65.0,68.0,0,65.0142587111,67.9899381429,551,224,False
141,65.0,69.0,0,65.0061308791,68.9954370838,551,224,False
142,66.0,69.0,0,65.9844878158,69.0160967666,551,224,False
143,66.0,70.0,0,66.0112030093,69.9890148821,551,224,False
144,66.0,71.0,0,66.0049883348,70.995092877,551,224,False
145,66.0,71.0,0,66.0018981256,71.0159684709,551,224,False
146,67.0,72.0,0,66.9828729943,71.9889670642,551,224,False
147,67.0,72.0,0,67.0105993599,72.0129113821,551,224,False
148,68.0,73.0,0,67.9869269326,72.987790605,551,224,False
149,68.0,74.0,0,68.0121491284,73.9946347979,551,224,False
150,69.0,74.0,0,68.9875064121,74.015797653,551,224,False
151,69.0,75.0,0,69.0123651981,74.9889033936,551,224,False
152,68.0,75.0,0,68.023259604,75.012887651,551,224,False
153,70.0,76.0,0,69.9560527692,75.98778176,551,224,False
154,69.0,76.0,0,69.0346112111,76.0124678288,551,224,False
155,70.0,77.0,0,69.979667654,76.9876252011,551,224,False
156,70.0,77.0,0,70.0086678072,77.0124094728,551,224,False
157,69.0,78.0,0,69.0218444054,77.9876034507,551,224,False
158,70.0,78.0,0,69.9733598539,78.0124013661,551,224,False
159,69.0,79.0,0,69.0240789735,78.9876004292,551,224,False
160,70.0,79.0,0,69.9749294114,79.0124002399,551,224,False
161,69.0,80.0,0,69.0246992265,79.9876000095,551,224,False
162,70.0,81.0,0,69.9751622764,80.9945637559,551,224,False
163,70.0,80.0,0,70.006949772,80.033607502,551,224,False
164,70.0,81.0,0,70.0033658824,80.978558629,551,224,False
165,70.0,81.0,0,70.0012916322,81.0082192866,551,224,False
166,70.0,81.0,0,70.0004831873,81.0038392242,551,224,False
167,37.0,135.0,0,37.5887789871,134.038306372,551,224,False
168,35.0,144.0,0,34.6946882582,144.398106361,551,224,False
169,37.0,147.0,0,36.789747944,147.291602812,551,224,False
170,39.0,148.0,0,38.9170198426,148.15121142,551,224,False
171,42.0,149.0,0,41.9510147964,149.058393929,551,224,False
172,46.0,148.0,0,45.9630420055,148.057534358,551,224,False
173,47.0,149.0,0,47.0388392593,148.987483061,551,224,False
174,49.0,148.0,0,48.9991575113,148.029382199,551,224,False
175,50.0,148.0,0,50.016789252,147.994744213,551,224,False
176,50.0,148.0,0,50.0249124174,147.997265501,551,224,False
177,50.0,148.0,0,50.0101779675,147.998943694,551,224,False
178,49.0,147.0,0,49.0216725337,147.01744085,551,224,False
179,49.0,147.0,0,48.9910969617,146.989517619,551,224,False
180,49.0,147.0,0,48.9958690869,146.99528034,551,224,False
181,49.0,146.0,0,48.9984214576,146.016038345,551,224,False
182,48.0,146.0,0,48.0172461197,145.988993108,551,224,False
183,48.0,146.0,0,47.9894450358,145.995084761,551,224,False
184,49.0,145.0,0,48.9774169591,145.015965446,551,224,False
185,48.0,145.0,0,48.0263631578,144.988965937,551,224,False
186,48.0,144.0,0,47.9936540355,144.012910962,551,224,False
187,49.0,144.0,0,48.9790245255,143.987790448,551,224,False
188,49.0,144.0,0,49.009127852,143.994634739,551,224,False
189,49.0,143.0,0,49.0042130301,143.015797631,551,224,False
190,49.0,143.0,0,49.0016090685,142.988903386,551,224,False
191,49.0,142.0,0,49.0006015817,142.012887648,551,224,False
192,49.0,142.0,0,49.0002243076,141.987781759,551,224,False
193,48.0,142.0,0,48.0179199347,141.994631501,551,224,False
194,48.0,141.0,0,47.9896962662,141.015796424,551,224,False
195,49.0,141.0,0,48.9775106008,140.988902936,551,224,False
196,49.0,141.0,0,49.0085617321,140.995051153,551,224,False
197,48.0,140.0,0,48.0218382672,140.01595292,551,224,False
198,49.0,140.0,0,48.9733591644,139.988961268,551,224,False
199,48.0,139.0,0,48.024078793,139.012909222,551,224,False
200,48.0,139.0,0,47.9927656754,138.9877898,551,224,False
201,49.0,139.0,0,48.9786916522,138.994634498,551,224,False
202,49.0,138.0,0,49.0090037004,138.015797541,551,224,False
203,49.0,138.0,0,49.0041667528,137.988903352,551,224,False
204,49.0,138.0,0,49.0015918201,137.995051308,551,224,False
205,49.0,137.0,0,49.0005951529,137.015952977,551,224,False
206,49.0,137.0,0,49.0002219115,136.988961289,551,224,False
207,49.0,137.0,0,49.0000827141,136.995072902,551,224,False
208,49.0,136.0,0,49.000030829,136.015961026,551,224,False
209,49.0,136.0,0,49.0000114905,135.988964289,551,224,False
210,49.0,135.0,0,49.0000042827,135.012910348,551,224,False
211,49.0,135.0,0,49.0000015962,134.98779022,551,224,False
212,49.0,135.0,0,49.0000005949,134.994634654,551,224,False
213,49.0,135.0,0,49.0000002217,134.997961272,551,224,False
214,48.0,134.0,0,48.0178364102,134.017074597,551,224,False
215,49.0,134.0,0,48.9718288076,133.989381106,551,224,False
216,50.0,134.0,0,49.9878338934,133.995229459,551,224,False
217,50.0,134.0,0,50.0132220935,133.998183054,551,224,False
218,50.0,133.0,0,50.0057778202,133.017157263,551,224,False
219,50.0,133.0,0,50.0021941467,132.989411917,551,224,False
220,50.0,133.0,0,50.0008197381,132.995240943,551,224,False
221,49.0,132.0,0,49.0181419497,132.016023661,551,224,False
222,50.0,132.0,0,49.9719426913,131.988987635,551,224,False
223,49.0,132.0,0,49.023548995,131.995082722,551,224,False
224,50.0,132.0,0,49.9747317951,131.998128358,551,224,False
225,50.0,131.0,0,50.0067892402,131.017136877,551,224,False
226,50.0,131.0,0,50.0033060457,130.989404319,551,224,False
227,50.0,131.0,0,50.0012693299,130.995238111,551,224,False
228,51.0,131.0,0,50.9826385473,130.998186278,551,224,False
229,50.0,131.0,0,50.0283483014,130.999322137,551,224,False
230,50.0,130.0,0,49.9943957943,130.017583589,551,224,False
231,50.0,130.0,0,49.9971374072,129.9895709,551,224,False
232,51.0,130.0,0,50.981059709,129.995300202,551,224,False
233,51.0,129.0,0,51.0099216594,129.016045749,551,224,False
234,52.0,129.0,0,51.9866742542,128.988995867,551,224,False
235,51.0,129.0,0,51.0298912746,128.99508579,551,224,False
236,51.0,129.0,0,50.994972741,128.998129502,551,224,False
237,51.0,129.0,0,50.9973525329,128.999300975,551,224,False
238,52.0,129.0,0,51.9811398939,128.999739374,551,224,False
239,52.0,129.0,0,52.0099515457,128.999902856,551,224,False
240,51.0,129.0,0,51.0223580485,128.999963793,551,224,False
241,52.0,128.0,0,51.9735529799,128.017822833,551,224,False
242,52.0,128.0,0,52.0063147075,127.989660075,551,224,False
