frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,69.0,152.0,manual,69.0,152.0,542,211,False
3,69.0,152.0,manual,69.0,152.0,542,211,False
4,69.0,152.0,manual,69.0,152.0,542,211,False
5,69.0,152.0,manual,69.0,152.0,542,211,False
6,69.0,152.0,12,69.0,152.0,542,211,False
7,70.0,144.0,12,69.8333333333,145.333333333,542,211,False
8,81.0,133.0,12,80.5838509317,133.459627329,542,211,False
9,85.0,125.0,12,84.9496720653,125.132780083,542,211,False
10,89.0,122.0,12,88.9862372119,121.956153405,542,211,False
11,92.0,120.0,12,92.0130199886,119.961252336,542,211,False
12,94.0,120.0,12,94.0235688916,119.948790923,542,211,False
13,96.0,120.0,12,96.0096802785,119.979153829,542,211,False
14,98.0,120.0,12,98.00365086,119.992146091,542,211,False
15,99.0,120.0,12,99.0191991391,119.997068697,542,211,False
16,101.0,120.0,12,100.990173141,119.998907265,542,211,False
17,102.0,120.0,12,102.013361,119.999592712,542,211,False
18,104.0,121.0,12,103.987958189,120.982011869,542,211,False
19,105.0,121.0,12,105.012533587,121.010278316,542,211,False
20,106.0,121.0,12,106.005486038,121.004643598,542,211,False
21,107.0,122.0,12,107.002083712,121.983933305,542,211,False
22,109.0,122.0,12,108.982942169,122.010996326,542,211,False
23,109.0,123.0,12,109.02846147,122.987074973,542,211,False
24,109.0,123.0,12,109.012274302,123.012204309,542,211,False
25,110.0,123.0,12,109.986818233,123.005363307,542,211,False
26,111.0,123.0,12,110.99423721,123.002037968,542,211,False
27,111.0,123.0,12,111.015647783,123.000761447,542,211,False
28,112.0,123.0,12,111.988847454,123.000283892,542,211,False
29,113.0,123.0,12,112.99503047,123.000105815,542,211,False
30,113.0,124.0,12,113.015945211,123.982203112,542,211,False
31,114.0,124.0,12,113.988958395,124.010349595,542,211,False
32,114.0,123.0,12,114.012908151,123.022506492,542,211,False
33,114.0,123.0,12,114.005625728,122.991444639,542,211,False
34,114.0,124.0,12,114.002135781,123.978164107,542,211,False
35,114.0,124.0,12,114.000797904,124.008805393,542,211,False
36,115.0,123.0,12,114.982461153,123.021929088,542,211,False
37,115.0,123.0,12,115.010445775,122.991229342,542,211,False
38,115.0,123.0,12,115.004706013,122.995920186,542,211,False
39,116.0,123.0,12,115.983956568,122.998440587,542,211,False
40,115.0,123.0,12,115.028841324,122.999416926,542,211,False
41,115.0,122.0,12,114.994579636,122.017618918,542,211,False
42,115.0,122.0,12,114.997205932,121.989584068,542,211,False
43,116.0,122.0,12,115.981085249,121.99530511,542,211,False
44,116.0,122.0,12,116.009931179,121.99821125,542,211,False
45,115.0,121.0,12,115.022350457,121.017167772,542,211,False
46,116.0,121.0,12,115.973550151,120.989415834,542,211,False
47,116.0,121.0,12,116.006313653,120.995242403,542,211,False
48,116.0,120.0,12,116.003127104,120.016024206,542,211,False
49,116.0,120.0,12,116.001202555,119.988987838,542,211,False
50,116.0,120.0,12,116.000449983,119.995082797,542,211,False
51,115.0,120.0,12,115.018004128,119.998128386,542,211,False
52,116.0,120.0,12,115.971891323,119.99930056,542,211,False
53,116.0,120.0,12,116.005693522,119.999739219,542,211,False
54,116.0,119.0,12,116.002895882,119.017739126,542,211,False
55,115.0,119.0,12,115.018952699,118.989628876,542,211,False
56,115.0,119.0,12,114.990082965,118.995321811,542,211,False
57,115.0,118.0,12,114.995491142,118.016053802,542,211,False
58,115.0,118.0,12,114.998280591,117.988998869,542,211,False
59,114.0,118.0,12,114.017193617,117.995086909,542,211,False
60,115.0,118.0,12,114.971589139,117.998129919,542,211,False
61,114.0,117.0,12,114.023417216,117.017137458,542,211,False
62,114.0,117.0,12,113.992519007,116.989404536,542,211,False
63,114.0,117.0,12,113.996436038,116.995238192,542,211,False
64,113.0,116.0,12,113.016470864,116.016022636,542,211,False
65,113.0,116.0,12,112.989154399,115.988987253,542,211,False
66,114.0,116.0,12,113.977308554,115.995082579,542,211,False
67,114.0,115.0,12,114.008486422,115.015964633,542,211,False
68,114.0,115.0,12,114.00397387,114.988965634,542,211,False
69,114.0,115.0,12,114.001519926,114.995074521,542,211,False
70,114.0,115.0,12,114.000568357,114.998125302,542,211,False
71,114.0,114.0,12,114.000211924,114.017135737,542,211,False
72,114.0,114.0,12,114.000078992,113.989403895,542,211,False
73,114.0,114.0,12,114.000029442,113.995237953,542,211,False
74,114.0,113.0,12,114.000010973,113.016022547,542,211,False
75,113.0,113.0,12,113.017840418,112.988987219,542,211,False
76,113.0,113.0,12,112.989666629,112.995082567,542,211,False
77,113.0,112.0,12,112.995335882,112.015964628,542,211,False
78,113.0,112.0,12,112.998222719,111.988965632,542,211,False
79,113.0,112.0,12,112.999335719,111.995074521,542,211,False
80,113.0,112.0,12,112.999752323,111.998125302,542,211,False
81,113.0,112.0,12,112.999907683,111.99929941,542,211,False
82,113.0,111.0,12,112.999965592,111.017575118,542,211,False
83,114.0,111.0,12,113.982150848,110.989567743,542,211,False
84,113.0,111.0,12,113.028166443,110.995299026,542,211,False
