frames,interpolated,manual_tracker_fix,measurement_x,measurement_y,objid,pixel_height,pixel_width,position_x,position_y
520,,True,137,29,,229,566,137,29
521,,True,137,29,,229,566,137,29
522,,True,137,29,,229,566,137,29
523,,True,137,29,,229,566,137,29
524,,True,137,29,,229,566,137,29
525,,True,137,29,,229,566,137,29
526,,True,137,29,,229,566,137,29
527,,True,137,29,,229,566,137,29
528,,True,137,29,,229,566,137,29
529,,True,137,29,,229,566,137,29
530,,True,137,29,,229,566,137,29
531,,True,137,29,,229,566,137,29
532,,True,137,29,,229,566,137,29
533,,True,137,29,,229,566,137,29
534,,True,137,29,,229,566,137,29
535,,True,137,29,,229,566,137,29
536,,True,137,29,,229,566,137,29
537,,True,137,29,,229,566,137,29
538,,True,137,29,,229,566,137,29
539,,True,137,29,,229,566,137,29
540,,True,137,29,,229,566,137,29
541,,True,137,29,,229,566,137,29
542,,True,137,29,,229,566,137,29
543,,True,137,29,,229,566,137,29
544,,True,137,29,,229,566,137,29
545,,True,137,29,,229,566,137,29
546,,True,137,29,,229,566,137,29
547,,True,137,29,,229,566,137,29
548,,True,137,29,,229,566,137,29
549,,True,137,29,,229,566,137,29
550,,True,137,29,,229,566,137,29
551,,True,137,29,,229,566,137,29
552,,True,137,29,,229,566,137,29
553,,True,137,29,,229,566,137,29
554,,True,137,29,,229,566,137,29
555,,True,137,29,,229,566,137,29
556,,True,137,29,,229,566,137,29
557,,True,137,29,,229,566,137,29
558,,True,137,29,,229,566,137,29
559,,True,137,29,,229,566,137,29
560,,True,137,29,,229,566,137,29
561,,True,137,29,,229,566,137,29
562,,True,137,29,,229,566,137,29
563,,True,137,29,,229,566,137,29
564,,True,137,29,,229,566,137,29
565,,True,137,29,,229,566,137,29
566,,True,137,29,,229,566,137,29
567,,True,137,29,,229,566,137,29
568,,True,137,29,,229,566,137,29
569,,True,137,29,,229,566,137,29
570,,True,137,29,,229,566,137,29
571,,True,137,29,,229,566,137,29
572,,True,137,29,,229,566,137,29
573,,True,137,29,,229,566,137,29
574,,True,137,29,,229,566,137,29
575,,True,137,29,,229,566,137,29
576,,True,137,29,,229,566,137,29
577,,True,137,29,,229,566,137,29
578,,True,137,29,,229,566,137,29
579,,True,137,29,,229,566,137,29
580,,True,137,29,,229,566,137,29
581,,True,137,29,,229,566,137,29
582,,True,137,29,,229,566,137,29
583,,True,137,29,,229,566,137,29
584,,True,137,29,,229,566,137,29
585,,True,137,29,,229,566,137,29
586,,True,137,29,,229,566,137,29
587,,True,137,29,,229,566,137,29
588,,True,137,29,,229,566,137,29
589,,True,137,29,,229,566,137,29
590,,True,137,29,,229,566,137,29
591,,True,137,29,,229,566,137,29
592,,True,137,29,,229,566,137,29
593,,True,137,29,,229,566,137,29
594,,True,137,29,,229,566,137,29
595,,True,137,29,,229,566,137,29
596,,True,137,29,,229,566,137,29
597,,True,137,29,,229,566,137,29
598,,True,137,29,,229,566,137,29
599,,True,137,29,,229,566,137,29
600,,True,137,29,,229,566,137,29
601,,True,137,29,,229,566,137,29
602,,True,137,29,,229,566,137,29
603,,True,137,29,,229,566,137,29
604,,True,137,29,,229,566,137,29
605,,True,137,29,,229,566,137,29
606,,True,137,29,,229,566,137,29
607,,True,137,29,,229,566,137,29
608,,True,137,29,,229,566,137,29
609,,True,137,29,,229,566,137,29
610,,True,137,29,,229,566,137,29
611,,True,137,29,,229,566,137,29
612,,True,137,29,,229,566,137,29
613,,True,137,29,,229,566,137,29
614,,True,137,29,,229,566,137,29
615,,True,137,29,,229,566,137,29
616,,True,137,29,,229,566,137,29
617,,True,137,29,,229,566,137,29
618,,True,137,29,,229,566,137,29
619,,True,137,29,,229,566,137,29
620,,True,137,29,,229,566,137,29
621,,True,137,29,,229,566,137,29
622,,True,137,29,,229,566,137,29
623,,True,137,29,,229,566,137,29
624,,True,137,29,,229,566,137,29
625,,True,137,29,,229,566,137,29
626,,True,137,29,,229,566,137,29
627,,True,137,29,,229,566,137,29
628,,True,137,29,,229,566,137,29
629,,True,137,29,,229,566,137,29
630,,True,137,29,,229,566,137,29
631,,True,137,29,,229,566,137,29
632,,True,137,29,,229,566,137,29
633,,True,137,29,,229,566,137,29
634,,True,137,29,,229,566,137,29
635,,True,137,29,,229,566,137,29
636,,True,137,29,,229,566,137,29
637,,True,137,29,,229,566,137,29
638,,True,137,29,,229,566,137,29
639,,True,137,29,,229,566,137,29
640,,True,137,29,,229,566,137,29
641,,True,137,29,,229,566,137,29
642,,True,137,29,,229,566,137,29
643,,True,137,29,,229,566,137,29
644,,True,137,29,,229,566,137,29
645,,True,137,29,,229,566,137,29
646,,True,137,29,,229,566,137,29
647,,True,137,29,,229,566,137,29
648,,True,137,29,,229,566,137,29
649,,True,137,29,,229,566,137,29
650,,True,137,29,,229,566,137,29
651,,True,137,29,,229,566,137,29
652,,True,137,29,,229,566,137,29
653,,True,137,29,,229,566,137,29
654,,True,137,29,,229,566,137,29
655,,True,137,29,,229,566,137,29
656,,True,137,29,,229,566,137,29
657,,True,137,29,,229,566,137,29
658,,True,137,29,,229,566,137,29
659,,True,137,29,,229,566,137,29
660,,True,137,29,,229,566,137,29
661,,True,137,29,,229,566,137,29
662,,True,137,29,,229,566,137,29
663,,True,137,29,,229,566,137,29
664,,True,137,29,,229,566,137,29
665,,True,137,29,,229,566,137,29
666,,True,137,29,,229,566,137,29
667,,True,137,29,,229,566,137,29
668,,True,137,29,,229,566,137,29
669,,True,137,29,,229,566,137,29
670,,True,137,29,,229,566,137,29
671,,True,137,29,,229,566,137,29
672,,True,137,29,,229,566,137,29
673,,True,137,29,,229,566,137,29
674,,True,137,29,,229,566,137,29
675,,True,137,29,,229,566,137,29
676,,True,137,29,,229,566,137,29
677,,True,137,29,,229,566,137,29
678,,True,137,29,,229,566,137,29
679,,True,137,29,,229,566,137,29
680,,True,137,29,,229,566,137,29
681,,True,137,29,,229,566,137,29
682,,True,137,29,,229,566,137,29
683,,True,137,29,,229,566,137,29
684,,True,137,29,,229,566,137,29
685,,True,137,29,,229,566,137,29
686,,True,137,29,,229,566,137,29
687,,True,137,29,,229,566,137,29
688,,True,137,29,,229,566,137,29
689,,True,137,29,,229,566,137,29
690,,True,137,29,,229,566,137,29
691,,True,137,29,,229,566,137,29
692,,True,137,29,,229,566,137,29
693,,True,137,29,,229,566,137,29
694,,True,137,29,,229,566,137,29
695,,True,137,29,,229,566,137,29
696,,True,137,29,,229,566,137,29
697,,True,137,29,,229,566,137,29
