frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
2,,362.0,153.0,322,361.33333333300004,153.33333333299998,545,205,False,4.8,53.03975535163304,22.43902439019512,,,,,bin_1813,0.5886666666666667,,False,False
3,,365.0,153.0,322,364.86335403699997,153.01242236,545,205,False,4.8,53.55792352836696,22.392061808780486,1.0405839580406453,0.2167883245918011,-5.1786784737188,,bin_1813,0.593,0.0043333333333333,True,False
4,,369.0,152.0,322,368.925578905,152.02047918600002,545,205,False,4.8,54.15421341724771,22.24689939307317,1.2274098883672027,0.2557103934098339,-13.682095837158018,-8.503417363439219,bin_1814,0.7113333333333333,0.11833333333333329,True,False
5,,372.0,151.0,322,371.989228374,151.008483978,545,205,False,4.8,54.60392343104587,22.09880253336585,0.946935639556379,0.1972782582409123,-18.22755916275353,-4.545463325595511,bin_1814,0.7141666666666666,0.0028333333333333544,False,False
6,,373.0,151.0,322,373.032622671,150.985292535,545,205,False,4.8,54.75708222693578,22.09540866365854,0.3063927878396404,0.06383183079992509,-1.269418391260946,16.958140771492584,bin_1814,0.717,0.0028333333333333544,False,False
7,,374.0,150.0,322,374.013913872,150.011509234,545,205,False,4.8,54.9011249720367,21.95290379034146,0.40524536436744163,0.08442611757655034,-44.692502359113654,-43.423083967852705,bin_1734,0.60975,-0.10724999999999996,False,True
8,,374.0,150.0,322,374.023107723,149.987265075,545,205,False,4.8,54.90247452814679,21.94935586463415,0.0075918584072342974,0.001581637168173812,-69.17424082933063,-24.481738470216975,bin_1734,0.614,0.004249999999999976,False,False
9,,375.0,149.0,322,374.991633739,149.012275302,545,205,False,4.8,55.044643484623855,21.806674434439024,0.4028399320241423,0.08392498583836298,-45.103080602485925,24.071160226844704,bin_1735,0.737,0.123,False,False
10,,375.0,148.0,322,375.013905595,148.005389775,545,205,False,4.8,55.0479127478899,21.65932533292683,0.2947707298817418,0.06141056872536288,-88.72897589603805,-43.62589529355213,bin_1735,0.74,0.0030000000000000027,False,True
11,,375.0,148.0,322,375.00599750599997,147.984211502,545,205,False,4.8,55.046751927486234,21.65622607346341,0.006619037159939034,0.0013789660749872988,-110.53332032386987,-21.804344427831822,bin_1735,0.743,0.0030000000000000027,False,False
12,,376.0,147.0,322,375.98443802099996,147.011100019,545,205,False,4.8,55.19037622326605,21.51381951497561,0.40451237923498967,0.08427341234062286,-44.7560725187024,65.77724780516746,bin_1735,0.746,0.0030000000000000027,False,True
13,,376.0,147.0,322,376.01118444599996,146.987113621,545,205,False,4.8,55.194302304,21.510309310390245,0.010532928588115305,0.002194360122524022,-41.79905330355901,2.95701921514339,bin_1735,0.749,0.0030000000000000027,False,False
14,,364.0,155.0,322,364.219017347,154.85169176600002,545,205,False,4.8,53.4633419958899,22.661223185268295,4.157319490075025,0.8661082270989636,146.3801042762856,-171.82084242015537,bin_1813,0.6406666666666666,-0.10833333333333339,True,True
15,,365.0,140.0,322,364.860040472,140.34809132200002,545,205,False,4.8,53.557437133504585,20.538745071512196,4.249125669262501,0.8852345144296877,-87.46158680434026,126.15830891937412,bin_1653,0.69625,0.05558333333333343,True,True
16,,371.0,142.0,322,370.848049058,141.845824622,545,205,False,4.8,54.43641087089908,20.757925554439026,1.8117780384200344,0.37745375800417386,14.001700940242975,101.46328774458323,bin_1654,0.6653333333333333,-0.030916666666666703,True,True
17,,381.0,147.0,322,380.86724498,146.875440741,545,205,False,4.8,55.90711852917432,21.493966937707317,3.2892174959968408,0.6852536449993418,26.5864757382646,12.584774798021625,bin_1735,0.761,0.09566666666666668,True,False
18,,392.0,154.0,322,391.929041083,153.914691326,545,205,False,4.8,57.53086841585321,22.524101169658536,3.8459018345909195,0.8012295488731083,32.39172874011501,5.805253001850414,bin_1817,0.5489999999999999,-0.21200000000000008,True,False
19,,402.0,160.0,322,401.990360968,159.984179702,545,205,False,4.8,59.00775940814679,23.41231898078049,3.446817594890789,0.718086998935581,31.023144600454824,-1.3685841396601894,bin_1899,0.49541666666666667,-0.05358333333333326,True,False
20,,408.0,167.0,322,408.068557065,166.977031716,545,205,False,4.8,59.89997167926606,24.43566317795122,2.7153460793194006,0.5656970998582085,48.91614785866947,17.893003258214645,bin_1979,0.4633333333333333,-0.03208333333333335,True,False
21,,413.0,175.0,322,413.046841327,174.97278606700002,545,205,False,4.8,60.63072900212843,25.60577357078049,2.7591046347132613,0.5748134655652628,58.0143984518276,9.098250593158134,bin_2060,0.379,-0.08433333333333332,True,False
22,,416.0,181.0,322,416.054149926,181.02463695,545,205,False,4.8,61.072168796477065,26.491410285365852,1.9791124093958066,0.412315085290793,63.5063415337076,5.491943081879995,bin_2141,0.3403333333333333,-0.03866666666666668,True,False
23,,418.0,182.0,322,418.03977470800004,182.100028607,545,205,False,4.8,61.363636654385324,26.64878467419512,0.6624808237315697,0.13801683827741035,28.36626796319655,-35.14007357051105,bin_2141,0.3421666666666667,0.0018333333333333535,False,True
24,,418.0,181.0,322,418.051434885,181.07730229700002,545,205,False,4.8,61.365348239999996,26.499117409317073,0.299354102703751,0.062365438063281466,-89.34479755918892,-117.71106552238547,bin_2141,0.344,0.001833333333333298,False,True
25,,419.0,180.0,322,419.00308623,180.030726917,545,205,False,4.8,61.50504018055046,26.34596003663415,0.4145890450163387,0.08637271771173723,-47.63264882719995,41.71214873198897,bin_2141,0.3458333333333333,0.0018333333333333535,False,True
