frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,125.0,182.0,165.0,122.833333333,180.66666666700002,548,216,False,17.931873479270074,25.092592592638894,,,,bin_2017,6.883666666666667,,False,True,False
3,,152.0,201.0,165.0,150.913043478,200.242236025,548,216,False,22.03110123766423,27.811421670138888,9.837824915670872,33.554485074169314,,bin_2182,8.8885,2.004833333333334,True,True,False
4,,150.0,190.0,165.0,150.13679561,190.30236916099997,548,216,False,21.9177803810219,26.43088460569444,2.7703604118273435,-94.69258164853652,-128.24706672270582,bin_2101,8.711333333333334,-0.17716666666666647,True,True,True
5,,150.0,185.0,165.0,150.041416276,185.0322952,548,216,False,21.903856390656937,25.698929888888888,1.464174286021417,-91.08980740399994,3.602774244536576,bin_2021,5.840416666666667,-2.870916666666667,True,True,False
6,,151.0,184.0,165.0,150.997071998,183.936530739,548,216,False,22.04336817489051,25.54674038041667,0.41291734973987515,-47.48858431074751,43.60122309325243,bin_2022,5.5489999999999995,-0.29141666666666755,False,True,True
7,,152.0,182.0,165.0,151.99802928399998,181.990574265,548,216,False,22.189493326131387,25.276468647916666,0.6144896067915956,-61.60167801717847,-14.11309370643096,bin_2022,5.6455,0.0965000000000007,False,True,False
8,,154.0,179.0,165.0,153.98138560299998,179.01500569599997,548,216,False,22.47903439459854,24.86319523555555,1.0092154253551608,-54.984754623039684,6.616923394138787,bin_1942,4.6786666666666665,-0.9668333333333337,True,True,False
9,,155.0,176.0,165.0,155.010043,176.006479087,548,216,False,22.629203357664235,24.445344317638888,0.8880317721163453,-70.23237114802407,-15.247616524984387,bin_1942,4.77725,0.09858333333333391,False,True,False
10,,157.0,174.0,165.0,156.986719447,173.98462091099998,548,216,False,22.91776926233577,24.164530682083328,0.8052988991742958,-44.219949388159826,26.012421759864246,bin_1942,4.8758333333333335,0.09858333333333302,False,True,False
11,,158.0,171.0,165.0,158.012071793,171.011252778,548,216,False,23.06745573620438,23.75156288583333,0.8785179365244568,-70.07617934464275,-25.856229956482927,bin_1863,4.419,-0.45683333333333387,False,True,False
12,,158.0,168.0,165.0,158.023150244,168.005006892,548,216,False,23.069073028321167,23.334028735,0.835074566121854,-89.77806953294152,-19.701890188298762,bin_1863,4.508,0.08900000000000041,False,True,False
13,,158.0,165.0,165.0,158.009520992,165.001905043,548,216,False,23.06708335649635,22.91693125597222,0.8342044492935787,-90.27331484655664,-0.49524531361512913,bin_1783,4.59125,0.0832499999999996,False,True,False
14,,156.0,161.0,165.0,156.039263987,161.018548228,548,216,False,22.779454596642335,22.363687253888887,1.247091382916811,-117.46969336615439,-27.196378519597744,bin_1782,5.23,0.6387500000000008,True,True,False
15,,154.0,159.0,165.0,154.016343453,158.972094202,548,216,False,22.484137730364964,22.079457528055556,0.8197526176967717,-136.09597551474496,-18.626282148590576,bin_1782,5.34,0.10999999999999943,False,True,False
16,,152.0,157.0,165.0,152.00617324799998,156.987932814,548,216,False,22.190682225985398,21.8038795575,0.8051319169084881,-136.79949065614528,-0.7035151414003167,bin_1702,6.064666666666667,0.7246666666666668,False,True,False
17,,149.0,153.0,165.0,149.020141106,153.031095291,548,216,False,21.754765124963505,21.25431879041667,1.4029123360788458,-128.42180311390226,8.377687542243024,bin_1701,6.931333333333333,0.8666666666666663,True,True,False
18,,146.0,152.0,165.0,146.008360645,151.959784011,548,216,False,21.315089145255477,21.105525557083336,0.9283413023624484,-161.30337610626947,-32.88157299236721,bin_1701,7.082,0.15066666666666695,False,True,True
19,,141.0,152.0,165.0,141.038829652,151.964695391,548,216,False,20.589610168175184,21.106207693194442,1.4509585955431565,179.9461273035651,-18.750496590165426,bin_1700,7.939,0.8570000000000002,True,True,False
20,,136.0,154.0,165.0,136.01618148,153.950196576,548,216,False,19.85637685839416,21.381971746666665,1.5667506499246986,159.38906156723218,-20.55706573633293,bin_1699,8.476666666666667,0.5376666666666665,True,True,False
21,,131.0,158.0,165.0,131.006112874,157.944011202,548,216,False,19.12497998160584,21.9366682225,1.8358971340220904,142.823067269122,-16.565994298110184,bin_1699,8.622,0.14533333333333331,True,True,False
22,,125.0,158.0,165.0,125.02011860299999,158.048686388,548,216,False,18.251112204817517,21.951206442777774,1.7479774039246752,179.04687888892528,36.223811619803286,bin_1698,9.211500000000001,0.589500000000001,True,True,True
23,,119.0,160.0,165.0,119.00835225799999,159.985802034,548,216,False,17.37348208145985,22.2202502825,1.8358858582354947,162.95670165424156,-16.090177234683722,bin_1777,8.406583333333334,-0.8049166666666672,True,True,False
24,,116.0,163.0,165.0,115.949644888,162.975324042,548,216,False,16.92695545810219,22.6354616725,1.2194859962343607,137.08119115321026,-25.8755105010313,bin_1776,8.64,0.23341666666666683,True,True,False
25,,110.0,167.0,165.0,110.032182138,166.972038933,548,216,False,16.06309228291971,23.190560962916667,2.053674567849,147.2761005070797,10.194909353869434,bin_1856,8.524166666666666,-0.11583333333333456,True,True,False
26,,107.0,171.0,165.0,106.96092402299999,170.988680531,548,216,False,15.614733434014596,23.74842785152778,1.4314204452922428,128.78891680140316,-18.48718370567653,bin_1855,9.068833333333334,0.544666666666668,True,True,False
27,,103.0,176.0,165.0,103.00082811600001,175.977901761,548,216,False,15.03661724321168,24.441375244583334,1.8048760839580795,129.83776363040158,1.0488468289984212,bin_1935,9.53175,0.46291666666666664,True,True,False
28,,99.0,181.0,165.0,99.00104525299999,180.99090803200002,548,216,False,14.452707336204377,25.13762611555556,1.8173783918940596,129.98483610721925,0.14707247681766944,bin_2014,10.771,1.2392500000000002,True,True,False
29,,96.0,187.0,165.0,95.9825885044,186.97873401099997,548,216,False,14.012056715970802,25.969268612638885,1.882341320873793,117.91714019373096,-12.067695913488294,bin_2014,10.87925,0.10824999999999996,True,True,False
30,,94.0,191.0,165.0,93.97482226870001,191.02689097599998,548,216,False,13.7189521560146,26.531512635555554,1.2681145443099984,117.53357212009357,-0.38356807363739165,bin_2093,13.577499999999999,2.698249999999998,True,True,False
31,,92.0,195.0,165.0,91.9897215479,195.011688857,548,216,False,13.429156430350366,27.084956785694445,1.2494510633653786,117.63755934185123,0.10398722175766295,bin_2173,15.150416666666667,1.5729166666666679,True,True,False
32,,90.0,197.0,165.0,89.9961262652,197.040109006,548,216,False,13.138120622656935,27.36668180638889,0.8101131492453467,135.93131685876486,18.29375751691363,bin_2173,15.233333333333334,0.08291666666666764,False,True,False
33,,89.0,196.0,165.0,88.9807178239,196.07016915900002,548,216,False,12.98988581370803,27.23196793875,0.40060646384374127,-137.73584602346202,86.33283711777312,bin_2172,15.31325,0.07991666666666575,False,True,True
34,,88.0,195.0,165.0,87.9919595801,195.028795676,548,216,False,12.845541544540147,27.087332732777778,0.40867890010734437,-134.94231616154212,2.793529861919893,bin_2172,15.401833333333332,0.08858333333333235,False,True,False
35,,87.0,195.0,165.0,86.9969623604,194.993022722,548,216,False,12.700286475970804,27.08236426694444,0.29068003438710066,-178.040955249052,-43.098639087509866,bin_2172,15.490416666666667,0.08858333333333412,False,True,True
36,,86.0,195.0,165.0,85.9988658702,194.996551954,548,216,False,12.554578959153286,27.082854438055556,0.29141668260307657,179.80725338970043,-2.1517913612475468,bin_2172,15.579,0.08858333333333412,False,True,False
37,,85.0,196.0,165.0,84.9995771989,195.980837975,548,216,False,12.40869740129927,27.219560829861106,0.39985030440107105,136.85964645325365,-42.94760693644679,bin_2172,15.667583333333333,0.08858333333333235,False,True,True
38,,84.0,195.0,165.0,83.99984241109999,195.027675175,548,216,False,12.262750716948903,27.087177107638894,0.3940856992192097,-137.78980034888957,85.35055319785681,bin_2172,15.756166666666667,0.08858333333333412,False,True,True
39,,83.0,195.0,165.0,82.999941264,194.994144813,548,216,False,12.116779746569343,27.08252011291667,0.2920904777180743,-178.17268002817337,-40.3828796792838,bin_2172,15.84475,0.08858333333333235,False,True,True
40,,83.0,195.0,165.0,82.9821417806,194.99704385799998,548,216,False,12.114181281839416,27.082922758055556,0.005258951249266821,171.1917840611988,-10.635535910627823,bin_2172,15.933333333333334,0.08858333333333412,False,True,False
41,,82.0,194.0,165.0,82.0103267362,194.016697497,548,216,False,11.972310472437956,26.94676354125,0.39327679250791236,-136.17686615004138,52.63134978875985,bin_2091,14.620166666666666,-1.3131666666666675,False,True,True
42,,82.0,195.0,165.0,81.98682531729999,194.971402545,548,216,False,11.968879608364961,27.079361464583332,0.2652846026485486,91.48215128173528,-132.34098256822335,bin_2171,16.5485,1.9283333333333346,False,True,True
43,,81.0,195.0,165.0,81.0121112546,195.005511262,548,216,False,11.826585584613138,27.08409878638889,0.2847457210451027,178.0931853476578,86.61103406592251,bin_2171,16.63775,0.08924999999999983,False,True,True
44,,81.0,195.0,165.0,80.9874922959,195.00282794700001,548,216,False,11.822991576043794,27.083726103750003,0.0072265593323089464,-174.07984237824175,7.826972274100456,bin_2171,16.727,0.08924999999999983,False,True,False
45,,81.0,194.0,165.0,80.9945236092,194.018927378,548,216,False,11.824018045138686,26.94707324694444,0.2733134238336934,-89.56963035949732,84.51021201874443,bin_2091,14.967500000000001,-1.7594999999999992,False,True,True
46,,80.0,194.0,165.0,80.0157562111,193.99007352799998,548,216,False,11.68113229359124,26.943065767777778,0.2858838777164586,-178.39346146844056,-88.82383110894324,bin_2091,15.054333333333334,0.08683333333333287,False,True,True
47,,80.0,195.0,165.0,79.9888879476,194.977651297,548,216,False,11.677209919357665,27.080229346805552,0.27443930062100585,91.63800231631438,-89.96853621524508,bin_2171,16.994750000000003,1.9404166666666693,False,True,True
48,,79.0,196.0,165.0,79.012881894,195.990777848,548,216,False,11.53472728379562,27.220941367777776,0.40050555193552084,135.358225054452,43.72022273813761,bin_2171,17.084000000000003,0.08924999999999983,False,True,True
49,,79.0,196.0,165.0,78.98777961430001,196.01435638200002,548,216,False,11.53106271741606,27.224216164166666,0.009829209152092485,138.21481030995568,2.8565852555036884,bin_2171,17.173250000000003,0.08924999999999983,False,True,False
50,,78.0,195.0,165.0,78.01246702899999,195.024038687,548,216,False,11.388681318102188,27.08667203986111,0.39593357524493084,-135.99000568356414,85.79518400648021,bin_2171,17.262500000000003,0.08924999999999983,False,True,True
51,,78.0,195.0,165.0,77.987624903,194.992017568,548,216,False,11.385054730364963,27.08222466222222,0.011477161056408735,-129.1953192742642,6.794686409299942,bin_2171,17.351750000000003,0.08924999999999983,False,True,False
52,,77.0,195.0,165.0,77.0124093617,194.996214063,548,216,False,11.242687498058395,27.082807508749998,0.2847368507566765,179.76543436972528,-51.039246356010494,bin_2171,17.441000000000003,0.08924999999999983,False,True,True
53,,78.0,197.0,165.0,77.9697670817,196.962877469,548,216,False,11.382447749153284,27.35595520402778,0.6136532937145227,62.90274062286571,-116.86269374685958,bin_2171,17.530250000000002,0.08924999999999983,False,True,True
54,,77.0,196.0,165.0,77.0227362463,196.037963871,548,216,False,11.244195072452554,27.227494982083332,0.3774431413441415,-137.102689544963,159.9945698321713,bin_2171,17.619500000000002,0.08924999999999983,False,True,True
