frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
2,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,,,,,bin_1717,1.3166666666666667,,False,False
3,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,,bin_1717,1.345,0.02833333333333332,False,False
4,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.3733333333333333,0.02833333333333332,False,False
5,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.4016666666666666,0.02833333333333332,False,False
6,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.43,0.02833333333333332,False,False
7,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.4583333333333335,0.028333333333333544,False,False
8,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.4866666666666668,0.02833333333333332,False,False
9,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.5150000000000001,0.02833333333333332,False,False
10,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.5433333333333334,0.02833333333333332,False,False
11,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.5716666666666668,0.02833333333333332,False,False
12,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.6,0.02833333333333332,False,False
13,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.6283333333333334,0.02833333333333332,False,False
14,,257.0,159.0,manual,257.0,159.0,552,218,False,4.2,37.2463768115942,21.880733944954127,0.0,0.0,0.0,0.0,bin_1717,1.6566666666666667,0.02833333333333332,False,False
