frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,,,,bin_1627,2.500833333333333,,False,True,False
3,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,,bin_1627,2.62125,0.12041666666666684,False,True,False
4,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,2.7416666666666663,0.1204166666666664,False,True,False
5,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,2.862083333333333,0.12041666666666684,False,True,False
6,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,2.9825,0.12041666666666684,False,True,False
7,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,3.1029166666666663,0.1204166666666664,False,True,False
8,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,3.223333333333333,0.12041666666666684,False,True,False
9,,193.0,156.0,manual,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,3.34375,0.12041666666666684,False,True,False
10,,193.0,156.0,51.0,193.0,156.0,555,224,False,27.81981981981982,20.892857142857142,0.0,0.0,0.0,bin_1627,3.4641666666666664,0.1204166666666664,False,True,False
11,,218.0,143.0,51.0,213.83333333299998,145.16666666700002,555,224,False,30.82282282277477,19.44196428575893,6.670267496445721,-25.787386434350285,-25.787386434350285,bin_1550,2.6591666666666667,-0.8049999999999997,True,False,False
12,,257.0,129.0,51.0,255.391304348,129.60248447200001,555,224,False,36.813160987099096,17.357475598928573,12.685305579052365,-19.186625449491412,6.600760984858873,bin_1396,1.277,-1.3821666666666668,True,False,False
13,,282.0,122.0,51.0,281.599919689,122.09891580799999,555,224,False,40.59097941463063,16.352533367142858,7.818393942651725,-14.896352390538489,4.290273058952923,bin_1320,1.099,-0.17799999999999994,True,False,False
14,,298.0,103.0,51.0,298.02475826,103.25153801299999,555,224,False,42.958523713153156,13.828330983883927,6.921521126780321,-46.834269231790586,-31.937916841252097,bin_1082,1.4341666666666666,0.3351666666666666,True,False,True
15,,306.0,79.0,51.0,306.160884201,79.1936736414,555,224,False,44.13129862356757,10.606295576973213,6.85767107810919,-69.99921600964035,-23.164946777849764,bin_844,1.02,-0.41416666666666657,True,False,False
16,,313.0,56.0,51.0,313.085075533,56.0591263124,555,224,False,45.12938025700901,7.507918702553572,6.510332158331576,-72.14466801104328,-2.14545200140293,bin_605,1.1793333333333333,0.15933333333333333,True,True,False
