frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,,,,bin_1515,0.22333333333333333,,False,True,False
3,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,,bin_1515,0.225,0.0016666666666666774,False,True,False
4,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.22666666666666666,0.0016666666666666496,False,True,False
5,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.22833333333333333,0.0016666666666666774,False,True,False
6,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.23,0.0016666666666666774,False,True,False
7,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.23166666666666666,0.0016666666666666496,False,True,False
8,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.23333333333333334,0.0016666666666666774,False,True,False
9,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.235,0.0016666666666666496,False,True,False
10,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.23666666666666666,0.0016666666666666774,False,True,False
11,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.23833333333333334,0.0016666666666666774,False,True,False
12,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.24,0.0016666666666666496,False,True,False
13,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.24166666666666667,0.0016666666666666774,False,True,False
14,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.24333333333333335,0.0016666666666666774,False,True,False
15,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.245,0.0016666666666666496,False,True,False
16,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.24666666666666667,0.0016666666666666774,False,True,False
17,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.24833333333333332,0.0016666666666666496,False,True,False
18,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.25,0.0016666666666666774,False,True,False
19,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.25166666666666665,0.0016666666666666496,False,True,False
20,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.25333333333333335,0.0016666666666667052,False,True,False
21,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.255,0.0016666666666666496,False,True,False
22,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.25666666666666665,0.0016666666666666496,False,True,False
23,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.2583333333333333,0.0016666666666666496,False,True,False
24,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.26,0.0016666666666667052,False,True,False
25,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.26166666666666666,0.0016666666666666496,False,True,False
26,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.2633333333333333,0.0016666666666666496,False,True,False
27,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.265,0.0016666666666667052,False,True,False
28,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.26666666666666666,0.0016666666666666496,False,True,False
29,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.2683333333333333,0.0016666666666666496,False,True,False
30,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.27,0.0016666666666667052,False,True,False
31,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.27166666666666667,0.0016666666666666496,False,True,False
32,,529.0,136.0,manual,529.0,136.0,559,220,False,75.70661896243291,18.545454545454547,0.0,0.0,0.0,bin_1515,0.2733333333333333,0.0016666666666666496,False,True,False
