frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
3,,211.0,180.0,350,211.0,180.0,545,213,False,5.7,30.972477064220183,25.35211267605634,,,,,bin_2030,1.73175,,False,False
4,,215.0,174.0,350,214.33333333299998,175.0,545,213,False,5.7,31.461773700256877,24.64788732394366,1.715044657838452,0.3008850276909565,-55.20837982877428,,bin_1951,1.8383333333333334,0.10658333333333347,True,False
5,,219.0,167.0,350,218.826086957,167.29813664600002,545,213,False,5.7,32.1212604707523,23.56311783746479,2.539013697681923,0.44544099959331984,-58.70244553062284,-3.4940657018485624,bin_1872,1.6516666666666666,-0.18666666666666676,True,False
6,,225.0,157.0,350,224.88569134,157.18980056200002,545,213,False,5.7,33.01074368293578,22.139408529859157,3.357456523810347,0.5890274603176048,-58.00431559662901,0.6981299339938261,bin_1793,1.674,0.022333333333333316,True,False
7,,236.0,153.0,350,235.86267959900002,152.965001439,545,213,False,5.7,34.62204471177982,21.544366399859154,3.4353259769802342,0.6026887678912691,-20.26883328588345,37.73548231074557,bin_1714,1.8079166666666668,0.1339166666666669,True,True
8,,248.0,155.0,350,247.92633018700002,154.87439563200002,545,213,False,5.7,36.39285580726606,21.813295159436624,3.5822309326033386,0.6284615671233927,8.635385518355372,28.904218804238823,bin_1716,1.69,-0.11791666666666689,True,False
9,,258.0,163.0,350,258.007157696,162.840712263,545,213,False,5.7,37.872610304,22.935311586338027,3.714078207491547,0.6515926679809732,37.17104089656744,28.53565537821207,bin_1797,1.4245,-0.26549999999999985,True,False
10,,262.0,176.0,350,262.111351202,175.84605885,545,213,False,5.7,38.47506072689908,24.767050542253518,3.8565342548301857,0.6765849569877519,71.79420505390553,34.62316415733809,bin_1958,1.1833333333333333,-0.24116666666666675,True,True
11,,260.0,187.0,350,260.153722635,186.973770973,545,213,False,5.7,38.18770240513762,26.334333939859157,3.1868178821487976,0.5590908565173329,100.38967243014393,28.595467376238403,bin_2118,1.2328333333333334,0.0495000000000001,True,False
12,,257.0,197.0,350,257.080501469,197.009550948,545,213,False,5.7,37.73658737159633,27.747824077183097,2.967462984974884,0.5206075412236638,107.7004704599449,7.310798029800964,bin_2197,1.7670000000000001,0.5341666666666667,True,False
13,,254.0,197.0,350,254.03111469099997,197.182847991,545,213,False,5.7,37.2889709638165,27.77223211140845,0.8965627711397822,0.1572917142350495,176.878814734603,69.1783442746581,bin_2197,1.7817500000000002,0.01475000000000004,False,True
14,,255.0,197.0,350,254.940304756,197.076730105,545,213,False,5.7,37.422430055926604,27.75728593028169,0.268586802334935,0.04712049163770789,-6.389970752126236,176.73121451327077,bin_2197,1.7965,0.014749999999999819,False,True
15,,255.0,196.0,350,254.99217530099997,196.046845404,545,213,False,5.7,37.43004408088073,27.612231747042255,0.29050775859698746,0.05096627343806798,-86.99525047015999,-80.60527971803376,bin_2197,1.81125,0.01475000000000004,False,True
16,,256.0,196.0,350,255.97993757900002,196.00049688099998,545,213,False,5.7,37.57503670884404,27.605703786056335,0.29027901362889497,0.050926142741911394,-2.5778703648240273,84.41738010533597,bin_2197,1.826,0.01475000000000004,False,True
17,,256.0,196.0,350,256.00953823099996,195.99937342299998,545,213,False,5.7,37.5793817586789,27.605545552535208,0.008695860144834314,0.0015255894990937394,-2.085616657261729,0.49225370756229836,bin_2197,1.84075,0.01475000000000004,False,False
18,,256.0,196.0,350,256.004369338,195.99972761799998,545,213,False,5.7,37.57862302209175,27.605595439154925,0.0015207496618564631,0.00026679818629060756,176.23824044508896,178.3238571023507,bin_2197,1.8555000000000001,0.01475000000000004,False,True
19,,256.0,196.0,350,256.001667487,195.99989662,545,213,False,5.7,37.5782264201101,27.605619242253518,0.0007946312839307964,0.00013940899718084147,176.5653649222703,0.32712447718134285,bin_2197,1.87025,0.014749999999999819,False,False
20,,255.0,197.0,350,255.01845969,196.98212505200001,545,213,False,5.7,37.433902339816505,27.743961274929582,0.3998397586910875,0.0701473260861557,136.2123665015322,-40.35299842073812,bin_2197,1.885,0.01475000000000004,False,True
21,,256.0,196.0,350,255.97206120299998,196.028156825,545,213,False,5.7,37.57388054355963,27.6095995528169,0.38805654171647724,0.06808009503797846,-43.82716398473777,179.96046951373003,bin_2197,1.89975,0.01475000000000004,False,True
22,,256.0,196.0,350,256.005756843,195.994324424,545,213,False,5.7,37.57882669255046,27.604834425915495,0.013736203875296308,0.0024098603289993523,-43.932107293626416,-0.10494330888864312,bin_2197,1.9145,0.01475000000000004,False,False
23,,256.0,196.0,350,256.00291948299997,195.997110806,545,213,False,5.7,37.578410199339444,27.605226874084508,0.0011445211403574502,0.0002007931825188509,136.70256329748173,-179.36532940889185,bin_2197,1.9292500000000001,0.01475000000000004,False,True
24,,256.0,196.0,350,256.001125167,195.99888612200002,545,213,False,5.7,37.57814681350459,27.605476918591553,0.000726345244373337,0.0001274289902409363,136.4884780691621,-0.21408522831961818,bin_2197,1.944,0.014749999999999819,False,False
25,,256.0,196.0,350,256.000421139,195.999583068,545,213,False,5.7,37.57804346994496,27.605575079999998,0.0002850652797161319,5.001145258177753e-05,136.4731644726814,-0.01531359648072339,bin_2197,1.95875,0.01475000000000004,False,False
26,,256.0,196.0,350,256.00015705,195.999844518,545,213,False,5.7,37.57800470458715,27.605611903943664,0.00010693466777625606,1.8760468030922117e-05,136.47124507358686,-0.0019193990945325368,bin_2197,1.9735,0.01475000000000004,False,False
27,,256.0,196.0,350,256.000058539,195.99994204599997,545,213,False,5.7,37.57799024425688,27.605625640281687,3.988925337937042e-05,6.998114627959723e-06,136.47083291144517,-0.0004121621416857124,bin_2197,1.98825,0.01475000000000004,False,False
28,,256.0,196.0,350,256.00002181900004,195.999978399,545,213,False,5.7,37.577984854165145,27.605630760422535,1.4868615434292376e-05,2.608529023560066e-06,136.4712944367386,0.0004615252934172531,bin_2197,2.003,0.01475000000000004,False,False
29,,256.0,195.0,350,256.000008132,195.017828277,545,213,False,5.7,37.57798284506422,27.467299757323946,0.2766620062263578,0.04853719407479961,-90.0008321562124,133.52787340704901,bin_2197,2.01775,0.014749999999999819,False,True
30,,256.0,196.0,350,256.000003031,195.97182577599997,545,213,False,5.7,37.57798209629358,27.601665602253515,0.2687316898633103,0.04714591050233514,90.00031928796656,-179.99884855582104,bin_2197,2.0325,0.014750000000000263,False,True
31,,256.0,196.0,350,256.00000113,196.005669091,545,213,False,5.7,37.577981817247704,27.606432266338025,0.009533328185355853,0.001672513716729097,90.00335415938609,0.00303487141952985,bin_2197,2.04725,0.014749999999999819,False,False
32,,256.0,195.0,350,256.000000421,195.020723104,545,213,False,5.7,37.57798171317431,27.467707479436623,0.27744957380288315,0.048675363825067215,-90.00004298414392,179.99660285647,bin_2197,2.062,0.014749999999999819,False,True
33,,256.0,193.0,350,256.000000157,193.026450737,545,213,False,5.7,37.57798167442201,27.186824047464786,0.5617668639436797,0.09855559016555784,-90.00000790485602,3.5079287897588074e-05,bin_2197,2.07675,0.014750000000000263,False,False
34,,256.0,191.0,350,256.000000058,191.01075477400002,545,213,False,5.7,37.577981659889915,26.90292320760564,0.5678016797182942,0.09961432977513933,-90.00000293281236,4.972043655016023e-06,bin_2117,1.6166666666666667,-0.4600833333333334,False,False
35,,256.0,189.0,350,256.000000022,189.004051356,545,213,False,5.7,37.5779816546055,26.620288923380283,0.565268568450712,0.0991699242895986,-90.00000107125913,1.861553229787205e-06,bin_2117,1.6283333333333334,0.011666666666666714,False,False
36,,256.0,187.0,350,256.000000008,187.001512055,545,213,False,5.7,37.577981652550456,26.33824113450704,0.5640955777464853,0.09896413644675181,-90.00000041746634,6.537927959016088e-07,bin_2117,1.6400000000000001,0.011666666666666714,False,False
37,,256.0,184.0,350,256.00000000299997,184.018399992,545,213,False,5.7,37.57798165181651,25.918084505915495,0.8403132571830909,0.14742337845317385,-90.00000010008678,3.173795590782902e-07,bin_2037,1.47625,-0.16375000000000006,False,False
38,,256.0,182.0,350,256.000000001,181.989875195,545,213,False,5.7,37.57798165152293,25.632376788028168,0.5714154357746537,0.10024832206572871,-90.00000005887348,4.1213297663489357e-08,bin_2037,1.4875,0.011249999999999982,False,False
39,,257.0,181.0,350,256.982163673,180.977577291,545,213,False,5.7,37.72215246576147,25.489799618450704,0.4055291504339643,0.07114546498841479,-44.68157344361086,45.318426615262624,bin_2037,1.49875,0.011249999999999982,False,True
40,,257.0,179.0,350,257.01033489599996,179.008586588,545,213,False,5.7,37.72628769115595,25.21247698422535,0.5547069263773514,0.09731700462760551,-89.14571197807174,-44.464138534460886,bin_2037,1.5100000000000002,0.011250000000000204,False,True
41,,257.0,178.0,350,257.004664686,177.98617487599998,545,213,False,5.7,37.7254553667523,25.068475334647886,0.28800810992014747,0.05052773858248201,-90.3311638762802,-1.1854518982084556,bin_2037,1.5212500000000002,0.011249999999999982,False,False
42,,257.0,177.0,350,257.00177749200003,176.99403240900003,545,213,False,5.7,37.72503155845872,24.928736959014092,0.2794780366199888,0.04903123449473488,-90.17377010418843,0.15739377209176553,bin_1957,1.8165,0.2952499999999998,False,False
43,,258.0,175.0,350,257.982828032,175.015573125,545,213,False,5.7,37.86903897717431,24.650080721830985,0.6273354291483202,0.11005884721900354,-62.6704239925111,27.503346111677338,bin_1957,1.8314166666666667,0.01491666666666669,False,False
44,,258.0,174.0,350,258.010582602,173.988819708,545,213,False,5.7,37.87311304249541,24.505467564507043,0.2893410671124289,0.050761590721478754,-88.38628083771611,-25.715856845205018,bin_1957,1.8463333333333334,0.01491666666666669,False,False
45,,258.0,172.0,350,258.004757014,172.01285646,545,213,False,5.7,37.87225791031193,24.22716288169014,0.5566119931473545,0.09765122686795694,-90.17604917873776,-1.7897683410216416,bin_1957,1.86125,0.01491666666666669,False,False
46,,259.0,171.0,350,258.983975577,170.987770135,545,213,False,5.7,38.01599641497248,24.082784526056336,0.4074597761623667,0.07148417125655557,-45.12724246674707,45.048806711990686,bin_1958,1.5553333333333335,-0.3059166666666666,False,True
47,,259.0,169.0,350,259.011012082,169.012463496,545,213,False,5.7,38.01996507625688,23.80457232338028,0.5564810149151644,0.0976282482307306,-89.1827385061719,-44.05549603942483,bin_1878,1.9968333333333332,0.4414999999999998,False,True
48,,259.0,168.0,350,259.00491717299997,167.987623586,545,213,False,5.7,38.01907041071559,23.660228674084507,0.2886928438216097,0.05064786733712451,-90.35512406279908,-1.1723855566271766,bin_1878,2.0140000000000002,0.017166666666666996,False,False
49,,260.0,167.0,350,259.984035275,166.994572543,545,213,False,5.7,38.16279416880734,23.52036233,0.4010940680068957,0.07036738035208696,-44.220706534236186,46.13441752856289,bin_1878,2.0311666666666666,0.01716666666666633,False,True
50,,260.0,166.0,350,260.011034332,165.997938122,545,213,False,5.7,38.16675733313762,23.37999128478873,0.28085396208858115,0.04927262492782125,-88.38276987471694,-44.162063340480756,bin_1878,2.0483333333333333,0.017166666666666774,False,True
51,,260.0,165.0,350,260.004925466,164.999229641,545,213,False,5.7,38.16586061886238,23.239328118450704,0.2813320490859908,0.04935649983964751,-90.36525018428682,-1.9824803095698798,bin_1878,2.0655,0.017166666666666774,False,False
52,,260.0,164.0,350,260.001874693,163.999712786,545,213,False,5.7,38.165412798972476,23.09855109661972,0.281555468199468,0.049395696175345255,-90.18226059050173,0.18298959378509494,bin_1878,2.0826666666666664,0.01716666666666633,False,False
53,,260.0,163.0,350,260.000700588,162.999892947,545,213,False,5.7,38.1652404532844,22.957731400985917,0.28163960219708273,0.04941045652580399,-90.07012283025746,0.11213776024426636,bin_1798,2.41575,0.3330833333333336,False,False
54,,260.0,162.0,350,260.00026120900003,161.999960099,545,213,False,5.7,38.165175957284404,22.816895788591548,0.2816712543248314,0.04941600953067218,-90.0262387351745,0.04388409508295865,bin_1798,2.4385,0.022749999999999826,False,False
55,,260.0,161.0,350,260.000097361,160.999985128,545,213,False,5.7,38.16515190620183,22.676054243380282,0.28168309452966295,0.04941808675958999,-90.00978422601709,0.016454509157412645,bin_1798,2.4612499999999997,0.022749999999999826,False,False
56,,261.0,160.0,350,260.982199961,159.999994457,545,213,False,5.7,38.30931375574311,22.535210486901413,0.4030861079334925,0.07071686104096359,-44.33298105075235,45.67680317526474,bin_1798,2.484,0.02275000000000027,False,True
57,,261.0,159.0,350,261.010348421,158.999997934,545,213,False,5.7,38.313445639779815,22.39436590619718,0.28181035026729495,0.049440412327595606,-88.31962553587508,-43.986644485122724,bin_1798,2.5067500000000003,0.02275000000000027,False,True
58,,261.0,159.0,350,261.004669727,158.982162902,545,213,False,5.7,38.31261207001835,22.391853929859156,0.005293340597397648,0.0009286562451574821,-108.35781705571847,-20.038191519843394,bin_1798,2.5294999999999996,0.022749999999999382,False,False
59,,261.0,159.0,350,261.001779371,158.992498281,545,213,False,5.7,38.31218779757798,22.393309617042256,0.0030325120139607325,0.0005320196515720584,106.24921346552021,-145.3929694787613,bin_1798,2.55225,0.02275000000000027,False,True
60,,261.0,158.0,350,261.00066506,158.014999475,545,213,False,5.7,38.31202422899083,22.25563372887324,0.2753519706688909,0.048307363275244014,-90.0680713625288,163.68271517195097,bin_1798,2.575,0.02275000000000027,False,True
61,,261.0,157.0,350,261.000247967,157.006442139,545,213,False,5.7,38.31196300433027,22.113583399859156,0.2841006844164108,0.049842225336212416,-90.02469487018499,0.04337649234381047,bin_1798,2.59775,0.022749999999999826,False,False
62,,261.0,156.0,350,261.000092425,156.00244183700002,545,213,False,5.7,38.311940172477065,21.972174906619724,0.28281699016530054,0.049617015818473775,-90.00925099183188,0.015443878353110563,bin_1718,2.862333333333333,0.26458333333333295,False,False
