frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
4,174.0,104.0,0,174.0,104.0,537,210,False,4.3,25.921787709497206,14.857142857142858,,,,,bin_1145,4.123666666666667,,False,False
5,166.0,92.0,0,167.33333333299998,94.0,537,210,False,4.3,24.92861576655493,13.428571428571429,3.4797740356398705,0.8092497757302025,-124.80781310921506,,bin_1064,5.6466666666666665,1.5229999999999997,True,False
6,165.0,87.0,0,165.086956522,87.26086956520001,537,210,False,4.3,24.59396000327747,12.465838509314288,2.038478995443608,0.4740648826613042,-109.16797182742458,15.639841281790481,bin_984,7.7485,2.1018333333333334,True,False
7,163.0,85.0,0,163.035604337,85.0206130371,537,210,False,4.3,24.288358188007447,12.145801862442857,0.8850218637684439,0.20581903808568464,-133.6782970169976,-24.51032518957301,bin_984,8.074916666666667,0.3264166666666668,False,False
8,163.0,84.0,0,162.97679389799998,83.98559765430001,537,210,False,4.3,24.279596856312846,11.997942522042859,0.29623737425642566,0.06889241261777342,-93.3910678463616,40.287229170635996,bin_904,13.164000000000001,5.089083333333335,False,True
9,162.0,81.0,0,162.007505587,81.0293920619,537,210,False,4.3,24.135196363054003,11.575627437414287,0.8926399792934102,0.2075906928589326,-108.8768902304796,-15.48582238411801,bin_904,13.43825,0.27424999999999855,False,False
10,161.0,73.0,0,161.003571129,73.1018540601,537,210,False,4.3,23.985634432625698,10.443122008585712,2.284677060207534,0.5313202465598916,-97.52311144905815,11.353778781421454,bin_823,30.129166666666666,16.690916666666666,True,False
11,159.0,66.0,0,159.01920584,66.02447536449999,537,210,False,4.3,23.690012043202984,9.432067909214284,2.1067728771595333,0.4899471807347752,-106.2984067055231,-8.775295256464958,bin_743,35.01533333333334,4.886166666666671,True,False
12,157.0,63.0,0,157.00801372799998,62.9371307902,537,210,False,4.3,23.390393106592175,8.991018684314286,1.066388158150083,0.24799724608141463,-124.18952975960362,-17.89112305408051,bin_663,40.986000000000004,5.970666666666666,True,False
13,157.0,62.0,0,156.967355064,61.937449798900005,537,210,False,4.3,23.384335949944134,8.848207114128572,0.2858799309190343,0.0664837048648917,-92.4286661884857,31.76086357111791,bin_663,41.039833333333334,0.05383333333332985,False,True
14,157.0,62.0,0,156.986127569,61.9569782585,537,210,False,4.3,23.387132598733704,8.850996894071429,0.007900409250606701,0.0018373044768852794,44.92955146350468,137.3582176519904,bin_663,41.09366666666667,0.05383333333333695,False,True
15,156.0,59.0,0,156.01258426,59.0365309779,537,210,False,4.3,23.242098213780263,8.4337901397,0.8833944729552368,0.20544057510586902,-109.16908313671543,-154.09863460022012,bin_663,41.1475,0.05383333333332985,False,True
16,148.0,59.0,0,148.13039429399998,58.96262221600001,537,210,False,4.3,22.067842725363125,8.423231745142859,2.3486059114065063,0.5461874212573271,-179.48483515705988,-70.31575202034445,bin_662,50.68,9.532499999999999,True,True
17,140.0,63.0,0,140.054615528,62.9122831204,537,210,False,4.3,20.864747192253258,8.987469017199999,2.6576700780701863,0.6180628088535317,154.87398999811265,-25.641174844827447,bin_660,62.86933333333333,12.18933333333333,True,False
18,133.0,68.0,0,133.002807593,67.94593922899999,537,210,False,4.3,19.81419852409683,9.706562746999998,2.5461722615745517,0.5921330840871051,145.60861358857358,-9.265376409539073,bin_739,60.997,-1.87233333333333,True,False
19,131.0,73.0,0,130.911025012,72.9788281853,537,210,False,4.3,19.502573558584732,10.425546883614286,1.5672246907618714,0.3644708583167143,113.43306522338547,-32.17554836518811,bin_819,54.03025,-6.9667499999999976,True,True
20,129.0,74.0,0,128.962529674,74.0634053168,537,210,False,4.3,19.21229492350093,10.580486473828572,0.6580819480942638,0.1530423135102939,151.90841235008946,38.475347126703994,bin_819,54.045,0.014749999999999375,False,True
21,129.0,75.0,0,128.950155421,75.0270440288,537,210,False,4.3,19.21045145936685,10.71814914697143,0.27535003131905317,0.06403489100443097,90.76721161439558,-61.141200735693886,bin_819,54.05975,0.014749999999999375,False,True
22,128.0,75.0,0,127.997541504,75.0280793284,537,210,False,4.3,19.068535047150835,10.718297046914286,0.2838329785677437,0.066007669434359,179.9402885169116,89.17307690251603,bin_819,54.0745,0.014749999999999375,False,True
23,128.0,76.0,0,127.98201874600001,75.9934906415,537,210,False,4.3,19.066222531992555,10.856212948785714,0.27587057628798917,0.06415594797395097,90.96062123110228,-88.97966728580933,bin_819,54.08925,0.014749999999999375,False,True
24,126.0,77.0,0,126.028154122,76.9967615242,537,210,False,4.3,18.775144003277468,10.9995373606,0.6489024484492268,0.15090754615098298,153.78478581075916,62.82416457965688,bin_818,58.832,4.742750000000001,False,True
25,126.0,83.0,0,125.976488856,82.9095724579,537,210,False,4.3,18.767447129385477,11.844224636842858,1.6894446857050847,0.39289411295467086,90.52207035319512,-63.26271545756404,bin_898,52.17541666666666,-6.656583333333337,True,True
26,130.0,88.0,0,129.918264431,87.9798629398,537,210,False,4.3,19.354676265325885,12.568551848542857,1.864926773582719,0.4337039008331905,50.9675034236891,-39.55456692950602,bin_979,36.185833333333335,-15.989583333333329,True,True
27,134.0,93.0,0,133.966043789,92.9931438432,537,210,False,4.3,19.957697398733703,13.284734834742858,1.8724877111039218,0.4354622583962609,49.90285269035353,-1.0646507333355757,bin_1059,28.5,-7.685833333333335,True,False
28,140.0,97.0,0,139.951504229,97.015312002,537,210,False,4.3,20.849386104878956,13.859330286,2.121573643569691,0.4933892194348119,32.79733468216284,-17.105518008190685,bin_1060,25.576,-2.9239999999999995,True,False
29,146.0,101.0,0,145.98020976700002,101.006562064,537,210,False,4.3,21.7475172837244,14.429508866285714,2.1276684213767294,0.49480660962249523,32.40942225279342,-0.38791242936942183,bin_1141,17.65925,-7.91675,True,False
30,152.0,99.0,0,151.9925418,99.1095046658,537,210,False,4.3,22.64320920670391,14.158500666542858,1.8715869899297766,0.43525278835576203,-16.834163879555557,-49.24358613234898,bin_1142,14.415,-3.244250000000001,True,True
31,151.0,91.0,0,151.12207058,91.1529553469,537,210,False,4.3,22.513530067783986,13.021850763842858,2.2880469229270046,0.5321039355644197,-96.50867035570093,-79.67450647614537,bin_1062,19.965583333333335,5.550583333333336,True,True
32,150.0,83.0,0,150.051472303,83.062375335,537,210,False,4.3,22.35403684216015,11.866053619285713,2.3334996279291285,0.5426743320765415,-97.8568610897947,-1.3481907340937767,bin_902,34.285333333333334,14.319749999999999,True,False
33,146.0,75.0,0,146.072979421,75.0235050598,537,210,False,4.3,21.761337716350095,10.717643579971428,2.5846762831223873,0.6010875077028808,-117.29844402314575,-19.441582933351043,bin_821,48.14225,13.856916666666663,True,False
34,141.0,69.0,0,141.047611237,68.973100331,537,210,False,4.3,21.012679513891992,9.853300047285714,2.2869882785912283,0.5318577392072624,-130.89774080740662,-13.599296784260872,bin_741,51.502833333333335,3.360583333333338,True,False
35,134.0,65.0,0,134.054394849,64.9525948955,537,210,False,4.3,19.97085956782123,9.278942127928572,2.379307310592017,0.5533272815330272,-151.1319428971173,-20.234202089710692,bin_739,60.597500000000004,9.094666666666669,True,False
36,126.0,61.0,0,126.03986398299999,60.980542606099995,537,210,False,4.3,18.776888489087522,8.711506086585713,2.6438990887455494,0.6148602531966394,-154.58054562147802,-3.448602724360711,bin_658,73.181,12.583499999999994,True,False
37,117.0,59.0,0,117.033631736,58.9569896733,537,210,False,4.3,17.43517791225326,8.422427096185714,2.744998313062952,0.6383717007123144,-167.84117428428962,-13.260628662811598,bin_657,76.61283333333334,3.431833333333344,True,False
38,109.0,61.0,0,108.995597159,60.910912866400004,537,210,False,4.3,16.237705349571694,8.701558980914285,2.459150379661462,0.5718954371305726,166.8786103174026,-25.280215398307746,bin_656,78.28466666666667,1.6718333333333248,True,False
39,107.0,69.0,0,106.89053046299999,68.85628176659999,537,210,False,4.3,15.924101372513963,9.836611680942855,2.355157817445424,0.5477111203361451,105.44495604703603,-61.433654270366574,bin_735,70.851,-7.433666666666667,True,True
40,113.0,78.0,0,112.811348259,77.9233090204,537,210,False,4.3,16.806159889608935,11.13190128862857,3.1341999906568794,0.7288837187574139,55.74615538176443,-49.6988006652716,bin_896,53.46,-17.391,True,True
41,122.0,81.0,0,121.86910220799999,81.0773274128,537,210,False,4.3,18.15554595277467,11.582475344685713,2.8452484794532134,0.6616856928960961,18.464701414983242,-37.281453966781186,bin_898,53.062083333333334,-0.39791666666666714,True,True
42,132.0,81.0,0,131.930476786,81.0873984915,537,210,False,4.3,19.654447193445066,11.583914070214286,2.997803862306137,0.697163688908404,0.05499553480416615,-18.409705880179075,bin_899,46.623,-6.439083333333336,True,False
43,140.0,76.0,0,140.00876798299998,76.1245596221,537,210,False,4.3,20.857917017951582,10.874937088871429,2.793555425311462,0.6496640523980145,-30.50279496144267,-30.557790496246838,bin_820,51.565416666666664,4.9424166666666665,True,True
44,145.0,71.0,0,145.058436576,71.0508272258,537,210,False,4.3,21.610195393072622,10.150118175114287,2.089291948402459,0.48588184846568816,-43.9349854941065,-13.432190532663828,bin_821,48.306333333333335,-3.2590833333333293,True,False
45,150.0,64.0,0,150.024420307,64.0548273972,537,210,False,4.3,22.350006749646184,9.150689628171428,2.4869083326568573,0.5783507750364785,-53.48988308184707,-9.55489758774057,bin_742,49.07875,0.7724166666666648,True,False
46,152.0,57.0,0,152.062737148,57.022152211000005,537,210,False,4.3,22.653666614227188,8.146021744428571,2.099111116622179,0.48816537595864634,-73.18261045230481,-19.692727370457746,bin_662,50.755,1.6762500000000031,True,False
47,153.0,48.0,0,153.04378614799998,48.0440113007,537,210,False,4.3,22.799819165437615,6.863430185814285,2.5817836272266823,0.600414797029461,-83.49913116467677,-10.316520712371954,bin_502,62.311,11.555999999999997,True,False
48,151.0,40.0,0,151.070805142,40.00027841,537,210,False,4.3,22.505892758584732,5.714325487142857,2.3722009536750455,0.5516746403895455,-104.34789956857614,-20.84876840389937,bin_422,57.742000000000004,-4.5689999999999955,True,False
49,147.0,32.0,0,147.06467022,31.999332091,537,210,False,4.3,21.909075637988828,4.571333155857143,2.578854121360367,0.5997335165954342,-117.57145727317555,-13.223557704599415,bin_341,62.806749999999994,5.064749999999989,True,False
50,142.0,26.0,0,142.043771806,25.9640414762,537,210,False,4.3,21.161083323054005,3.7091487823142852,2.282852949432395,0.5308960347517198,-130.94343455098428,-13.371977277808725,bin_261,66.39333333333333,3.586583333333337,True,False
51,134.0,22.0,0,134.070764631,21.949216166,537,210,False,4.3,19.97329826905028,3.1356023094285717,2.638021145536386,0.6134932896596246,-154.2254696629349,-23.28203511195062,bin_259,78.69125,12.297916666666666,True,False
52,124.0,24.0,0,124.064653438,23.872265223499998,537,210,False,4.3,18.48262993489758,3.4103236033571425,3.031543416666413,0.7050100968991658,169.5578966175088,-36.216633719556285,bin_258,82.122,3.4307500000000033,True,True
53,122.0,32.0,0,121.88323852200001,31.840166361599998,537,210,False,4.3,18.157651921340783,4.548595194514285,2.3675074863921646,0.5505831363702709,105.934112824014,-63.623783793494795,bin_338,78.54266666666666,-3.579333333333338,True,True
54,124.0,42.0,0,123.878395085,41.899384362,537,210,False,4.3,18.45488194934823,5.985626337428571,2.934896383353148,0.6825340426402671,78.3139480769031,-27.62016474711089,bin_418,79.7865,1.2438333333333418,True,False
55,131.0,47.0,0,130.861757526,47.049716521,537,210,False,4.3,19.495233895865923,6.721388074428571,2.548472096183443,0.5926679293449867,35.26886216424322,-43.045085912659886,bin_499,74.48833333333333,-5.298166666666674,True,True
56,139.0,49.0,0,138.926191961,49.076212894899996,537,210,False,4.3,20.696639398286777,7.010887556414286,2.471586641262736,0.574787590991334,13.548127403971671,-21.720734760271547,bin_580,66.50733333333334,-7.9809999999999945,True,False
57,148.0,49.0,0,147.953587932,49.066838785,537,210,False,4.3,22.041502857653633,7.009548397857143,2.689728252211236,0.6255181981886596,-0.05705271232493859,-13.60518011629661,bin_582,58.057,-8.450333333333333,True,False
58,155.0,46.0,0,155.017469576,46.0802600412,537,210,False,4.3,23.093850216163872,6.582894291600001,2.2710954971991466,0.5281617435346853,-22.06915267295107,-22.01209996062613,bin_503,53.05266666666667,-5.004333333333335,True,False
59,160.0,39.0,0,160.04384766299998,39.103908151999995,537,210,False,4.3,23.842658869720665,5.586272593142856,2.4931660269441673,0.5798060527777134,-53.08074329773079,-31.01159062477972,bin_423,53.3925,0.3398333333333312,True,True
60,164.0,32.0,0,164.035965765,32.0422691518,537,210,False,4.3,24.437387823463688,4.577467021685714,2.3421282709734244,0.5446809932496336,-59.47904582397687,-6.398302526246077,bin_344,51.86,-1.5324999999999989,True,False
61,166.0,24.0,0,166.050016711,24.0337601431,537,210,False,4.3,24.737432657132217,3.433394306157143,2.3655268171196826,0.5501225156092285,-75.30454624944922,-15.825500425472349,bin_264,48.772666666666666,-3.0873333333333335,True,False
62,168.0,17.0,0,168.020394053,16.9956082639,537,210,False,4.3,25.030971181080073,2.4279440376999997,2.094846158916714,0.4871735253294684,-73.72497618438385,1.5795700650653686,bin_185,40.94166666666667,-7.830999999999996,True,False
63,168.0,8.0,0,168.043357676,8.03322346388,537,210,False,4.3,25.03439220499069,1.1476033519828572,2.5606905122698755,0.5955094214581106,-89.84690811795964,-16.121931933575794,bin_105,29.76925,-11.17241666666667,True,False
64,166.0,7.0,0,166.053543857,6.8713605181599995,537,210,False,4.3,24.73795811649907,0.9816229311657142,0.6794782378104394,0.15801819483963706,-150.75450925490975,-60.907601136950106,bin_24,21.593333333333334,-8.175916666666666,False,True
65,167.0,7.0,0,166.96823663799998,6.927469125569999,537,210,False,4.3,24.87422519746741,0.9896384465099999,0.27300524421239253,0.06348959167730059,3.3663788290435215,154.12088808395328,bin_24,21.682916666666667,0.08958333333333357,False,True
66,167.0,7.0,0,167.003522571,6.97179011487,537,210,False,4.3,24.87948194726257,0.9959700164099999,0.0164586993176844,0.0038276044924847445,50.299040119471506,46.93266129042799,bin_24,21.7725,0.08958333333333357,False,True
67,168.0,8.0,0,167.984211703,7.971593113310001,537,210,False,4.3,25.025580886852886,1.1387990161871429,0.4086319778321524,0.0950306925191052,44.35158312320627,-5.947456996265238,bin_105,30.521583333333332,8.749083333333331,False,False
68,168.0,9.0,0,168.01113340700002,8.98855606419,537,210,False,4.3,25.029591569013036,1.2840794377414286,0.29067154286844615,0.06759803322522004,88.4186664111715,44.06708328796523,bin_105,30.709666666666667,0.18808333333333493,False,True
69,168.0,10.0,0,168.004963987,9.99569369353,537,210,False,4.3,25.028672474785846,1.4279562419328573,0.28775947955566755,0.06692080919899246,90.36600412552986,1.9473377143583548,bin_105,30.897750000000002,0.18808333333333493,False,False
70,168.0,11.0,0,168.001889127,10.9983930126,537,210,False,4.3,25.0282143950838,1.5711990018,0.28648698463538835,0.06662488014776474,90.18322702077494,-0.18277710475491915,bin_105,31.085833333333333,0.18808333333333138,False,False
71,168.0,11.0,0,168.00070597200002,11.0172372849,537,210,False,4.3,25.028038133631288,1.5738910407,0.005395606189764128,0.0012547921371544484,93.74609848732841,3.5628714665534744,bin_105,31.27391666666667,0.18808333333333493,False,False
72,168.0,12.0,0,168.000263216,11.9894418275,537,210,False,4.3,25.027972173705773,1.7127774039285715,0.27777275778283567,0.06459831576345015,90.02721091529065,-3.718887572037758,bin_105,31.462000000000003,0.18808333333333493,False,False
73,170.0,8.0,0,169.964425454,8.08443373298,537,210,False,4.3,25.320584797616387,1.1549191047114284,1.259885756213313,0.2929966874914682,-62.32170533759789,-152.34891625288856,bin_105,31.650083333333335,0.18808333333333138,True,True
74,172.0,6.0,0,171.985033703,6.000025995240001,537,210,False,4.3,25.621606510689013,0.8571465707485716,0.8468354119280528,0.19693846789024483,-44.68910452345587,17.632600814142023,bin_25,20.023,-11.627083333333335,False,False
