frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
2,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,,,,,bin_642,73.79466666666666,,False,False
3,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,,bin_642,73.767,-0.0276666666666614,False,False
4,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.73933333333333,-0.0276666666666614,False,False
5,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.71166666666666,-0.02766666666667561,False,False
6,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.684,-0.0276666666666614,False,False
7,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.65633333333332,-0.02766666666667561,False,False
8,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.62866666666666,-0.0276666666666614,False,False
9,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.601,-0.0276666666666614,False,False
10,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.57333333333332,-0.02766666666667561,False,False
11,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.54566666666666,-0.0276666666666614,False,False
12,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.518,-0.0276666666666614,False,False
13,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.49033333333333,-0.02766666666667561,False,False
14,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.46266666666666,-0.0276666666666614,False,False
15,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.435,-0.0276666666666614,False,False
16,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.40733333333333,-0.02766666666667561,False,False
17,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.37966666666667,-0.0276666666666614,False,False
18,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.35199999999999,-0.02766666666667561,False,False
19,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.32433333333333,-0.0276666666666614,False,False
20,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.29666666666667,-0.0276666666666614,False,False
21,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.26899999999999,-0.02766666666667561,False,False
22,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.24133333333333,-0.0276666666666614,False,False
23,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.21366666666667,-0.0276666666666614,False,False
24,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.18599999999999,-0.02766666666667561,False,False
25,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.15833333333333,-0.0276666666666614,False,False
26,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.13066666666666,-0.02766666666667561,False,False
27,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.103,-0.0276666666666614,False,False
28,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.07533333333333,-0.0276666666666614,False,False
29,,18.0,66.0,manual,18.0,66.0,552,229,False,4.2,2.608695652173913,8.646288209606986,0.0,0.0,0.0,0.0,bin_642,73.04766666666666,-0.02766666666667561,False,False
