frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,,,,bin_1705,3.0366666666666666,,False,True,False
3,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,,bin_1705,3.15,0.11333333333333329,False,True,False
4,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.263333333333333,0.11333333333333329,False,True,False
5,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.376666666666667,0.11333333333333373,False,True,False
6,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.49,0.11333333333333329,False,True,False
7,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.6033333333333335,0.11333333333333329,False,True,False
8,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.716666666666667,0.11333333333333329,False,True,False
9,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.83,0.11333333333333329,False,True,False
10,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,3.9433333333333334,0.11333333333333329,False,True,False
11,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,4.056666666666667,0.11333333333333329,False,True,False
12,176.0,166.0,manual,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,4.17,0.11333333333333329,False,True,False
13,176.0,166.0,0,176.0,166.0,558,227,False,25.232974910394265,21.938325991189426,0.0,0.0,0.0,bin_1705,4.283333333333333,0.11333333333333329,False,True,False
14,176.0,165.0,0,176.0,165.16666666700002,558,227,False,25.232974910394265,21.828193832643176,0.22026431709250005,-90.0,-90.0,bin_1705,4.3966666666666665,0.11333333333333329,False,True,True
15,183.0,188.0,0,182.739130435,187.149068323,558,227,False,26.199158485304658,24.73335704709251,6.12322921439863,71.60418363749802,161.604183637498,bin_1946,3.935,-0.46166666666666645,True,True,True
16,185.0,190.0,0,184.979386963,190.030250301,558,227,False,26.520342216917562,25.114129995726874,0.9962871631502584,49.852214808125666,-21.75196882937236,bin_2026,4.325333333333333,0.390333333333333,False,True,False
17,185.0,190.0,0,185.032779788,190.06526193599998,558,227,False,26.527997102222223,25.118757084052863,0.0178893505085021,31.15137298331668,-18.700841824808986,bin_2026,4.376916666666666,0.051583333333333314,False,True,False
18,186.0,189.0,0,185.996255952,189.04484230000003,558,227,False,26.6661298855914,24.98389986343613,0.3860939564084694,-44.31255023047067,-75.46392321378735,bin_1946,4.182,-0.19491666666666596,False,True,True
19,186.0,189.0,0,186.01568702400002,188.999849842,558,227,False,26.668915702365595,24.977953723612334,0.013132761157275812,-64.8965126321473,-20.583962401676636,bin_1946,4.264333333333333,0.0823333333333327,False,True,False
20,186.0,189.0,0,186.006664382,188.99913695900003,558,227,False,26.66762213362007,24.977859510000002,0.002593990211350221,-175.8343706750484,-110.9378580429011,bin_1946,4.346666666666667,0.08233333333333359,False,True,True
21,186.0,188.0,0,186.002523046,188.01747623900002,558,227,False,26.667028393691755,24.8481246130837,0.2594725111065568,-90.26221591357023,85.57215476147817,bin_1946,4.429,0.08233333333333359,False,True,True
22,187.0,189.0,0,186.983105895,188.97169267299998,558,227,False,26.807613748387094,24.974232511850218,0.3777165290856115,41.8927457145169,132.15496162808714,bin_1946,4.511333333333333,0.0823333333333327,False,True,True
23,188.0,189.0,0,187.992849837,189.005619394,558,227,False,26.952379904946234,24.978716219471366,0.28967114953986883,1.7740018246659681,-40.11874388985093,bin_1946,4.593666666666667,0.08233333333333359,False,True,True
24,188.0,188.0,0,188.01513051,188.020704578,558,227,False,26.95557426666667,24.84855126581498,0.2604082879416108,-88.59419366949862,-90.3681954941646,bin_1946,4.676,0.08233333333333359,False,True,True
25,200.0,187.0,0,199.792455046,187.00860750400003,558,227,False,28.644079576487453,24.714793943259917,3.3875898232401624,-4.529307385530595,84.06488628396802,bin_1948,3.7837500000000004,-0.8922499999999998,True,True,True
26,199.0,187.0,0,199.144315115,186.98541444,558,227,False,28.55115628888889,24.71172878061674,0.1859476550016624,-178.11072947409278,-173.5814220885622,bin_1948,3.8535000000000004,0.06974999999999998,False,True,True
27,199.0,187.0,0,199.046560182,186.993712219,558,227,False,28.537141244731185,24.71282540339207,0.028115763852601637,175.52594364791506,-6.363326877992165,bin_1948,3.9232500000000003,0.06974999999999998,False,True,False
28,200.0,187.0,0,199.99917145700002,186.997615698,558,227,False,28.67371633792115,24.71334128167401,0.2731521349742618,0.2164194585990784,-175.30952418931597,bin_1948,3.9930000000000003,0.06974999999999998,False,True,True
29,200.0,187.0,0,200.01665740400003,186.999109384,558,227,False,28.676223283727605,24.713538685110134,0.005029411652708505,4.502328695374073,4.2859092367749945,bin_1948,4.06275,0.06974999999999998,False,True,False
30,199.0,187.0,0,199.024856717,186.99966796,558,227,False,28.53402963684588,24.713612505726875,0.2843873320878296,179.97025458244383,175.46792588706975,bin_1948,4.1325,0.06974999999999998,False,True,True
31,199.0,187.0,0,198.992320566,186.999876239,558,227,False,28.529364955698924,24.713640031585904,0.009329524720087187,179.66190674237563,-0.30834784006819405,bin_1948,4.20225,0.06974999999999998,False,True,False
32,200.0,187.0,0,199.978490577,186.99995387200002,558,227,False,28.6707513372043,24.71365029145375,0.2827727637552739,0.004157735127283854,-179.65774900724836,bin_1948,4.272,0.06974999999999998,False,True,True
33,201.0,187.0,0,200.991090746,186.999982807,558,227,False,28.815926988673837,24.713654115462557,0.29035130303979884,0.0015092032528561602,-0.0026485318744276934,bin_1948,4.34175,0.06974999999999998,False,True,False
34,201.0,187.0,0,201.01447300799998,186.999993592,558,227,False,28.81927928430107,24.713655540792953,0.00670459186049106,0.024361040987571657,0.022851837734715497,bin_1948,4.4115,0.06974999999999998,False,True,False
35,201.0,187.0,0,201.00624582700001,186.99999761200002,558,227,False,28.818099760143372,24.71365607207049,0.00235904855469446,179.97419301818368,179.9498319771961,bin_1948,4.48125,0.06974999999999998,False,True,True
36,200.0,180.0,0,200.020204993,180.124853403,558,227,False,28.676731898637993,23.80504670524229,1.8390822208422803,-98.84357706529183,81.18222991652448,bin_1868,4.944,0.4627499999999998,True,True,True
37,209.0,202.0,0,208.830022944,201.53525619200002,558,227,False,29.93978823569893,26.63461535577093,6.19734461157172,65.94508110317561,164.78865816846744,bin_2109,4.14825,-0.79575,True,True,True
38,216.0,204.0,0,215.963824949,204.15904212200002,558,227,False,30.962555548243728,26.981371205550666,2.1599005486054894,18.72855466930505,-47.216526433870555,bin_2110,3.6244999999999994,-0.5237500000000006,True,True,True
39,216.0,205.0,0,216.112671903,205.09301406400002,558,227,False,30.983895613333335,27.104803620792957,0.25052712037281805,80.19117255014076,61.46261788083571,bin_2190,4.5825,0.9580000000000002,False,True,True
40,216.0,205.0,0,216.04803170099999,205.054118565,558,227,False,30.974628200860213,27.099663246475775,0.021195129824346244,-150.98409429077512,128.82473315908413,bin_2190,4.62,0.03750000000000053,False,True,True
41,216.0,205.0,0,216.01819106,205.02110163900002,558,227,False,30.970349972759855,27.0952997760793,0.012221801762357076,-134.43484890041012,16.549245390365,bin_2190,4.6575,0.037499999999999645,False,True,False
42,215.0,204.0,0,215.02463024,204.025745777,558,227,False,30.82790397706093,26.963754948502203,0.38778810375227635,-137.27840356020718,-2.8435546597970642,bin_2110,3.7554999999999996,-0.9020000000000001,False,True,False
43,216.0,204.0,0,215.97436163400002,203.992615209,558,227,False,30.964066184086025,26.959376459339207,0.27246517420980737,-1.84179251826147,135.43661104194572,bin_2110,3.7882499999999997,0.03275000000000006,False,True,True
44,216.0,204.0,0,216.006614276,203.996434965,558,227,False,30.968690218781358,26.959881272907488,0.009303017489472872,6.230401599444191,8.07219411770566,bin_2110,3.8209999999999997,0.03275000000000006,False,True,False
45,215.0,204.0,0,215.02107539099998,203.998632369,558,227,False,30.82739432129032,26.960171678722467,0.2825923918532495,179.88224000547322,173.65183840602904,bin_2110,3.85375,0.03275000000000006,False,True,True
46,214.0,204.0,0,214.008745712,203.999488402,558,227,False,30.682257449749105,26.960284810837006,0.2902738312672813,179.95533876878557,0.07309876331234477,bin_2110,3.8865,0.03275000000000006,False,True,False
47,214.0,203.0,0,213.985465953,203.017645558,558,227,False,30.678919849892473,26.830525844669605,0.2596037663335084,-91.4734105500404,88.57125068117404,bin_2110,3.91925,0.03275000000000006,False,True,True
48,214.0,203.0,0,213.99373141799998,202.98959399700001,558,227,False,30.680104862795694,26.826818589911895,0.007784084639664942,-72.27367637728702,19.19973417275338,bin_2110,3.9519999999999995,0.03274999999999961,False,True,False
49,213.0,204.0,0,213.01545918099998,203.97747248299999,558,227,False,30.539850778637994,26.95737521801762,0.3832296505504345,137.05082728406546,-150.67549633864752,bin_2110,3.9847499999999996,0.03275000000000006,False,True,True
50,213.0,204.0,0,212.988777155,204.008547525,558,227,False,30.536025398566313,26.96148205176212,0.011224903758654385,132.9678630098358,-4.082964274229653,bin_2110,4.0175,0.0327500000000005,False,True,False
51,213.0,204.0,0,212.995004268,204.003996644,558,227,False,30.536918174623658,26.960880613744497,0.0021529298898099124,-33.96703607549609,-166.9348990853319,bin_2110,4.05025,0.03275000000000006,False,True,True
52,203.0,207.0,0,203.17646239299998,206.94801943099998,558,227,False,29.129241920143365,27.34995851511013,2.920913590477304,164.54934534692248,-161.48361857758144,bin_2189,5.687666666666667,1.6374166666666667,True,True,True
53,203.0,207.0,0,202.89594069400002,207.031576207,558,227,False,29.08902375541219,27.361001260837003,0.08341326051731424,164.64659766066598,0.09725231374349619,bin_2189,5.728583333333334,0.040916666666666934,False,True,False
54,202.0,207.0,0,201.97092462,207.01420716099997,558,227,False,28.95640496344086,27.35870579220264,0.26527731271396593,-179.0083793487511,16.345022990582947,bin_2188,6.349500000000001,0.620916666666667,False,True,False
55,203.0,207.0,0,202.953955135,207.00541190799999,558,227,False,29.097341237992833,27.357543423964756,0.28188213554256564,-0.47253472897062127,178.53584461978048,bin_2189,5.810416666666667,-0.539083333333334,False,True,True
56,203.0,206.0,0,202.998989817,206.019859013,558,227,False,29.103797823225804,27.227294142687224,0.26081842547016704,-87.1621147189693,-86.68957998999869,bin_2189,5.851333333333334,0.040916666666666934,False,True,True
57,179.0,208.0,0,179.428468281,207.954746602,558,227,False,25.72451158150538,27.483006158854625,6.77789469929811,175.67265109309145,-97.16523418793923,bin_2185,9.28425,3.4329166666666664,True,True,True
58,178.0,208.0,0,177.769983572,208.016286202,558,227,False,25.486735995985665,27.491139145638765,0.47582927418675564,178.0409922321841,2.3683411390926494,bin_2185,9.317833333333333,0.03358333333333263,False,True,False
59,178.0,208.0,0,177.87778326400002,208.00765665,558,227,False,25.502191148960577,27.489998676211453,0.03099434942001963,-4.220331252618192,177.7386765151977,bin_2185,9.351416666666667,0.03358333333333441,False,True,True
60,178.0,208.0,0,177.952701903,208.00292967400003,558,227,False,25.512932172473114,27.489373965726877,0.021518350242192376,-3.3286396123528417,0.8916916402653503,bin_2185,9.385,0.03358333333333263,False,True,False
61,178.0,208.0,0,177.98228771700002,208.00109556799998,558,227,False,25.51717386623656,27.489131572863435,0.008497227849860949,-3.2706274440810743,0.05801216827176736,bin_2185,9.418583333333334,0.03358333333333441,False,True,False
62,177.0,208.0,0,177.011230689,208.000408509,558,227,False,25.37795422064516,27.48904077211454,0.27843935040414763,-179.962630999895,-176.69200355581393,bin_2185,9.452166666666667,0.03358333333333263,False,True,True
63,178.0,208.0,0,177.969366563,208.000152266,558,227,False,25.515321371039427,27.489006907400878,0.27473430913709723,-0.014124957257312774,179.9485060426377,bin_2185,9.48575,0.03358333333333263,False,True,True
64,163.0,205.0,0,163.272297409,205.053565735,558,227,False,23.408214682293906,27.099590185242292,4.285577665264206,-169.5292467651368,-169.5151218078795,bin_2183,11.063333333333333,1.5775833333333331,True,True,True
65,162.0,205.0,0,161.86535804,204.96901646599997,558,227,False,23.206502944802867,27.08841627303964,0.40404198472716246,-176.82931518331108,-7.300068418174277,bin_2183,11.101666666666667,0.038333333333333997,False,True,False
66,164.0,205.0,0,163.885007804,204.98601382599998,558,227,False,23.496058466523298,27.090662620176207,0.5791284701488906,0.44448687251216773,177.27380205582324,bin_2183,11.14,0.038333333333333997,False,True,True
67,163.0,205.0,0,163.007548184,204.994670461,558,227,False,23.370257804157706,27.091806668854623,0.25161172865349635,179.47895859495034,179.03447172243818,bin_2183,11.178333333333335,0.038333333333333997,False,True,True
68,163.0,205.0,0,162.987389254,204.99800801599997,558,227,False,23.367367634982077,27.092247755418498,0.005847267813461658,171.32269362078665,-8.15626497416369,bin_2183,11.216666666666667,0.03833333333333222,False,True,False
69,163.0,205.0,0,162.994561661,204.99925729,558,227,False,23.368395937060935,27.092412857709252,0.002082944004811962,9.121456214007637,-162.201237406779,bin_2183,11.255,0.038333333333333997,False,True,True
70,163.0,205.0,0,162.997937725,204.999723168,558,227,False,23.36887996057348,27.092474427488987,0.0009758475259444447,7.249325721426743,-1.8721304925808937,bin_2183,11.293333333333333,0.03833333333333222,False,True,False
71,163.0,205.0,0,162.999229668,204.99989682,558,227,False,23.369065185376343,27.092497377092513,0.0003732822626244535,7.0630285351057145,-0.18629718632102854,bin_2183,11.331666666666667,0.038333333333333997,False,True,False
72,163.0,205.0,0,162.999712805,204.99996154299998,558,227,False,23.369134452329746,27.09250593079295,0.00013958619738236414,7.039753347867666,-0.023275187238048112,bin_2183,11.370000000000001,0.038333333333333997,False,True,False
73,162.0,205.0,0,162.017729282,204.999985667,558,227,False,23.228348284157708,27.092509118986783,0.28157233641627544,179.99870250001644,172.95894915214876,bin_2183,11.408333333333333,0.03833333333333222,False,True,True
74,163.0,205.0,0,162.971788879,204.999994658,558,227,False,23.365131022078852,27.092510307224668,0.27356547585261193,0.000497731050713017,-179.99820476896573,bin_2183,11.446666666666667,0.038333333333333997,False,True,True
