frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,541.0,171.0,19,540.0,172.0,556,221,False,77.6978417266187,23.34841628959276,,,,bin_1917,0.31383333333333335,,False,True,False
3,,537.0,169.0,19,537.111801242,169.111801242,556,221,False,77.28227356000001,22.956353109773755,1.1426468187092893,-136.6670433887684,,bin_1837,0.35674999999999996,0.0429166666667,True,True,False
4,,532.0,158.0,19,532.098112702,158.227412662,556,221,False,76.56087952546763,21.47883429800905,3.288447166780994,-116.02380195268175,20.643241436086655,bin_1756,0.30833333333333335,-0.0484166666667,True,True,False
5,,533.0,138.0,19,532.929419897,138.260088407,556,221,False,76.6804920715108,18.768337792805433,5.426268871293408,-87.47321181377554,28.550590138906216,bin_1516,0.31833333333333336,0.01,True,True,False
6,,528.0,114.0,19,528.076003702,114.177059323,556,221,False,75.98215880604316,15.49914832438914,6.685886367584391,-102.05776463483282,-14.584552821057287,bin_1275,0.256,-0.0623333333333,True,True,False
7,,512.0,98.0,19,512.229543365,97.9270575249,556,221,False,73.70209257050361,13.293265727361991,6.344957074816104,-135.94740759793737,-33.88964296310455,bin_1113,0.09875,-0.15725,True,True,True
8,,507.0,67.0,19,506.898969169,67.2337305866,556,221,False,72.93510347755395,9.126750758361991,8.473044141418079,-100.43046836786958,35.51693923006779,bin_792,1.2566666666666668,1.15791666667,True,True,True
9,,509.0,47.0,19,508.828559361,46.9033995796,556,221,False,73.21274235410071,6.366977318497738,5.547407605413657,-84.25525528683652,16.175213081033064,bin_553,0.139,-1.11766666667,True,True,False
10,,502.0,33.0,19,502.09022634,32.8481856712,556,221,False,72.24319803453238,4.459029729122172,4.2803178346525845,-116.93789583142676,-32.68264054459024,bin_392,0.20916666666666667,0.0701666666667,True,True,True
11,,504.0,23.0,19,503.88047742099997,22.866529050900002,556,221,False,72.50078811812949,3.1040537173167424,2.758487008296912,-79.23612990420601,37.70176592722075,bin_312,0.30200000000000005,0.0928333333333,True,True,True
