frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
5,348.0,14.0,274,348.0,14.0,540,221,False,4.7,51.55555555555556,1.9004524886877827,,,,,bin_131,1.15375,,False,False
6,348.0,14.0,274,348.0,14.0,540,221,False,4.7,51.55555555555556,1.9004524886877827,0.0,0.0,0.0,,bin_131,1.1605,0.006750000000000034,False,False
7,348.0,13.0,274,348.0,13.0372670807,540,221,False,4.7,51.55555555555556,1.7697647620859729,0.26137545320361966,0.055611798553961624,-90.0,-90.0,bin_131,1.1672500000000001,0.006750000000000034,False,True
8,347.0,18.0,274,347.021549993,17.8890376121,540,221,False,4.7,51.410599998962965,2.428376146438914,1.3487491523428152,0.28696790475379047,102.41248444453903,-167.58751555546098,bin_211,1.1426666666666667,-0.0245833333333334,True,True
9,346.0,18.0,274,346.00916781300003,18.0439966448,540,221,False,4.7,51.26061745377778,2.4494113092488687,0.3029009206632852,0.06444700439644366,172.01629996696133,69.6038155224223,bin_211,1.1480000000000001,0.005333333333333412,False,True
10,347.0,17.0,274,346.967649226,17.03842003,540,221,False,4.7,51.40261470014815,2.3129076963800905,0.39393631111130456,0.08381623640666054,-43.869945324001975,144.1137547090367,bin_211,1.1533333333333333,0.00533333333333319,False,True
11,347.0,17.0,274,347.00407596300005,16.9975280477,540,221,False,4.7,51.40801125377779,2.307356748556561,0.015483644637758703,0.0032943924761188728,-45.80799708538486,-1.9380517613828872,bin_211,1.1586666666666667,0.005333333333333412,False,False
12,346.0,18.0,274,346.02012911099996,17.980437236900002,540,221,False,4.7,51.262241349777774,2.440783335325792,0.3952291435056879,0.08409130712886977,137.53140631405003,-176.6605966005651,bin_211,1.1640000000000001,0.005333333333333412,False,True
13,346.0,16.0,274,345.99055649400003,16.045326146300003,540,221,False,4.7,51.25786022133334,2.178098571895928,0.5254425914394472,0.1117962960509462,-90.95550611685235,131.51308756909762,bin_211,1.1693333333333333,0.00533333333333319,False,True
14,346.0,18.0,274,345.99566931,17.9480663475,540,221,False,4.7,51.258617675555556,2.4363890969457014,0.5165832713798869,0.10991133433614615,89.83197678006123,-179.21251710308644,bin_211,1.1746666666666667,0.005333333333333412,False,True
15,346.0,18.0,274,345.99834707699995,18.0130224514,540,221,False,4.7,51.25901438177777,2.44520666761086,0.01765298028796381,0.0037559532527582577,87.42397585955142,-2.4080009205098065,bin_211,1.1800000000000002,0.005333333333333412,False,False
16,346.0,19.0,274,345.99938207300005,18.9885668356,540,221,False,4.7,51.259167714518526,2.5776335070950225,0.26485385650727067,0.056351884363249075,89.93365910554968,2.5096832459982608,bin_211,1.1853333333333333,0.00533333333333319,False,False
17,346.0,18.0,274,345.99976960000004,18.0306319317,540,221,False,4.7,51.25922512592593,2.4475970948009054,0.26007284993551566,0.05533464892245014,-89.9747037689798,-179.90836287452947,bin_211,1.1906666666666668,0.005333333333333412,False,True
18,346.0,18.0,274,345.99991412199995,17.9952504828,540,221,False,4.7,51.25924653659259,2.4427941831855207,0.009605918675867343,0.002043812484227094,-89.74458561628722,0.23011815269256886,bin_211,1.1960000000000002,0.005333333333333412,False,False
19,346.0,18.0,274,345.999967992,17.9974561323,540,221,False,4.7,51.25925451733333,2.4430935926199098,0.0005990315571786488,0.00012745352280396782,88.47314592484706,178.2177315411343,bin_211,1.2013333333333334,0.00533333333333319,False,True
20,346.0,18.0,274,345.99998807,17.9990148384,540,221,False,4.7,51.25925749185185,2.443305181683258,0.00042321994040409516,9.004679583065855e-05,89.19458913117214,0.7214432063250769,bin_211,1.2066666666666668,0.005333333333333412,False,False
21,346.0,19.0,274,345.999995554,18.9817947158,540,221,False,4.7,51.259258600592595,2.5767142148144795,0.2668180662716579,0.05676980133439529,89.99952382410773,0.8049346929355892,bin_211,1.212,0.00533333333333319,False,False
22,346.0,19.0,274,345.999998343,19.0101972951,540,221,False,4.7,51.25925901377778,2.580569768565611,0.007711107546542172,0.0016406611801153556,89.99385982698489,-0.005663997122837827,bin_211,1.2173333333333334,0.005333333333333412,False,False
23,346.0,19.0,274,345.99999938199994,19.0046133962,540,221,False,4.7,51.259259167703696,2.579811773239819,0.001515990682841062,0.00032255120911511956,-89.9883649608378,-179.9822247878227,bin_211,1.2226666666666668,0.005333333333333412,False,True
24,346.0,19.0,274,345.99999977,19.0017583757,540,221,False,4.7,51.25925922518518,2.5794242138959276,0.0007751186963085862,0.00016491887155501832,-89.99150208454702,-0.003137123709223033,bin_211,1.228,0.00533333333333319,False,False
25,346.0,19.0,274,345.999999914,19.0006572348,540,221,False,4.7,51.25925924651852,2.579274737755656,0.00029895228358792664,6.360686884849502e-05,-89.9918227079348,-0.00032062338777905097,bin_211,1.2333333333333334,0.005333333333333412,False,False
26,346.0,18.0,274,345.99999996800005,18.018081378199998,540,221,False,4.7,51.259259254518525,2.4458933997556556,0.26676267600000125,0.05675801617021303,-89.99999656348716,-0.008173855552357168,bin_211,1.2386666666666668,0.005333333333333412,False,False
27,346.0,19.0,274,345.999999988,18.9719201151,540,221,False,4.7,51.25925925748149,2.5753737712805433,0.2589607430497756,0.05509803043612247,89.99999868887242,179.99999525235958,bin_211,1.244,0.00533333333333319,False,True
28,345.0,19.0,274,345.01783632300004,19.005704253,540,221,False,4.7,51.11375352933334,2.5799598533484165,0.29115596557623236,0.0619480777821771,178.19473643643357,88.19473774756115,bin_211,1.2493333333333334,0.005333333333333412,False,True
