frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
2,79.0,67.0,0,79.1666666667,66.6666666667,549,229,False,5.2,11.536126290229507,8.733624454152839,,,,,bin_651,79.22116666666666,,False,False
3,82.0,67.0,0,81.8944099379,66.9875776398,549,229,False,5.2,11.933611648510016,8.7756651929869,0.7994048630552562,0.1537317044337031,6.037542571570238,,bin_651,79.18175,-0.039416666666667766,False,False
4,79.0,70.0,0,79.07375184039999,69.9364208272,549,229,False,5.2,11.522586789129326,9.161976527580785,1.1281451719785458,0.2169509946112588,136.77532074460294,130.7377781730327,bin_731,77.269,-1.9127499999999884,True,True
5,79.0,71.0,0,78.9781837055,71.0099352817,549,229,False,5.2,11.508660649253187,9.30261160895633,0.28264581005460315,0.05435496347203907,95.65517705020895,-41.12014369439399,bin_731,77.16875,-0.10025000000000261,False,True
6,79.0,72.0,0,78.9894953416,72.0053211078,549,229,False,5.2,11.510308975096539,9.433011498838429,0.26082061467107603,0.050157810513668466,89.27578861792287,-6.379388432286078,bin_731,77.0685,-0.10025000000000261,False,False
7,80.0,72.0,0,79.9781240722,72.0199076798,549,229,False,5.2,11.65437144950091,9.434922403467247,0.2881502947283635,0.05541351821699298,0.7599505020768168,-88.51583811584605,bin_731,76.96825,-0.10025000000000261,False,True
8,81.0,73.0,0,80.9909868746,72.99044,549,229,False,5.2,11.801965300488162,9.562066375545852,0.389612805154922,0.07492553945286962,40.74308696397059,39.98313646189377,bin_731,76.868,-0.10025000000000261,False,True
9,119.0,61.0,0,118.336647895,61.2274991528,549,229,False,5.2,17.243955977413478,8.021069758008734,11.311928766218942,2.1753709165805657,-15.810414884971623,-56.55350184894221,bin_657,75.8615,-1.0064999999999884,True,True
10,127.0,59.0,0,127.256265075,58.9174864015,549,229,False,5.2,18.54371804371585,7.718448000196506,2.6690532833197405,0.5132794775614885,-13.106592322111053,2.7038225628605694,bin_578,75.30916666666667,-0.5523333333333369,True,False
11,136.0,58.0,0,136.10177295399998,57.9434031372,549,229,False,5.2,19.832680940473587,7.590838838934498,2.590528476783139,0.49817855322752674,-5.653939797493089,7.452652524617965,bin_579,73.76291666666667,-1.5462500000000006,True,False
12,147.0,56.0,0,147.002559211,55.995505100699994,549,229,False,5.2,21.42113795424408,7.335655690048034,3.217647665032507,0.618778397121636,-9.126499022016429,-3.47255922452334,bin_581,67.845,-5.91791666666667,True,False
13,156.0,52.0,0,156.034933728,52.034791713800004,549,229,False,5.2,22.73733096218579,6.816784940672489,2.829551829327171,0.5441445825629174,-21.51539369247737,-12.388894670460942,bin_502,66.289,-1.5559999999999974,True,False
14,163.0,45.0,0,163.050319101,45.068221521400005,549,229,False,5.2,23.759609340765028,5.904133823764193,2.740791961827498,0.5270753772745188,-41.75726094782739,-20.24186725535002,bin_423,58.004999999999995,-8.284000000000006,True,False
15,166.0,37.0,0,166.091884947,37.0459077258,549,229,False,5.2,24.202824764590165,4.85317568460262,2.2811864651417264,0.43868970483494735,-67.13362631347667,-25.376365365649278,bin_344,55.4375,-2.5674999999999955,True,False
16,167.0,30.0,0,167.073419239,30.000254283,549,229,False,5.2,24.345853441020036,3.9301643165502185,1.8680548041588578,0.359241308492088,-81.19157572061913,-14.057949407142459,bin_264,50.90266666666666,-4.534833333333339,True,False
17,165.0,25.0,0,165.082748054,24.9636154635,549,229,False,5.2,24.0557738512204,3.2703426371397377,1.4415419758555654,0.2772196107414549,-113.73189014177358,-32.54031442115445,bin_264,50.85533333333333,-0.04733333333333434,True,True
18,164.0,24.0,0,164.015655527,23.9133478939,549,229,False,5.2,23.90027767242259,3.1327529992008736,0.41525881129179515,0.07985746370996061,-138.4962302279133,-24.76434008613971,bin_263,55.942,5.086666666666673,False,False
19,164.0,24.0,0,163.987272003,23.9463693254,549,229,False,5.2,23.89614163978142,3.137078950925764,0.011970066722439315,0.0023019359081614065,133.7142808441079,-87.78948892797882,bin_263,55.866,-0.07600000000000051,False,True
20,163.0,24.0,0,163.012204071,23.9789900794,549,229,False,5.2,23.75405523803279,3.1413524121484717,0.28430130518655394,0.05467332792049114,178.27726299958923,44.562982155481336,bin_263,55.79,-0.07600000000000051,False,True
21,162.0,23.0,0,162.005359692,23.009956750500002,549,229,False,5.2,23.60733838863388,3.014404814475983,0.38802848582215455,0.07462086265810663,-139.1318137341884,42.590923266222376,bin_263,55.714,-0.07600000000000051,False,True
22,161.0,23.0,0,161.002036452,22.9867259271,549,229,False,5.2,23.461134637814208,3.011361475165939,0.2924708441393575,0.05624439310372259,-178.80751814481187,-39.67570441062347,bin_263,55.638,-0.07600000000000051,False,True
23,160.0,23.0,0,160.000760874,22.9942397256,549,229,False,5.2,23.315229271256833,3.0123458155807863,0.29181737382338574,0.05611872573526649,179.61346386989288,-1.579017985295252,bin_263,55.562000000000005,-0.0759999999999934,False,False
24,160.0,23.0,0,159.982447351,22.9978141596,549,229,False,5.2,23.312560634025502,3.012814082043668,0.005418818377729274,0.0010420804572556295,170.04761343091513,-9.565850438977748,bin_263,55.486000000000004,-0.07600000000000051,False,False
25,159.0,24.0,0,159.010440631,23.981347114699997,549,229,False,5.2,23.17092031052823,3.141661194065502,0.38295461619768195,0.07364511849955421,137.7078935656461,-32.339719865269046,bin_263,55.410000000000004,-0.07600000000000051,False,True
26,159.0,23.0,0,158.986867768,23.0278667906,549,229,False,5.2,23.167485284954463,3.0167511079388647,0.249914617554527,0.048060503375870575,-91.57523610307669,130.71687033127722,bin_263,55.334,-0.07600000000000051,False,True
27,159.0,23.0,0,158.994290749,22.994216319499998,549,229,False,5.2,23.168566957959925,3.012342749279476,0.009078247090832447,0.0017458167482370089,-76.21377507581113,15.361461027265563,bin_263,55.258,-0.07600000000000051,False,False
28,159.0,23.0,0,158.99783308899998,22.9970705138,549,229,False,5.2,23.169083145938068,3.0127166611965066,0.0012747708036762446,0.0002451482314762009,35.91850527023056,112.13228034604168,bin_263,55.182,-0.07600000000000051,False,True
29,159.0,23.0,0,158.999190493,22.998871104299997,549,229,False,5.2,23.169280946156647,3.0129525464148466,0.0006156842135424445,0.00011840081029662394,50.018674858351005,14.100169588120444,bin_263,55.106,-0.07600000000000051,False,False
30,159.0,23.0,0,158.999698195,22.9995774711,549,229,False,5.2,23.169354928233155,3.0130450835502183,0.00023695121073494477,4.5567540525950915e-05,51.35817915777599,1.3395042994249877,bin_263,55.03,-0.07600000000000051,False,False
31,159.0,23.0,0,158.999887508,22.999842432199998,549,229,False,5.2,23.16938251482696,3.0130797946113534,8.867644383788076e-05,1.705316227651553e-05,51.524100701043174,0.16592154326718145,bin_263,54.954,-0.07600000000000051,False,False
32,158.0,23.0,0,158.0177944,22.999941268,549,229,False,5.2,23.026272408014574,3.013092742532751,0.28622021479623944,0.05504234899927681,179.9948161505567,128.4707154495135,bin_263,54.878,-0.07600000000000051,False,True
33,159.0,23.0,0,158.97181315,22.9999781095,549,229,False,5.2,23.165291533697633,3.013097568930131,0.27803825153367995,0.05346889452570768,0.0019891665888112737,-179.9928269839679,bin_263,54.802,-0.07600000000000051,False,True
34,159.0,23.0,0,159.005664385,22.9999918411,549,229,False,5.2,23.170224318397086,3.0130993678296947,0.009865570054931399,0.0018972250105637304,0.02089475914093398,0.018905592552122704,bin_263,54.726,-0.07600000000000051,False,False
35,159.0,23.0,0,159.002885023,22.999996959,549,229,False,5.2,23.16981931118397,3.0131000382969435,0.0008100155361496651,0.0001557722184903202,179.90515006319913,179.8842553040582,bin_263,54.65,-0.07600000000000051,False,True
36,159.0,24.0,0,159.001112323,23.982162539,549,229,False,5.2,23.16956099424408,3.141768018209607,0.25733647842812357,0.049487784313100684,90.11502823435889,-89.79012182884024,bin_263,54.574,-0.07600000000000051,False,True
37,159.0,23.0,0,159.000416352,23.028170800799998,549,229,False,5.2,23.169459577704917,3.0167909346026196,0.2499542495115644,0.04806812490607008,-90.0464944310085,179.8384773346326,bin_263,54.498,-0.07600000000000051,False,True
38,159.0,24.0,0,159.000155266,23.9764933054,549,229,False,5.2,23.169421532386156,3.1410253238515278,0.24846879014874693,0.04778245964398979,90.01754615722933,-179.93595941176216,bin_263,54.422,-0.07600000000000051,False,True
39,159.0,24.0,0,159.000057874,24.0074476433,549,229,False,5.2,23.16940734047359,3.14508047728821,0.008110356540970929,0.001559683950186717,90.20051852197219,0.18297236474285228,bin_263,54.346000000000004,-0.0759999999999934,False,False
40,160.0,24.0,0,159.982185243,24.0035515317,549,229,False,5.2,23.31252243978142,3.144570069655022,0.28623201893458666,0.05504461902588205,-0.20433957958773225,-90.40485810155992,bin_263,54.27,-0.07600000000000051,False,True
41,160.0,24.0,0,160.010342935,24.0013608306,549,229,False,5.2,23.31662556429873,3.1442830782445417,0.008226298043279968,0.0015819803929384554,-4.00101432238284,-3.796674742795108,bin_263,54.194,-0.07600000000000051,False,False
42,160.0,25.0,0,160.00466768299998,24.982672651199998,549,229,False,5.2,23.315798569471763,3.272839211947598,0.25711758736517354,0.04944568987791799,90.36857564316409,94.36958996554694,bin_263,54.118,-0.07600000000000051,False,True
43,161.0,25.0,0,160.98394228200002,25.0105246848,549,229,False,5.2,23.458497964590165,3.2764879499737996,0.2854920710376508,0.05490232135339438,1.4646996014869915,-88.9038760416771,bin_263,54.042,-0.07600000000000051,False,True
44,161.0,24.0,0,161.010999672,24.022571755100003,549,229,False,5.2,23.462440753661202,3.1470618019781664,0.2589723797677753,0.04980238072457217,-88.25510274978717,-89.71980235127417,bin_263,53.966,-0.07600000000000051,False,True
45,161.0,25.0,0,161.004912547,24.973632635799998,549,229,False,5.2,23.461553740910748,3.2716549304541482,0.24919257175968929,0.04792164841532486,90.4078975221147,178.66300027190186,bin_263,53.89,-0.07600000000000051,False,True
46,162.0,25.0,0,161.984033551,25.0063443967,549,229,False,5.2,23.60423075424408,3.275940313978166,0.2854827115302651,0.054900521448127904,1.7203934165569312,-88.68750410555776,bin_263,53.814,-0.07600000000000051,False,True
47,162.0,26.0,0,162.011033689,25.985302235,549,229,False,5.2,23.608165200582874,3.4041880657205237,0.2566161779386658,0.04934926498820496,88.24280359636373,86.5224101798068,bin_263,53.738,-0.07600000000000051,False,True
48,162.0,26.0,0,162.004925226,26.011541721500002,549,229,False,5.2,23.60727507846995,3.4076255530349346,0.007101728356577162,0.001365716991649454,104.51761272142005,16.274809125056322,bin_263,53.662,-0.07600000000000051,False,False
49,163.0,26.0,0,162.984038276,26.005116260900003,549,229,False,5.2,23.749950932750455,3.406783789637555,0.28535667477939936,0.05487628361142295,-0.33803148179913406,-104.85564420321919,bin_263,53.586,-0.07600000000000051,False,True
50,163.0,27.0,0,163.011035451,26.9841095585,549,229,False,5.2,23.753884947322405,3.5350361867030564,0.2566254377391252,0.04935104571906254,88.24305990961442,88.58109139141355,bin_263,53.51,-0.07600000000000051,False,True
51,164.0,26.0,0,163.987089555,26.028898350100004,549,229,False,5.2,23.896115053551913,3.409899347174673,0.3788859022197035,0.07286267350378912,-41.34195253094762,-129.58501244056202,bin_263,53.434,-0.07600000000000051,False,True
52,165.0,27.0,0,164.99437341700002,26.976764563499998,549,229,False,5.2,24.04289594418944,3.5340739602838425,0.3845202954183686,0.07394621065737857,40.23076139139144,81.57271392233906,bin_264,49.19866666666666,-4.235333333333337,False,True
53,165.0,27.0,0,165.015700228,27.0075487496,549,229,False,5.2,24.046003676211292,3.538106823091703,0.010182726697044616,0.00195821667250858,52.382082630119456,12.151321238728016,bin_264,49.151333333333326,-0.04733333333333434,False,False
54,166.0,27.0,0,165.988867082,27.003589215700003,549,229,False,5.2,24.187813053843357,3.5375881068602624,0.2836206526395584,0.05454243319991507,-0.20957794733633808,-52.59166057745579,bin_264,49.104,-0.04733333333332723,False,True
55,167.0,26.0,0,166.995037789,26.0192112036,549,229,False,5.2,24.334431736102005,3.408630288681223,0.3905235299275092,0.0751006788322133,-41.33310152433699,-41.123523577000654,bin_264,49.056666666666665,-0.04733333333333434,False,True
56,167.0,27.0,0,167.015947939,26.972342990599998,549,229,False,5.2,24.337478752495446,3.533494714925764,0.24980319653903824,0.04803907625750735,88.60211155825512,129.9352130825921,bin_264,49.00933333333333,-0.04733333333333434,False,True
