frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
5,,73.0,210.0,14,73.0,210.0,559,223,False,4.3,10.447227191413237,28.251121076233183,,,,,bin_2250,9.107916666666666,,False,False
6,,26.0,201.0,14,33.8333333333,202.5,559,223,False,4.3,4.841979725695885,27.242152466367713,11.390665793995478,2.6489920451152273,-169.7957880001901,,bin_2164,8.184,-0.9239166666666669,True,False
7,,26.0,209.0,14,26.2919254658,208.757763975,559,223,False,4.3,3.762708474533095,28.08400412219731,2.737546817140871,0.6366387946839235,142.04510636519356,-48.15910563461637,bin_2243,8.531583333333334,0.34758333333333447,True,True
8,,14.0,217.0,14,14.2334359523,216.848480792,559,223,False,4.3,2.0369854672343473,29.17244136215247,4.080595801223854,0.9489757677264777,147.75980600842314,5.714699643229579,bin_2322,5.954666666666666,-2.5769166666666674,True,False
9,,19.0,219.0,14,18.781527116,219.05025693,559,223,False,4.3,2.6878750792128803,29.46864443004484,1.4302357070223326,0.3326129551214727,24.469057067531317,-123.29074894089183,bin_2322,5.97525,0.02058333333333362,True,True
10,,19.0,219.0,14,18.9934120185,219.05969375400002,559,223,False,4.3,2.7181984999642217,29.469913957937223,0.06069996860402555,0.014116271768378036,2.397359358787376,-22.07169770874394,bin_2322,5.995833333333334,0.02058333333333362,False,False
11,,20.0,219.0,14,19.983281191099998,219.024211248,559,223,False,4.3,2.859861351141323,29.46514052663677,0.28348650091322325,0.06592709323563331,-1.929892174994301,-4.327251533781677,bin_2322,6.016416666666666,0.020583333333332732,False,False
12,,19.0,219.0,14,19.0287615522,219.009117882,559,223,False,4.3,2.7232574672200354,29.46311002896861,0.2732379477536827,0.06354370877992621,-179.1484108912012,-177.2185187162069,bin_2322,6.037,0.02058333333333362,False,True
13,,19.0,219.0,14,18.994557958199998,219.003402875,559,223,False,4.3,2.718362498490161,29.462341193946187,0.009909959870383317,0.0023046418303217017,-171.07368612725156,8.074724763949632,bin_2322,6.0575833333333335,0.02058333333333362,False,False
14,,19.0,219.0,14,18.9971982362,219.001268519,559,223,False,4.3,2.7187403558067977,29.46205406085202,0.0009491502842074042,0.00022073262423428006,-37.231136537711286,133.84254958954028,bin_2322,6.078166666666666,0.020583333333332732,False,True
15,,32.0,173.0,14,31.7670464173,173.82094405700002,559,223,False,4.3,4.546267823584974,23.383983505426013,12.693746227527996,2.9520340064018598,-73.26524987692946,-36.03411333921817,bin_1844,7.2375,1.1593333333333335,True,True
16,,37.0,151.0,14,37.0447672092,150.917170296,559,223,False,4.3,5.301576702568874,20.302758335784752,6.3449003297775235,1.475558216227331,-76.2265298353494,-2.9612799584199365,bin_1605,8.088666666666667,0.8511666666666668,True,False
17,,48.0,119.0,14,47.915964834899995,119.128884925,559,223,False,4.3,6.857383160629695,16.026307389013454,9.101333184777907,2.116589112739048,-70.0082156122194,6.218314223129994,bin_1286,13.171833333333332,5.083166666666665,True,False
18,,52.0,115.0,14,52.088713105100005,114.55626539299999,559,223,False,4.3,7.454556437223615,15.411156779327351,1.7146733739987938,0.3987612497671614,-45.84956655224986,24.15864905996954,bin_1207,12.511000000000001,-0.6608333333333309,True,False
19,,55.0,113.0,14,55.0566453151,112.775406856,559,223,False,4.3,7.879305232930233,15.171579397668161,0.9753129984920649,0.22681697639350346,-29.424948925726614,16.424617626523247,bin_1207,12.577166666666667,0.06616666666666582,False,False
20,,57.0,112.0,14,57.0400773562,111.895621033,559,223,False,4.3,8.163159550082291,15.053222560493273,0.6150824799062454,0.14304243718749896,-22.634345836066732,6.790603089659882,bin_1208,12.843333333333334,0.2661666666666669,False,False
21,,59.0,112.0,14,59.015845006499994,111.942270882,559,223,False,4.3,8.445916995563504,15.059498324932736,0.5656541635818153,0.13154747990274776,1.2714635640633625,23.905809400130096,bin_1208,12.8965,0.05316666666666592,False,False
22,,61.0,111.0,14,61.0059491084,110.995418905,559,223,False,4.3,8.73072616935957,14.932119135201793,0.6239927033384595,0.14511458217173476,-24.096293506942228,-25.36775707100559,bin_1128,16.250333333333334,3.353833333333334,False,False
23,,95.0,48.0,14,94.4314569192,49.10495531350001,559,223,False,4.3,13.514340882890878,6.606047800022423,19.20483622486886,4.466240982527642,-60.121148976895725,-36.02485546995349,bin_493,80.87191666666666,64.62158333333333,True,True
24,,98.0,37.0,14,98.3137076371,36.5373042066,559,223,False,4.3,14.069940270067978,4.915332404475336,3.5593309639714654,0.8277513869701083,-71.808549803416,-11.687400826520275,bin_334,83.816,2.9440833333333387,True,False
25,,99.0,37.0,14,99.1777495318,36.5894958825,559,223,False,4.3,14.193595639613598,4.92235370616592,0.24770909627943888,0.0576067665766137,3.249834168754467,75.05838397217046,bin_334,83.83208333333334,0.016083333333341443,False,True
26,,100.0,37.0,14,100.069160805,36.8356069004,559,223,False,4.3,14.321167914847942,4.955462811713005,0.2635974072603551,0.06130172261868723,14.549104284898617,11.29927011614415,bin_334,83.84816666666667,0.016083333333327232,False,False
27,,100.0,37.0,14,100.043752918,36.9381830093,559,223,False,4.3,14.31753172350626,4.969262288246636,0.028541018907919505,0.006637446257655699,104.76200663242207,90.21290234752345,bin_334,83.86425,0.016083333333327232,False,True
28,,100.0,38.0,14,100.017167609,37.9590974432,559,223,False,4.3,14.313727028121646,5.106605037201794,0.27479087610420544,0.06390485490795475,91.58681293150353,-13.175193700918541,bin_414,82.31633333333333,-1.5479166666666657,False,False
29,,58.0,19.0,14,58.7555655564,19.340626734100002,559,223,False,4.3,8.40866770037925,2.601878035977579,12.828621596230693,2.9834003712164403,-157.01498098365045,111.39820608484604,bin_168,97.9585,15.642166666666668,True,True
30,,51.0,23.0,14,50.6931908582,22.7337515488,559,223,False,4.3,7.254839478812165,3.0583522262959644,2.481683502231086,0.5771356981932758,158.41540069493382,-44.56961832141576,bin_247,98.2225,0.2639999999999958,True,True
31,,49.0,28.0,14,48.76830699439999,27.8641119167,559,223,False,4.3,6.979364149466904,3.7485352354304937,1.4862560252875325,0.34564093611337965,111.75860986397771,-46.65679083095611,bin_246,98.01858333333334,-0.20391666666665742,True,True
