frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
5,,358.0,82.0,41,358.0,82.0,555,219,False,51.6036036036036,11.232876712328768,,,,bin_931,0.36,,False,False,False
6,,356.0,81.0,41,356.33333333300004,81.1666666667,555,219,False,51.36336336331532,11.11872146119178,0.5319653914153403,-154.58427759649248,,bin_931,0.372,0.01200000000000001,False,False,False
7,,355.0,80.0,41,355.049689441,80.0434782609,555,219,False,51.17833361311712,10.964860035739727,0.4812872186150284,-140.25479487184256,14.329482724649921,bin_851,0.39466666666666667,0.02266666666666667,False,False,False
8,,353.0,80.0,41,353.03881675800005,79.9962521751,555,219,False,50.88847809124325,10.958390708917808,0.5798554156004792,-178.72141958531455,-38.46662471347199,bin_850,0.44333333333333336,0.04866666666666669,False,False,True
9,,352.0,78.0,41,351.997222844,78.0343614632,555,219,False,50.73833842796397,10.68963855660274,0.6156935532019097,-119.19011590066145,59.531303684653096,bin_850,0.45625,0.012916666666666632,False,False,True
10,,351.0,78.0,41,350.998135665,77.9787076821,555,219,False,50.59432586162163,10.6820147509726,0.2884284429579931,-176.96967750951896,-57.779561608857506,bin_850,0.4691666666666667,0.012916666666666687,False,False,True
11,,349.0,76.0,41,349.017112241,76.02612455239999,555,219,False,50.30877293563964,10.414537609917806,0.7825202732804344,-136.87204581060126,40.097631698917695,bin_850,0.4820833333333333,0.012916666666666632,False,False,True
12,,348.0,77.0,41,347.989392476,76.957853818,555,219,False,50.16063314969369,10.542171755890411,0.39107989668745863,139.25249946189876,-83.87545472749997,bin_850,0.495,0.012916666666666687,False,False,True
13,,347.0,75.0,41,346.99523355699995,75.0353181461,555,219,False,50.01733096317116,10.278810704945204,0.5996484297222852,-118.55186039141202,102.19564014668924,bin_850,0.5079166666666667,0.012916666666666687,False,False,True
14,,346.0,74.0,41,345.998184574,73.9977691507,555,219,False,49.87361219084684,10.136680705575342,0.4042574538053031,-135.31845177082954,-16.76659137941752,bin_849,0.5863333333333334,0.07841666666666669,False,False,False
15,,345.0,74.0,41,344.999321501,73.980595493,555,219,False,49.72963192807207,10.134328149726027,0.2879989624128357,-179.06390275206368,-43.74545098123414,bin_849,0.6025,0.016166666666666663,False,False,True
16,,345.0,73.0,41,344.981910696,73.0097151564,555,219,False,49.72712226248648,10.001330843342465,0.26604196606275815,-91.0810458223544,87.98285692970929,bin_849,0.6186666666666667,0.016166666666666663,False,False,True
17,,344.0,74.0,41,344.01024060300006,73.9687593573,555,219,False,49.587061708540546,10.132706761273973,0.38406557036000305,136.8325588230066,-132.08639535463902,bin_849,0.6348333333333334,0.016166666666666663,False,False,True
18,,344.0,73.0,41,343.986793214,73.022360482,555,219,False,49.58368190472072,10.003063079726026,0.25937545943412554,-91.49335964137293,131.67408153562047,bin_849,0.651,0.016166666666666663,False,False,True
19,,343.0,72.0,41,343.012099289,72.0099613759,555,219,False,49.44318548309909,9.864378270671233,0.3948301951525302,-135.37178823624353,-43.8784285948706,bin_769,0.5922499999999999,-0.05875000000000008,False,True,True
20,,342.0,72.0,41,342.005324164,71.9859543037,555,219,False,49.29806474436036,9.861089630643836,0.2903159931199474,-178.7018192513576,-43.33003101511406,bin_769,0.605,0.012750000000000039,False,True,True
21,,342.0,70.0,41,341.984187051,70.0295877763,555,219,False,49.2950179532973,9.593094215931506,0.5360254667181975,-90.65135722101141,88.05046203034618,bin_769,0.61775,0.012750000000000039,False,True,True
22,,341.0,71.0,41,341.011090905,70.9591852846,555,219,False,49.15475184216216,9.720436340356164,0.37889628441545137,137.76491865591944,-131.58372412306915,bin_769,0.6305,0.012749999999999928,False,True,True
23,,341.0,72.0,41,340.987110224,71.9823068003,555,219,False,49.15129516742342,9.860589972643835,0.2803925052042377,91.4128262497008,-46.352092406218645,bin_769,0.6432499999999999,0.012749999999999928,False,True,True
24,,340.0,71.0,41,340.012217448,71.02895940319999,555,219,False,49.0107700825946,9.72999443879452,0.38367951692804997,-137.09746938957505,131.48970436072415,bin_769,0.6559999999999999,0.012750000000000039,False,True,True
25,,340.0,71.0,41,339.987531876,70.9946587228,555,219,False,49.00721180194595,9.725295715452054,0.011788021415585489,-127.13616225669776,9.961307132877295,bin_769,0.66875,0.012750000000000039,False,True,False
26,,339.0,71.0,41,339.012374689,70.9972370873,555,219,False,48.86664860381982,9.725648916068494,0.28112728375681617,179.85603015354027,-53.00780758976197,bin_768,0.9106666666666667,0.24191666666666678,False,True,True
27,,339.0,71.0,41,338.987590486,70.9989332694,555,219,False,48.86307610609009,9.725881269780823,0.007160091696771307,176.27874843852297,-3.577281715017307,bin_768,0.9279999999999999,0.0173333333333332,False,True,False
28,,337.0,73.0,41,337.030232862,72.9639279897,555,219,False,48.58093446659459,9.995058628726026,0.7798983403134622,136.34706348903526,-39.9316849494877,bin_768,0.9453333333333334,0.017333333333333423,False,True,True
29,,338.0,71.0,41,337.959427405,71.05619351600001,555,219,False,48.714872418738736,9.733725139178084,0.587314456773785,-62.86407228811459,160.78886422285015,bin_768,0.9626666666666666,0.0173333333333332,False,True,True
30,,335.0,74.0,41,335.05374243299997,73.9350950854,555,219,False,48.29603494529729,10.128095217178082,1.1505695764803368,136.72336779304942,-160.412559918836,bin_848,0.9875,0.024833333333333485,True,False,True
31,,336.0,72.0,41,335.95198083400004,72.0608822642,555,219,False,48.425510750846854,9.871353734821918,0.575083204363153,-63.237999101949534,160.03863310500105,bin_768,0.9973333333333334,0.00983333333333336,False,True,True
32,,335.0,74.0,41,335.014518646,73.955417635,555,219,False,48.29038106609009,10.130879128082192,0.5851955620110663,117.50509200540658,-179.25690889264388,bin_848,1.0226666666666666,0.025333333333333208,False,False,True
33,,334.0,74.0,41,334.006962599,74.0158367147,555,219,False,48.14514776201802,10.139155714342465,0.2909378936598983,176.73834385466162,59.23325184925504,bin_848,1.04025,0.017583333333333284,False,False,True
34,,334.0,74.0,41,333.984832976,74.0074556396,555,219,False,48.14195790645045,10.138007621863013,0.006780352463796956,-160.2051868735156,23.056469271822778,bin_848,1.0578333333333334,0.017583333333333506,False,False,False
35,,333.0,74.0,41,333.01133333900003,74.0028531527,555,219,False,48.00163363445046,10.137377144205479,0.2806513767249673,-179.7425715076621,-19.53738463414649,bin_848,1.0754166666666667,0.017583333333333284,False,False,False
36,,332.0,73.0,41,332.005036991,73.018903298,555,219,False,47.85658190861261,10.002589492876712,0.3960187577338353,-137.10057872686636,42.64199278079573,bin_847,1.166,0.09058333333333324,False,False,True
37,,331.0,74.0,41,331.001916264,73.9722266232,555,219,False,47.71198792994595,10.13318172920548,0.3896755104237585,137.91275315255277,-84.98666812058087,bin_847,1.1836666666666669,0.01766666666666694,False,False,True
38,,330.0,74.0,41,330.000716083,74.0058185012,555,219,False,47.56767078673874,10.137783356328768,0.2887809744125973,178.17371304208078,40.26095988952801,bin_847,1.2013333333333334,0.017666666666666497,False,False,True
39,,329.0,73.0,41,329.000266984,73.0207787922,555,219,False,47.42346190760361,10.002846409890411,0.3949895205471555,-136.9024012742001,44.92388568371916,bin_847,1.219,0.01766666666666672,False,False,True
40,,329.0,75.0,41,328.982263186,74.9551261821,555,219,False,47.42086676554955,10.26782550439726,0.5299836046065965,90.56112325939857,-132.53647546640133,bin_847,1.2366666666666668,0.01766666666666672,False,False,True
41,,329.0,75.0,41,328.992535658,75.0164294369,555,219,False,47.42234748223424,10.276223210534248,0.017054499730395543,80.00016862468667,-10.560954634711905,bin_847,1.2543333333333333,0.017666666666666497,False,False,False
42,,330.0,77.0,41,329.979340751,76.9720374643,555,219,False,47.564589657801804,10.544114721136987,0.6066257428207681,62.03306875129175,-17.967099873394915,bin_847,1.272,0.01766666666666672,False,False,False
43,,329.0,78.0,41,329.027117122,78.0057830711,555,219,False,47.427332197765764,10.685723708369862,0.3944247233664008,134.10600966240324,72.07294091111149,bin_847,1.2896666666666667,0.01766666666666672,False,False,True
44,,330.0,78.0,41,329.97610049,78.0207672652,555,219,False,47.56412259315316,10.687776337698631,0.2736115900863906,0.8596961148271023,-133.24631354757614,bin_847,1.3073333333333332,0.017666666666666497,False,False,True
45,,331.0,79.0,41,330.989464903,78.9907946213,555,219,False,47.710193139171174,10.820656797438357,0.3949370633133451,42.29280848422945,41.433112369402345,bin_847,1.3250000000000002,0.01766666666666694,False,False,True
46,,332.0,80.0,41,331.995995529,79.9957580782,555,219,False,47.855278634810816,10.958323024410959,0.4000089553691132,43.49693130948473,1.2041228252552827,bin_847,1.3426666666666667,0.017666666666666497,False,False,False
47,,331.0,80.0,41,331.03417640099997,80.0162164909,555,219,False,47.71663803978378,10.961125546698632,0.27733783528846595,178.8419637592594,135.34503244977466,bin_847,1.3603333333333334,0.01766666666666672,False,False,True
48,,331.0,80.0,41,330.996608681,80.0068958368,555,219,False,47.711222872936936,10.959848744767124,0.011127309675114246,-166.73296509427357,14.425071146467076,bin_847,1.3780000000000001,0.01766666666666672,False,False,False
49,,330.0,80.0,41,330.015800458,80.0026109424,555,219,False,47.56984511106307,10.959261772931507,0.28275796072542514,-179.7621208937472,-13.029155799473642,bin_847,1.3956666666666666,0.017666666666666497,False,False,False
50,,330.0,81.0,41,329.98886936599996,80.9831387612,555,219,False,47.565963151855854,11.093580652219178,0.26874992792841673,91.6554484670696,-88.5824306391832,bin_927,1.3558333333333334,-0.039833333333333165,False,False,True
51,,331.0,81.0,41,330.977200635,81.0106984195,555,219,False,47.70842531675675,11.097355947876713,0.2850243588576426,1.5180022959401398,-90.13744617112947,bin_927,1.3727500000000001,0.01691666666666669,False,False,True
52,,331.0,82.0,41,331.008446118,81.98696385390001,555,219,False,47.71292917016216,11.23109093889041,0.2676216173400898,88.07115327257992,86.55315097663978,bin_927,1.3896666666666668,0.01691666666666669,False,False,True
53,,330.0,81.0,41,330.021795172,81.0299992171,555,219,False,47.570709213981985,11.099999892753425,0.38684042349879033,-137.33173020258346,134.59711652483662,bin_927,1.4065833333333335,0.01691666666666669,False,False,True
54,,330.0,82.0,41,329.99117943,81.9771766454,555,219,False,47.566296134054056,11.22975022539726,0.25965071997308864,91.94799825040673,-130.72027154700982,bin_927,1.4235000000000002,0.01691666666666669,False,False,True
55,,330.0,82.0,41,329.995901583,82.0077024237,555,219,False,47.566976804756756,11.233931838863013,0.008473300132176743,80.75464904276362,-11.19334920764311,bin_927,1.440416666666667,0.01691666666666669,False,False,False
56,,330.0,81.0,41,329.998433654,81.0214828241,555,219,False,47.56734178796397,11.098833263575342,0.27019813661459663,-89.8452097185667,-170.59985876133032,bin_927,1.4573333333333336,0.01691666666666669,False,False,True
57,,330.0,82.0,41,329.999414342,81.9732250024,555,219,False,47.5674831483964,11.229208904438357,0.2607514349967319,89.93787679246773,179.7830865110344,bin_927,1.47425,0.01691666666666647,False,False,True
58,,330.0,82.0,41,329.999781627,82.0061923807,555,219,False,47.567536090378375,11.233724983657535,0.009032779055715612,89.32835253012856,-0.6095242623391783,bin_927,1.491166666666667,0.016916666666666913,False,False,False
59,,329.0,82.0,41,329.017754932,82.0030818998,555,219,False,47.4259826929009,11.23329889038356,0.28310807754561607,-179.82753312193205,90.84411434793941,bin_927,1.5080833333333334,0.01691666666666647,False,False,True
60,,329.0,82.0,41,328.989634767,82.0011857066,555,219,False,47.42192933578379,11.233039137890412,0.008123342976032977,-176.33331127915415,3.494221842777904,bin_927,1.5250000000000001,0.01691666666666669,False,False,False
61,,329.0,82.0,41,328.995324007,82.0004437034,555,219,False,47.42274940641441,11.232937493616438,0.0016526916199264387,-7.065534187179659,169.2677770919745,bin_927,1.5419166666666668,0.01691666666666669,False,False,True
62,,329.0,82.0,41,328.998218293,82.0001654599,555,219,False,47.42316660079279,11.232899378068494,0.0008378638179227376,-5.220142478531819,1.8453917086478402,bin_927,1.5588333333333335,0.01691666666666669,False,False,False
63,,328.0,82.0,41,328.01717039700003,82.0000616735,555,219,False,47.281754291459464,11.232885160753424,0.2828246200960327,-179.99423959519103,-174.77409711665922,bin_927,1.5757500000000002,0.01691666666666669,False,False,True
64,,328.0,81.0,41,327.989416813,81.0178593144,555,219,False,47.27775377484684,11.09833689238356,0.26921545761338994,-91.70307066251014,88.29116893268089,bin_927,1.592666666666667,0.01691666666666669,False,False,True
65,,327.0,82.0,41,327.013079095,81.9718373443,555,219,False,47.137020410090095,11.229018814287672,0.3841023023534654,137.12089081981236,-131.1760385176775,bin_927,1.6095833333333336,0.01691666666666669,False,False,True
66,,327.0,82.0,41,326.987853118,82.0056734028,555,219,False,47.13338423322522,11.23365389079452,0.011782311558767772,128.1138730925709,-9.007017727241447,bin_927,1.6265000000000003,0.01691666666666669,False,False,False
67,,327.0,82.0,41,326.994658098,82.0028883838,555,219,False,47.13436513124324,11.233272381342466,0.0021049564211767834,-21.252997304238413,-149.36687039680933,bin_927,1.643416666666667,0.01691666666666669,False,False,True
68,,327.0,82.0,41,326.99797001,82.0011135762,555,219,False,47.13484252396397,11.2330292570137,0.0010714723496945057,-26.988621108440316,-5.735623804201904,bin_927,1.6603333333333337,0.01691666666666669,False,False,False
69,,326.0,82.0,41,326.01707785400004,82.000416819,555,219,False,46.993452663639644,11.232933810821917,0.28277978508024487,-179.96132209822915,-152.97270098978882,bin_926,1.8497500000000002,0.18941666666666657,False,False,True
70,,326.0,82.0,41,325.98938232,82.00015543970001,555,219,False,46.9894605145946,11.232898005438358,0.007984619220315887,-179.4861308201626,0.4751912780665464,bin_926,1.8691666666666669,0.019416666666666638,False,False,False
71,,326.0,82.0,41,325.995229912,82.0000579388,555,219,False,46.99030341073874,11.232884649150686,0.0016860039148597584,-0.9078163185558844,178.5783145016067,bin_926,1.8885833333333335,0.019416666666666638,False,False,True
72,,325.0,81.0,41,325.01601955,81.0178579225,555,219,False,46.84915597117117,11.098336701712329,0.3900038453982479,-136.3712628714095,-135.4634465528536,bin_926,1.9080000000000001,0.019416666666666638,False,False,True
73,,325.0,83.0,41,324.988986102,82.9540004979,555,219,False,46.84525925794595,11.363561712041095,0.5305072684812295,90.84173494445824,-132.78700218413226,bin_926,1.9274166666666668,0.019416666666666638,False,False,True
74,,325.0,82.0,41,324.99508215,82.03384443270001,555,219,False,46.846137967567564,11.2375129359863,0.2521036776844866,-89.60058686194684,179.55767819359494,bin_926,1.9468333333333334,0.019416666666666638,False,False,True
75,,325.0,82.0,41,324.998128145,81.99721810220001,555,219,False,46.84657702990991,11.232495630438358,0.010072959982425182,-84.99881021394069,4.601776648006151,bin_926,1.9662500000000003,0.01941666666666686,False,False,False
76,,325.0,84.0,41,324.99930047,83.9625537005,555,219,False,46.84674601369369,11.501719685,0.5384482151892754,89.9640371795119,174.9628473934526,bin_926,1.985666666666667,0.019416666666666638,False,False,True
77,,324.0,83.0,41,324.017575513,83.03780979529999,555,219,False,46.705236109981975,11.375042437712327,0.3798535392957697,-138.16563887749126,131.87032394299683,bin_926,2.0050833333333333,0.019416666666666416,False,False,True
78,,324.0,83.0,41,323.98956789,82.9987332588,555,219,False,46.701198975135135,11.369689487506848,0.013409330135977036,-127.02318775420582,11.14245112328544,bin_926,2.0245,0.01941666666666686,False,False,False
79,,324.0,83.0,41,323.995299081,82.99879285819999,555,219,False,46.702025092756756,11.369697651808218,0.0016523159268970356,0.5662205607439738,127.5894083149498,bin_926,2.043916666666667,0.01941666666666686,False,False,True
80,,324.0,82.0,41,323.998209003,82.01735123350001,555,219,False,46.70244454097298,11.235253593630139,0.26888942497760604,-89.8212450972899,-90.38746565803388,bin_926,2.0633333333333335,0.019416666666666416,False,False,True
81,,323.0,83.0,41,323.017166934,82.9716462915,555,219,False,46.561033071567564,11.365978944041094,0.38515618089011555,137.2487038549449,-132.9300510477652,bin_926,2.08275,0.019416666666666416,False,False,True
