frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,190.0,115.0,328,186.33333333299998,113.166666667,546,211,False,27.301587301538458,16.090047393412323,,,,bin_1307,4.659,,False,False,False
3,,189.0,116.0,328,188.900621118,115.894409938,546,211,False,27.677746683956045,16.477878190236964,1.0805713450696652,45.875234772404106,,bin_1307,4.8785,0.2195,True,False,False
4,,198.0,100.0,328,197.81461651700002,100.35390175299999,546,211,False,28.983826595897437,14.268327263459714,5.133404341915428,-59.4123904749583,-105.2876252473624,bin_1148,5.078666666666667,0.200166666667,True,False,True
5,,208.0,112.0,328,207.904582922,111.637929211,546,211,False,30.462209951941393,15.872691357014217,4.363302186241404,47.340169099131515,106.75255957408982,bin_1230,3.027083333333333,-2.05158333333,True,False,True
6,,203.0,113.0,328,203.23183441900002,113.038278331,546,211,False,29.77755815663004,16.071793127630333,1.4260288859424013,163.78518122444737,116.44501212531586,bin_1309,3.7889999999999997,0.761916666667,True,False,True
7,,197.0,110.0,328,197.11706311400002,110.093949709,546,211,False,28.881620969084253,15.65316820507109,1.9778273633613086,-154.9557578639406,41.25906091161204,bin_1228,5.389916666666667,1.60091666667,True,False,True
8,,204.0,102.0,328,203.813207343,102.128019203,546,211,False,29.86274100263736,14.520571450663507,2.996913030659276,-49.09901883391362,105.85673903002697,bin_1149,4.668666666666667,-0.72125,True,False,True
9,,210.0,111.0,328,209.93718890099998,110.748944444,546,211,False,30.760027677802196,15.7462954185782,3.038106399024829,53.79414565945285,102.89316449336647,bin_1230,3.6807499999999997,-0.987916666667,True,False,True
10,,230.0,116.0,328,229.727206221,115.96347545399999,546,211,False,33.659663915164835,16.48769793184834,5.985839288089798,14.342564479060322,-39.45158118039253,bin_1313,2.2275,-1.45325,True,False,True
11,,243.0,114.0,328,243.011245638,114.113971086,546,211,False,35.60604331692308,16.224735225497632,3.9281253343141,-7.694272726443019,-22.03683720550334,bin_1315,1.9406666666666665,-0.286833333333,True,False,False
12,,262.0,119.0,328,261.902577254,118.92373003600001,546,211,False,38.37400399326007,16.908587208909953,5.70237138073798,13.87758589389639,21.57185862033941,bin_1318,1.135,-0.805666666667,True,False,False
13,,262.0,118.0,328,262.297716518,118.072908249,546,211,False,38.43189985611722,16.787617286587675,0.2682212000765934,-64.42435506272267,-78.30194095661906,bin_1318,1.1679166666666667,0.0329166666667,False,False,True
14,,266.0,130.0,328,266.05560311799996,129.800151171,546,211,False,38.98250595135531,18.454997796824646,3.51187974625068,71.7256288785198,136.14998394124245,bin_1478,0.9176666666666666,-0.25025,True,False,True
15,,260.0,147.0,328,260.196438134,146.825467438,546,211,False,38.124020239413916,20.87565887744076,5.13676855029194,109.52701464449252,37.801385765972725,bin_1638,0.885,-0.0326666666667,True,True,True
16,,260.0,144.0,328,259.974606349,144.286887887,546,211,False,38.09151741377289,20.514723396255924,0.7247919846487808,-95.14569852139813,155.32728683410934,bin_1638,0.894,0.009,False,True,True
17,,253.0,159.0,328,253.11067074,158.802715685,546,211,False,37.08581256263736,22.578585168483414,4.591717614339776,115.9796377995015,-148.87466367910037,bin_1797,0.896,0.002,True,True,True
18,,260.0,155.0,328,259.797289184,155.250801249,546,211,False,38.065536876776555,22.07357363729858,2.2044467590261023,-27.2694256969492,-143.2490634964507,bin_1798,0.855,-0.041,True,True,True
19,,257.0,155.0,328,257.091135141,155.037653106,546,211,False,37.66903078989011,22.04326821412322,0.7953250797298932,-175.629314235567,-148.35988853861778,bin_1797,0.912,0.057,False,True,True
20,,276.0,140.0,328,275.649545155,140.278907324,546,211,False,40.38821174432234,19.94486833990521,6.869418343663501,-37.65747377424748,137.97184046131952,bin_1560,0.8666666666666666,-0.0453333333333,True,False,True
21,,278.0,135.0,328,278.154201108,134.938265304,546,211,False,40.75519430153846,19.185535351279622,1.686727938840106,-64.20570987572658,-26.548236101479105,bin_1560,0.8755,0.00883333333333,True,False,False
22,,271.0,130.0,328,271.231630202,129.96906153,546,211,False,39.74089819809524,18.479013487677726,2.472221453840735,-145.14033049869636,-80.93462062296977,bin_1479,0.9968333333333332,0.121333333333,True,False,True
23,,263.0,126.0,328,263.11250276,125.97025298700001,546,211,False,38.55128245567766,17.910462510000002,2.6369951299356056,-154.45554656656105,-9.315216067864696,bin_1398,1.2246666666666668,0.227833333333,True,False,False
