frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,166.0,160.0,0,167.16666666700002,151.83333333299998,539,217,False,24.81137909714286,20.990783410092163,,,,bin_1624,3.7878333333333334,,False,True,False
3,175.0,168.0,0,174.70807453400002,167.39751552799999,539,217,False,25.930697518961043,23.142513667465437,4.850903763183599,62.51679331107478,,bin_1865,3.113,-0.674833333333,True,True,False
4,210.0,199.0,0,209.270914202,198.38388435299998,539,217,False,31.060618063376623,27.42634345894009,13.36671724461063,39.86415917247675,-22.65263413859803,bin_2191,2.8276666666666666,-0.285333333333,True,True,False
5,230.0,188.0,0,229.97085831099997,188.520816371,539,217,False,34.13296598307978,26.06278567341014,6.72268148113047,-23.932423761047044,-63.796582933523794,bin_2114,1.5591666666666666,-1.2685,True,True,True
6,282.0,198.0,0,281.427608428,197.854122832,539,217,False,41.770331492096474,27.353104538986177,15.491194233264173,9.589462042449494,33.52188580349654,bin_2201,0.9890000000000001,-0.570166666667,True,True,True
7,300.0,192.0,0,300.366555596,192.21489629599998,539,217,False,44.581306953024125,26.573487967188935,5.834170049272922,-15.501212919161931,-25.090674961611427,bin_2124,0.6660833333333334,-0.322916666667,True,True,False
8,339.0,207.0,0,338.789781365,206.718388925,539,217,False,50.284197605194805,28.578579114055298,12.09021956754427,19.37127004659881,34.87248296576074,bin_2290,0.628,-0.0380833333333,True,True,True
9,350.0,201.0,0,350.404472854,201.252296604,539,217,False,52.00808502471243,27.822898148018435,3.764487512319061,-23.6706580582462,-43.04192810484501,bin_2212,0.42725,-0.20075,True,True,True
10,393.0,157.0,0,392.60309552,157.788912958,539,217,False,58.271331431539885,21.81413543198157,17.3589728878493,-43.81203217721467,-20.141374118968468,bin_1738,0.20750000000000002,-0.21975,True,True,False
11,413.0,139.0,0,413.236095018,138.86354881,539,217,False,61.33374323087199,19.197725641935484,8.055796973146105,-40.50933493177309,3.3026972454415784,bin_1581,0.17925,-0.02825,True,False,False
12,506.0,102.0,0,504.80432194800005,102.267431588,539,217,False,74.92457468615956,14.138354597419355,29.003995242871095,-20.41846413527396,20.09087079649913,bin_1194,0.162,-0.01725,True,True,False
13,515.0,99.0,0,515.991173623,98.50847246549999,539,217,False,76.58496083458256,13.618682829331796,3.479621191119641,-17.379205605549167,3.039258529724794,bin_1116,0.29600000000000004,0.134,True,True,False
