frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,110.0,168.0,0,111.333333333,168.5,552,217,False,16.135265700434783,23.294930875576036,,,,bin_1856,5.944333333333333,,False,True,False
3,106.0,166.0,0,106.19875776399999,166.09316770200002,552,217,False,15.391124313623187,22.96218908322581,1.6302926166088412,-155.90825999315572,,bin_1775,6.46875,0.5244166666666672,True,True,False
4,100.0,163.0,0,100.11216704600001,163.05661892700002,552,217,False,14.509009716811596,22.54238971341014,1.9538246316450292,-154.5501684598774,1.3580915332783263,bin_1774,7.2396666666666665,0.7709166666666665,True,True,False
5,96.0,161.0,0,96.00731063559999,161.003997235,552,217,False,13.914102990666665,22.258617129262674,1.3182426063911166,-154.49869509779495,0.05147336208244724,bin_1773,7.71125,0.47158333333333324,True,True,False
6,91.0,158.0,0,91.0189802832,158.018580477,552,217,False,13.191156562782608,21.845886701889402,1.6649299604128012,-150.27793543518678,4.220759662608174,bin_1693,8.847000000000001,1.1357500000000016,True,True,False
7,86.0,154.0,0,86.0078529476,154.025590764,552,217,False,12.464906224289855,21.293860474285715,1.8244697970897679,-142.761367085515,7.516568349671786,bin_1692,10.249500000000001,1.4024999999999999,True,True,False
8,82.0,151.0,0,81.9851264112,150.992593655,552,217,False,11.881902378434782,20.874552118202768,1.4362631816805569,-144.27553501749384,-1.5141679319788466,bin_1611,11.234,0.9844999999999988,True,True,False
9,78.0,147.0,0,77.9936045261,147.014265184,552,217,False,11.303420945811594,20.324552790414746,1.5964210327567765,-136.44580046690416,7.829734550589677,bin_1611,11.36825,0.13424999999999976,True,True,False
10,69.0,153.0,0,69.0867573217,152.82776806,552,217,False,10.01257352488406,21.12826286543779,3.0412082788318293,148.09269628647877,-75.4615032466171,bin_1690,11.120833333333334,-0.24741666666666617,True,True,True
11,61.0,154.0,0,61.0187653058,154.016491555,552,217,False,8.84329931968116,21.292602519124422,2.361533136525266,171.99957325551136,23.906876969032595,bin_1688,12.4085,1.2876666666666665,True,True,False
12,58.0,153.0,0,57.91716306,153.045680502,552,217,False,8.393791747826086,21.15838900949309,0.9382330698128363,-163.37548108659934,24.62494565788927,bin_1688,12.472000000000001,0.06350000000000122,False,True,False
13,56.0,151.0,0,55.9469902007,151.03675404700002,552,217,False,8.108259449376812,20.880657241520737,0.7966520655813892,-135.7934269761279,27.582054110471432,bin_1608,12.179833333333335,-0.2921666666666667,False,True,False
14,55.0,149.0,0,54.9613468251,149.014642893,552,217,False,7.965412583347826,20.601102704101383,0.6278724919155235,-117.06613814552813,18.727288830599775,bin_1607,11.971333333333334,-0.2085000000000008,False,True,False
15,55.0,146.0,0,54.9668527901,146.02333913799998,552,217,False,7.966210549289855,20.187558406175114,0.8270901355885583,-89.8894434667336,27.176694678794533,bin_1607,12.055,0.08366666666666589,False,True,False
16,55.0,144.0,0,54.9867486944,143.99171824799998,552,217,False,7.969094013681159,19.906689158709675,0.5617680964195033,-89.41180980925964,0.4776336574739588,bin_1527,14.474666666666668,2.419666666666668,False,True,False
17,71.0,146.0,0,70.7096368756,145.924755345,552,217,False,10.247773460231883,20.173929310368663,4.588593387429936,6.689008433567324,96.10081824282696,bin_1610,12.131666666666666,-2.3430000000000017,True,True,True
18,72.0,144.0,0,72.1456631244,144.03984735,552,217,False,10.455893206434784,19.913342951612904,0.6669904920735975,-51.38705801933653,-58.07606645290385,bin_1530,12.959,0.8273333333333337,False,False,True
19,75.0,142.0,0,75.0307679595,142.018100705,552,217,False,10.874024341956522,19.633838807142855,1.005895050725736,-33.76116304826809,17.62589497106844,bin_1530,13.082833333333333,0.12383333333333368,True,False,False
20,77.0,154.0,0,77.02817832640001,153.757193305,552,217,False,11.163504105275363,21.256754834792627,3.2970623082821158,79.88650517734646,113.64766822561455,bin_1691,11.75,-1.3328333333333333,True,True,True
21,77.0,154.0,0,77.0469748386,154.111595765,552,217,False,11.166228237478261,21.305750566589865,0.09814280677880995,86.81766678205155,6.931161604705082,bin_1691,11.867,0.11700000000000088,False,True,False
22,92.0,152.0,0,91.75170871629999,152.08693731399998,552,217,False,13.297349089318837,21.025843868294928,4.2988481456781305,-7.482539236829529,-94.30020601888107,bin_1693,10.705666666666668,-1.1613333333333333,True,True,True
23,95.0,151.0,0,95.10877410049999,151.016736477,552,217,False,13.783880304420288,20.877889835529952,1.0170605076975772,-16.91450470253701,-9.43196546570748,bin_1613,11.966833333333334,1.261166666666666,True,True,False
24,95.0,150.0,0,95.10368475770001,150.005488225,552,217,False,13.783142718507248,20.7380859297235,0.27961170298625626,-90.3022817388746,-73.38777703633758,bin_1613,12.108,0.14116666666666688,False,True,True
