frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,,,,bin_797,0.2745,,False,True,False
3,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,,bin_797,0.27675,0.0022499999999999742,False,True,False
4,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.279,0.0022500000000000298,False,True,False
5,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.28125,0.0022499999999999742,False,True,False
6,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.28350000000000003,0.0022500000000000298,False,True,False
7,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.28575,0.0022499999999999742,False,True,False
8,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.28800000000000003,0.0022500000000000298,False,True,False
9,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.29025,0.0022499999999999742,False,True,False
10,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.29250000000000004,0.0022500000000000298,False,True,False
11,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.29475,0.0022499999999999742,False,True,False
12,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.29700000000000004,0.0022500000000000298,False,True,False
13,,532.0,69.0,manual,532.0,69.0,549,214,False,77.52276867030966,9.672897196261681,0.0,0.0,0.0,bin_797,0.29925,0.0022499999999999742,False,True,False
