frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,,43.0,161.0,52,43.0,161.0,546,216,False,6.3003663003663,22.36111111111111,,,,bin_1766,10.799833333333332,,False,True,False
3,,53.0,171.0,52,51.3333333333,169.33333333299998,546,216,False,7.521367521362636,23.51851851847222,3.364779866968363,43.468392206959116,,bin_1847,10.384,-0.415833333333,True,True,False
4,,52.0,173.0,52,51.9751552795,172.863354037,546,216,False,7.615407366959706,24.008799171805553,0.9984360001379763,79.14207411142543,35.673681904466314,bin_1927,10.633666666666667,0.249666666667,False,True,True
5,,49.0,180.0,52,49.0667915942,179.860928925,546,216,False,7.189273493655677,24.98068457291667,2.122405532286429,113.67557816334792,34.53350405192249,bin_1927,10.679583333333333,0.0459166666667,True,True,True
6,,58.0,171.0,52,57.8083417993,171.237386571,546,216,False,8.470086710520146,23.782970357083332,3.5071366322423043,-43.079731071872864,-156.75530923522078,bin_1848,9.548,-1.13158333333,True,True,True
7,,55.0,157.0,52,55.1330685821,157.19197938,546,216,False,8.078105286754578,21.832219358333333,3.979486849181136,-101.3616396023318,-58.28190853045894,bin_1688,12.1545,2.6065,True,True,True
8,,39.0,152.0,52,39.2914003508,151.915891455,546,216,False,5.7569817363809515,21.099429368750002,4.868098480898926,-162.4788400312555,-61.11720042892368,bin_1685,11.540666666666667,-0.613833333333,True,True,True
9,,41.0,159.0,52,40.7991023392,158.747147949,546,216,False,5.977890452630036,22.04821499291667,1.9483273046797365,76.89316104512014,-120.62799892362438,bin_1765,11.5545,0.0138333333333,True,True,True
10,,45.0,167.0,52,44.87463757770001,166.877321359,546,216,False,6.575038472923078,23.177405744305556,2.5547270000233664,62.1288470639392,-14.76431398118094,bin_1846,10.823333333333332,-0.731166666667,True,True,False
11,,28.0,168.0,52,28.3254230111,168.077769426,546,216,False,4.150245129831501,23.3441346425,4.861037453957481,176.0665309276071,113.9376838636679,bin_1844,11.218333333333334,0.395,True,True,True
12,,33.0,161.0,52,32.7467000136,161.177586311,546,216,False,4.7980512840439555,22.385775876527777,2.313529198217588,-55.943127401337314,127.9903416710556,bin_1764,12.071,0.852666666667,True,True,True
13,,30.0,142.0,52,30.0303557887,142.287336369,546,216,False,4.400052130212455,19.76213005125,5.30732352243505,-98.6258322357478,-42.68270483441048,bin_1524,14.07775,2.00675,True,True,True
14,,30.0,132.0,52,29.9637757056,131.957150744,546,216,False,4.390296806681318,18.327382047777775,2.8695623358308393,-90.38956684490546,8.236265390842334,bin_1444,17.314,3.23625,True,True,False
15,,27.0,136.0,52,27.03773268,135.72714525799998,546,216,False,3.9615725538461537,18.85099239694444,1.3534729886089474,129.31009931671096,-140.30033383838358,bin_1443,19.0875,1.7735,True,True,True
16,,25.0,141.0,52,24.998679030199998,140.86817330899999,546,216,False,3.662810114315018,19.565024070694445,1.548031299932695,112.70522556963344,-16.60487374707752,bin_1523,15.005333333333335,-4.08216666667,True,True,False
17,,21.0,149.0,52,21.034444081900002,148.895915336,546,216,False,3.081969828849817,20.67998824111111,2.514375102113621,117.51724842731905,4.812022857685605,bin_1603,13.152416666666667,-1.85291666667,True,True,False
18,,18.0,149.0,52,17.996673396,149.101266993,546,216,False,2.636875222857143,20.70850930458333,0.8920149311426584,176.3335762603564,58.81632783303736,bin_1602,14.759500000000001,1.60708333333,False,True,True
19,,20.0,144.0,52,19.9088049348,144.133628029,546,216,False,2.917041016087912,20.01855944847222,1.4893269293803384,-67.89955738429809,115.76686635534548,bin_1602,14.81725,0.05775,True,True,True
20,,31.0,128.0,52,30.8011784382,128.25059337,546,216,False,4.512993177758243,17.8125824125,5.445511173646415,-54.115493058107276,13.784064326190816,bin_1364,20.281666666666666,5.46441666667,True,True,False
21,,22.0,127.0,52,22.274734667199997,126.835463814,546,216,False,3.263697387135531,17.616036640833332,2.5293241886540936,-171.05921172557586,-116.94371866746859,bin_1363,25.0185,4.73683333333,True,True,True
22,,27.0,124.0,52,26.869382937399998,123.962003935,546,216,False,3.936905924893772,17.216944990972223,1.5652269871165032,-30.660320496809213,140.39889122876664,bin_1363,25.070333333333334,0.0518333333333,True,True,True
23,,22.0,111.0,52,22.118529344200002,111.165317976,546,216,False,3.2408101603223445,15.439627496666665,3.817542030688788,-111.38805673220865,-80.72773623539945,bin_1203,37.30608333333333,12.23575,True,True,True
24,,20.0,113.0,52,19.9986706832,112.80266064899999,546,216,False,2.930208158710623,15.667036201249998,0.7699047274188603,143.79010272141616,-104.8218405463752,bin_1202,37.046,-0.260083333333,False,True,True
25,,17.0,118.0,52,17.0151631281,117.860547256,546,216,False,2.4930641945934067,16.369520452222222,1.6547857483410005,121.89329959080337,-21.896803130612795,bin_1282,31.787499999999998,-5.2585,True,True,False
26,,15.0,121.0,52,14.9885645458,120.98054276399999,546,216,False,2.1961266733772895,16.802853161666665,1.0506172063704913,124.42055705349752,2.527257462694152,bin_1282,31.833,0.0455,True,True,False
27,,22.0,118.0,52,21.834393183200003,118.10132215200001,546,216,False,3.199178488380953,16.402961410000003,2.159654006208563,-21.73593740571181,-146.15649445920934,bin_1283,29.90825,-1.92475,True,True,True
28,,24.0,137.0,52,24.019736274299998,136.65056094,546,216,False,3.519375278285714,18.979244575,5.192209907362264,82.91524815364517,104.65118555935697,bin_1443,20.047333333333334,-9.86091666667,True,True,True
29,,43.0,148.0,52,42.7080367416,147.99391967,546,216,False,6.257587800967032,20.554711065277775,6.3181967305100475,29.914534920613225,-53.000713233031945,bin_1606,13.283166666666666,-6.76416666667,True,True,True
30,,47.0,151.0,52,47.144401778100004,151.14636612299998,546,216,False,6.907604656131869,20.992550850416663,1.567450910808822,33.96350647601153,4.048971555398307,bin_1606,13.355,0.0718333333333,True,True,False
31,,42.0,169.0,52,42.2264656187,168.7941208,546,216,False,6.187027929479853,23.443627888888887,5.109602515859058,106.38247715518163,72.4189706791701,bin_1846,11.817333333333334,-1.53766666667,True,True,True
32,,39.0,164.0,52,39.056996490100005,164.321038197,546,216,False,5.722636848366301,22.82236641625,1.5512896487803347,-126.77800371574614,126.83951912907224,bin_1765,12.562666666666667,0.745333333333,True,True,True
33,,39.0,157.0,52,38.9664227406,157.174363957,546,216,False,5.709365969318681,21.829772771805555,1.9853647113033914,-90.7659932770966,36.01201043864954,bin_1685,12.824,0.261333333333,True,True,True
34,,39.0,151.0,52,38.984861789499995,151.049769854,546,216,False,5.712067661465201,20.979134701944446,1.7012847204833026,-89.81802479511724,0.947968481979359,bin_1605,13.489500000000001,0.6655,True,True,False
35,,39.0,144.0,52,38.9942322113,144.035658044,546,216,False,5.713440617040294,20.00495250611111,1.9483663266292317,-89.9192507231543,-0.10122592803706709,bin_1605,13.55625,0.06675,True,True,False
36,,29.0,148.0,52,29.176207524699997,147.817909404,546,216,False,4.274902201421245,20.530265195,3.062904630783948,159.93926635720294,-110.14148291964275,bin_1604,13.799000000000001,0.24275,True,True,True
37,,28.0,161.0,52,27.9136836023,160.762255123,546,216,False,4.0899170113260075,22.32809098930555,3.6146353106364475,95.87470855242188,-64.06455780478106,bin_1764,13.198083333333333,-0.600916666667,True,True,True
38,,27.0,163.0,52,26.960554980300003,163.09945896600001,546,216,False,3.9502644659780226,22.65270263416667,0.7067547054009948,113.27806256491533,17.403354012493452,bin_1763,13.7765,0.578416666667,False,True,False
39,,37.0,169.0,52,36.7887505551,168.974724685,546,216,False,5.390293121626374,23.468711761805555,3.310319274920999,29.538568110094506,-83.73949445482083,bin_1845,12.378,-1.3985,True,True,True
40,,40.0,165.0,52,40.0367125775,165.165959243,546,216,False,5.866184993040292,22.939716561527778,1.4231078598542934,-48.02498578242767,-77.56355389252218,bin_1765,12.913333333333334,0.535333333333,True,True,True
41,1.0,44.5,168.5,52,44.5183562888,168.582979622,546,216,False,6.522836086271062,23.41430272527778,1.6203983276517013,35.857039115504755,83.88202489793242,bin_1846,12.290666666666667,-0.622666666667,True,True,True
42,,49.0,172.0,52,49.0,172.0,546,216,False,7.17948717948718,23.88888888888889,1.620398327465237,35.85703910815115,-7.35360572434729e-09,bin_1847,12.386000000000001,0.0953333333333,True,True,False
43,,65.0,172.0,52,62.3333333333,172.0,546,216,False,9.133089133084248,23.88888888888889,3.907203907194136,0.0,-35.85703910815115,bin_1849,11.63825,-0.74775,True,True,True
44,,65.0,167.0,52,64.900621118,167.186335404,546,216,False,9.509248515457877,23.220324361666666,1.5342417123876992,-60.63626818148448,-60.63626818148448,bin_1849,11.701,0.06275,True,True,True
45,,50.0,178.0,52,50.3318163566,177.74688796700002,546,216,False,7.37462510719414,24.687067773194446,5.179943370488771,145.50624629263575,-153.85748552587978,bin_1927,12.51625,0.81525,True,True,True
46,,39.0,175.0,52,39.0694780964,175.146180734,546,216,False,5.7244656551501825,24.325858435277777,3.378460242754508,-167.65306118053857,46.840692526825705,bin_1925,13.026333333333334,0.510083333333,True,True,True
47,,39.0,177.0,52,38.8262715684,176.97650888299998,546,216,False,5.688830999032967,24.580070678194442,0.5133953375920505,97.9795447394592,-94.36739408000221,bin_1925,13.080166666666667,0.0538333333333,False,True,True
48,,47.0,181.0,52,46.782912215799996,180.95181668900003,546,216,False,6.854639152498168,25.13219676236111,2.5798851629506,25.342208721850724,-72.63733601760848,bin_2006,13.886,0.805833333333,True,True,True
49,,52.0,182.0,52,51.9653102377,182.03366762,546,216,False,7.613964869992674,25.28245383611111,1.5480991356634222,11.193213255082272,-14.148995466768453,bin_2007,13.797666666666666,-0.0883333333333,True,True,False
50,,50.0,169.0,52,50.1141382891,169.264730487,546,216,False,7.342730884849817,23.508990345416667,3.5881697995064803,-98.6954521288602,-109.88866538394247,bin_1847,12.796666666666667,-1.001,True,True,True
51,,46.0,170.0,52,46.0842946537,169.861028358,546,216,False,6.752277604937729,23.591809494166665,1.1924664979086284,172.01557292126606,-89.28897494987376,bin_1846,12.764,-0.0326666666667,True,True,True
52,,34.0,156.0,52,34.176106683899995,156.204375786,546,216,False,5.007488158813186,21.6950521925,5.154407229830951,-132.61033757215594,55.374089506578,bin_1685,13.799333333333333,1.03533333333,True,True,True
53,,38.0,144.0,52,37.7871805069,144.0527605,546,216,False,5.536583224454213,20.00732784722222,3.5374313020207135,-72.59399337664539,60.016344195510555,bin_1605,14.757750000000001,0.958416666667,True,True,True
54,,33.0,145.0,52,33.0678802667,144.78667193299998,546,216,False,4.845110661787546,20.10925999069444,1.3978905061465277,171.61424364531646,-115.79176297803815,bin_1604,15.0035,0.24575,True,True,True
55,,24.0,130.0,52,24.103689661599997,130.194720711,546,216,False,3.5316761408937727,18.08260009875,4.830097538680438,-122.94640135314513,65.43935500153839,bin_1443,22.04083333333333,7.03733333333,True,True,True
56,,24.0,123.0,52,23.8818711225,122.94300814200001,546,216,False,3.4991752560439564,17.075417797500002,2.0154131045195296,-91.84824294377997,31.09815840936517,bin_1363,26.832666666666665,4.79183333333,True,True,True
57,,22.0,124.0,52,21.984141699600002,123.829867186,546,216,False,3.221119662945055,17.198592664722224,0.6082333787907195,156.10730517042853,-112.04445188579149,bin_1363,26.8845,0.0518333333333,False,True,True
58,,18.0,129.0,52,18.0311101083,128.858118384,546,216,False,2.6419208949890107,17.896960886666665,1.8145956973647226,129.67095921043716,-26.43634595999137,bin_1362,28.7855,1.901,True,True,False
59,,15.0,133.0,52,14.995530517899999,132.96119966,546,216,False,2.1971473286300367,18.46683328611111,1.4457912393983448,127.9712981204931,-1.6996610899440583,bin_1442,26.144833333333334,-2.64066666667,True,True,False
60,,12.0,136.0,52,11.997565377899999,136.004048699,546,216,False,1.757885037054945,18.889451208194444,1.2191099521631918,136.10634121047045,8.135043089977344,bin_1441,24.205,-1.93983333333,True,True,False
61,,11.0,138.0,52,10.9633831339,138.02023114600001,546,216,False,1.6063565031355314,19.16947654805556,0.6367890939898393,118.41889998106589,-17.687441229404556,bin_1521,22.24458333333333,-1.96041666667,False,True,False
62,,11.0,137.0,52,10.966807125999999,137.061945391,546,216,False,1.6068581869597067,19.036381304305557,0.26619237851998684,-89.784032630825,151.7970673881091,bin_1521,22.284166666666664,0.0395833333333,False,True,True
63,,11.0,138.0,52,10.9866931691,137.990018895,546,216,False,1.609771892908425,19.165280402083333,0.2578640501526352,88.70507527871486,178.48910790953985,bin_1521,22.323749999999997,0.0395833333333,False,True,True
64,,11.0,138.0,52,10.994995579400001,138.012533692,546,216,False,1.6109883632820514,19.168407457222223,0.006710670312738976,68.74323395339808,-19.961841325316783,bin_1521,22.36333333333333,0.0395833333333,False,True,False
65,,11.0,138.0,52,10.9981326337,138.005449326,546,216,False,1.6114480049377287,19.167423517499998,0.002172010891875205,-64.96064671353484,-133.70388066693292,bin_1521,22.402916666666666,0.0395833333333,False,True,True
66,,11.0,138.0,52,10.999303901400001,138.002068271,546,216,False,1.6116196192527472,19.16695392652778,0.000999934306460744,-69.9249222404469,-4.964275526912061,bin_1521,22.4425,0.0395833333333,False,True,False
67,,12.0,139.0,52,11.981904220899999,138.98293633,546,216,False,1.7555903620366298,19.30318560138889,0.3964171742657296,43.41791790086847,113.34284014131538,bin_1521,22.482083333333332,0.0395833333333,False,True,True
