frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,speed_mm_s,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,wall,turn
2,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,,,,bin_1166,0.48816666666666664,,False,False,False
3,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,,bin_1166,0.49724999999999997,0.009083333333333332,False,False,False
4,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5063333333333333,0.009083333333333332,False,False,False
5,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5154166666666666,0.009083333333333332,False,False,False
6,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5245,0.009083333333333332,False,False,False
7,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5335833333333333,0.009083333333333332,False,False,False
8,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5426666666666666,0.009083333333333332,False,False,False
9,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.55175,0.009083333333333332,False,False,False
10,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5608333333333333,0.009083333333333332,False,False,False
11,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5699166666666666,0.009083333333333332,False,False,False
12,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.579,0.009083333333333332,False,False,False
13,323.0,101.0,manual,323.0,101.0,555,216,False,46.55855855855856,14.027777777777779,0.0,0.0,0.0,bin_1166,0.5880833333333333,0.009083333333333332,False,False,False
